sample_id,source_id,paper_id,site_name,land_use,province,n_hm_obs,n_op_obs,n_hm_elements,n_op_families,hm_elements,op_families,has_hm,has_op,hm_op_paired,is_summary_only,evidence_level,n_source,matrix_flag,readiness,qa_flag
P01492_ZN,10.1016/j.jenvman.2005.02.011,P01492,Zn,other,,3,0,3,0,"Cr_mgkg,Cu_mgkg,Pb_mgkg",,True,False,False,False,A_sample_table,1,soil,not_training_ready_chem_label,chem_symbol_as_sample
P01492_s24_Background,10.1016/j.jenvman.2005.02.011,P01492,Background,other,,2,2,2,1,"As_mgkg,Cd_mgkg",OCPs,True,True,True,False,A_sample_table,1,soil,training_ready_hm_op,
P01492_s25_values,10.1016/j.jenvman.2005.02.011,P01492,values,other,,1,0,1,0,Cd_mgkg,,True,False,False,False,A_sample_table,1,soil,hm_only_ready,
P01492_s26_Threshold_of,10.1016/j.jenvman.2005.02.011,P01492,Threshold of,other,,2,0,2,0,"As_mgkg,Cd_mgkg",,True,False,False,False,A_sample_table,1,soil,hm_only_ready,
P01492_s27_nature_background,10.1016/j.jenvman.2005.02.011,P01492,nature background,other,,0,1,0,1,,OCPs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P01524_1,10.1016/j.jhazmat.2009.08.134,P01524,1,e_waste,,4,0,4,0,"Hg_mgkg,Ni_mgkg,Pb_mgkg,Zn_mgkg",,True,False,False,False,A_sample_table,1,soil,hm_only_ready,
P01524_A,10.1016/j.jhazmat.2009.08.134,P01524,A (Table 4),e_waste,,0,1,0,1,,PCBs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P01524_B,10.1016/j.jhazmat.2009.08.134,P01524,B (Table 4),e_waste,,0,1,0,1,,PCBs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P01524_C,10.1016/j.jhazmat.2009.08.134,P01524,C,e_waste,,4,1,4,1,"Hg_mgkg,Ni_mgkg,Pb_mgkg,Zn_mgkg",PCBs,True,True,True,False,A_sample_table,1,soil,training_ready_hm_op,
P01524_D,10.1016/j.jhazmat.2009.08.134,P01524,D,e_waste,,4,1,4,1,"Hg_mgkg,Ni_mgkg,Pb_mgkg,Zn_mgkg",PCBs,True,True,True,False,A_sample_table,1,soil,training_ready_hm_op,
P01524_E,10.1016/j.jhazmat.2009.08.134,P01524,E,e_waste,,4,1,4,1,"Hg_mgkg,Ni_mgkg,Pb_mgkg,Zn_mgkg",PCBs,True,True,True,False,A_sample_table,1,soil,training_ready_hm_op,
P01524_F,10.1016/j.jhazmat.2009.08.134,P01524,F,e_waste,,4,1,4,1,"Hg_mgkg,Ni_mgkg,Pb_mgkg,Zn_mgkg",PCBs,True,True,True,False,A_sample_table,1,soil,training_ready_hm_op,
P01524_G,10.1016/j.jhazmat.2009.08.134,P01524,G,e_waste,,4,1,4,1,"Hg_mgkg,Ni_mgkg,Pb_mgkg,Zn_mgkg",PCBs,True,True,True,False,A_sample_table,1,soil,training_ready_hm_op,
P01524_H,10.1016/j.jhazmat.2009.08.134,P01524,H,e_waste,,4,1,4,1,"Hg_mgkg,Ni_mgkg,Pb_mgkg,Zn_mgkg",PCBs,True,True,True,False,A_sample_table,1,soil,training_ready_hm_op,
P01524_I,10.1016/j.jhazmat.2009.08.134,P01524,I (Table 4),e_waste,,0,1,0,1,,PCBs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P01524_J,10.1016/j.jhazmat.2009.08.134,P01524,j (Table 4),e_waste,,0,1,0,1,,PCBs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P01524_K,10.1016/j.jhazmat.2009.08.134,P01524,K (Table 4),e_waste,,0,1,0,1,,PCBs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P01524_L,10.1016/j.jhazmat.2009.08.134,P01524,l,e_waste,,4,1,4,1,"Hg_mgkg,Ni_mgkg,Pb_mgkg,Zn_mgkg",PCBs,True,True,True,False,A_sample_table,1,soil,training_ready_hm_op,
P01524_M,10.1016/j.jhazmat.2009.08.134,P01524,M,e_waste,,2,0,2,0,"Pb_mgkg,Zn_mgkg",,True,False,False,False,A_sample_table,1,soil,hm_only_ready,
P01524_s12_j_K,10.1016/j.jhazmat.2009.08.134,P01524,j K,e_waste,,4,0,4,0,"Hg_mgkg,Ni_mgkg,Pb_mgkg,Zn_mgkg",,True,False,False,False,A_sample_table,1,soil,hm_only_ready,
P01524_s15_Optimum,10.1016/j.jhazmat.2009.08.134,P01524,Optimum,e_waste,,3,0,3,0,"Ni_mgkg,Pb_mgkg,Zn_mgkg",,True,False,False,False,A_sample_table,1,soil,hm_only_ready,
P01524_s16_Action,10.1016/j.jhazmat.2009.08.134,P01524,Action,e_waste,,3,0,3,0,"Ni_mgkg,Pb_mgkg,Zn_mgkg",,True,False,False,False,A_sample_table,1,soil,hm_only_ready,
P01524_s17_Grade_I,10.1016/j.jhazmat.2009.08.134,P01524,Grade I,e_waste,,4,0,4,0,"Hg_mgkg,Ni_mgkg,Pb_mgkg,Zn_mgkg",,True,False,False,False,A_sample_table,1,soil,hm_only_ready,
P01524_s18_Grade_II__pH_6.5_,10.1016/j.jhazmat.2009.08.134,P01524,Grade II (pH<6.5),e_waste,,4,0,4,0,"Hg_mgkg,Ni_mgkg,Pb_mgkg,Zn_mgkg",,True,False,False,False,A_sample_table,1,soil,hm_only_ready,
P01524_s19_Grade_III,10.1016/j.jhazmat.2009.08.134,P01524,Grade III,e_waste,,4,0,4,0,"Hg_mgkg,Ni_mgkg,Pb_mgkg,Zn_mgkg",,True,False,False,False,A_sample_table,1,soil,hm_only_ready,
P01524_s2_Large-scale_e-waste_recyc,10.1016/j.jhazmat.2009.08.134,P01524,Large-scale e-waste recycling ,e_waste,,3,0,3,0,"Ni_mgkg,Pb_mgkg,Zn_mgkg",,True,False,False,False,A_sample_table,1,soil,hm_only_ready,
P01524_s3_A_b,10.1016/j.jhazmat.2009.08.134,P01524,A b,e_waste,,4,0,4,0,"Hg_mgkg,Ni_mgkg,Pb_mgkg,Zn_mgkg",,True,False,False,False,A_sample_table,1,soil,hm_only_ready,
P01545_BC,10.1016/j.jhazmat.2018.09.082,P01545,BC,urban_green,,2,0,2,0,"Cu_mgkg,Ni_mgkg",,True,False,False,False,A_sample_table,1,soil,hm_only_ready,
P01545_TOC,10.1016/j.jhazmat.2018.09.082,P01545,TOC,urban_green,,2,0,2,0,"Cu_mgkg,Ni_mgkg",,True,False,False,False,A_sample_table,1,soil,hm_only_ready,
P01545_s4_Clay,10.1016/j.jhazmat.2018.09.082,P01545,Clay,urban_green,,2,0,2,0,"Cu_mgkg,Ni_mgkg",,True,False,False,False,A_sample_table,1,soil,hm_only_ready,
P01545_s5_Silt,10.1016/j.jhazmat.2018.09.082,P01545,Silt,urban_green,,2,0,2,0,"Cu_mgkg,Ni_mgkg",,True,False,False,False,A_sample_table,1,soil,hm_only_ready,
P01545_s6_Sand,10.1016/j.jhazmat.2018.09.082,P01545,Sand,urban_green,,1,0,1,0,Ni_mgkg,,True,False,False,False,A_sample_table,1,soil,hm_only_ready,
P01706_tr1_Outdoor,10.1016/j.scitotenv.2017.08.101,P01706,Outdoor (## Table 2 | Correlations of P),other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P01706_tr2_Indoor,10.1016/j.scitotenv.2017.08.101,P01706,Indoor (## Table 2 | Correlations of P),other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P01706_tr3_Outdoor,10.1016/j.scitotenv.2017.08.101,P01706,Outdoor (## Table 2 | Correlations of P),other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P01706_tr4_Indoor,10.1016/j.scitotenv.2017.08.101,P01706,Indoor (## Table 2 | Correlations of P),other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02143_CV,10.1038/s41598-020-XXXXX,P02143,Cv (%) (AHs accounted for about 0.50% ),other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02143_MAX,10.1038/s41598-020-XXXXX,P02143,Max (AHs accounted for about 0.50% ),other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,not_training_ready_stat_row,stat_row_as_sample
P02143_MIN,10.1038/s41598-020-XXXXX,P02143,Min (AHs accounted for about 0.50% ),other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,not_training_ready_stat_row,stat_row_as_sample
P02143_SD,10.1038/s41598-020-XXXXX,P02143,SD (AHs accounted for about 0.50% ),other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,not_training_ready_stat_row,stat_row_as_sample
P02143_tr2_Aromaticring,10.1038/s41598-020-XXXXX,P02143,Aromatic ring (AHs accounted for about 0,other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02143_tr5_Mean,10.1038/s41598-020-XXXXX,P02143,Mean (AHs accounted for about 0.50% ),other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02143_tr6_Median,10.1038/s41598-020-XXXXX,P02143,Median (AHs accounted for about 0.50% ),other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02143_tr9_Composition,10.1038/s41598-020-XXXXX,P02143,Composition (%) (AHs accounted for about,other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02164_CV,10.1038/s41598-022-15285-5,P02164,Cv (%) (AHs accounted for about 0.50% ),other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,not_training_ready_duplicate,duplicate_paper
P02164_MAX,10.1038/s41598-022-15285-5,P02164,Max (AHs accounted for about 0.50% ),other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,not_training_ready_stat_row,duplicate_paper;stat_row_as_sample
P02164_MIN,10.1038/s41598-022-15285-5,P02164,Min (AHs accounted for about 0.50% ),other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,not_training_ready_stat_row,duplicate_paper;stat_row_as_sample
P02164_SD,10.1038/s41598-022-15285-5,P02164,SD (AHs accounted for about 0.50% ),other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,not_training_ready_stat_row,duplicate_paper;stat_row_as_sample
P02164_tr2_Aromaticring,10.1038/s41598-022-15285-5,P02164,Aromatic ring (AHs accounted for about 0,other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,not_training_ready_duplicate,duplicate_paper
P02164_tr5_Mean,10.1038/s41598-022-15285-5,P02164,Mean (AHs accounted for about 0.50% ),other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,not_training_ready_duplicate,duplicate_paper
P02164_tr6_Median,10.1038/s41598-022-15285-5,P02164,Median (AHs accounted for about 0.50% ),other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,not_training_ready_duplicate,duplicate_paper
P02164_tr9_Composition,10.1038/s41598-022-15285-5,P02164,Composition (%) (AHs accounted for about,other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,not_training_ready_duplicate,duplicate_paper
P02317_CD,10.1051/radiopro/2015022,P02317,Cd,agricultural,,2,1,2,1,"Cr_mgkg,Pb_mgkg",OCPs,True,True,True,False,A_sample_table,1,soil,not_training_ready_chem_label,chem_symbol_as_sample
P02317_CR,10.1051/radiopro/2015022,P02317,Cr,agricultural,,0,1,0,1,,OCPs,False,True,False,False,A_sample_table,1,soil,not_training_ready_chem_label,chem_symbol_as_sample
P02317_HCH,10.1051/radiopro/2015022,P02317,HCH,agricultural,,0,1,0,1,,OCPs,False,True,False,False,A_sample_table,1,soil,not_training_ready_chem_label,chem_symbol_as_sample
P02317_PB,10.1051/radiopro/2015022,P02317,Pb,agricultural,,0,1,0,1,,OCPs,False,True,False,False,A_sample_table,1,soil,not_training_ready_chem_label,chem_symbol_as_sample
P02317_TH,10.1051/radiopro/2015022,P02317,Th,agricultural,,1,0,1,0,Pb_mgkg,,True,False,False,False,A_sample_table,1,soil,hm_only_ready,
P02317_U,10.1051/radiopro/2015022,P02317,U,agricultural,,1,1,1,1,Cd_mgkg,OCPs,True,True,True,False,A_sample_table,1,soil,training_ready_hm_op,
P02317_ZN,10.1051/radiopro/2015022,P02317,Zn,agricultural,,0,1,0,1,,OCPs,False,True,False,False,A_sample_table,1,soil,not_training_ready_chem_label,chem_symbol_as_sample
P02317_s7_SV_,10.1051/radiopro/2015022,P02317,SV*,agricultural,,5,2,5,1,"Cd_mgkg,Cr_mgkg,Cu_mgkg,Pb_mgkg,Zn_mgkg",OCPs,True,True,True,False,A_sample_table,1,soil,training_ready_hm_op,
P02376_03,10.1080/02757540.2013.844798,P02376,<0.3 (Table 1. Concentrations of PBD),e_waste,,0,1,0,1,,PBDEs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02376_04,10.1080/02757540.2013.844798,P02376,0.4 (Table 1. Concentrations of PBD),e_waste,,0,1,0,1,,PBDEs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02376_08,10.1080/02757540.2013.844798,P02376,0.8 (Table 1. Concentrations of PBD),e_waste,,0,1,0,1,,PBDEs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02376_30,10.1080/02757540.2013.844798,P02376,3.0 (Table 1. Concentrations of PBD),e_waste,,0,1,0,1,,PBDEs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02376_411,10.1080/02757540.2013.844798,P02376,41.1 (Table 1. Concentrations of PBD),e_waste,,0,1,0,1,,PBDEs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02376_71,10.1080/02757540.2013.844798,P02376,7.1 (Table 1. Concentrations of PBD),e_waste,,0,1,0,1,,PBDEs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02376_CD,10.1080/02757540.2013.844798,P02376,Cd,e_waste,,2,0,2,0,"Cr_mgkg,Cu_mgkg",,True,False,False,False,A_sample_table,1,soil,not_training_ready_chem_label,chem_symbol_as_sample
P02376_HG,10.1080/02757540.2013.844798,P02376,Hg,e_waste,,4,0,4,0,"Cd_mgkg,Cr_mgkg,Cu_mgkg,Ni_mgkg",,True,False,False,False,A_sample_table,1,soil,not_training_ready_chem_label,chem_symbol_as_sample
P02376_NI,10.1080/02757540.2013.844798,P02376,Ni,e_waste,,2,0,2,0,"Cr_mgkg,Zn_mgkg",,True,False,False,False,A_sample_table,1,soil,not_training_ready_chem_label,chem_symbol_as_sample
P02376_PB,10.1080/02757540.2013.844798,P02376,Pb,e_waste,,1,0,1,0,Cd_mgkg,,True,False,False,False,A_sample_table,1,soil,not_training_ready_chem_label,chem_symbol_as_sample
P02376_ZN,10.1080/02757540.2013.844798,P02376,Zn,e_waste,,3,0,3,0,"Cr_mgkg,Cu_mgkg,Pb_mgkg",,True,False,False,False,A_sample_table,1,soil,not_training_ready_chem_label,chem_symbol_as_sample
P02376_s11_PAHs,10.1080/02757540.2013.844798,P02376,PAHs,e_waste,,1,0,1,0,Cr_mgkg,,True,False,False,False,A_sample_table,1,soil,hm_only_ready,
P02376_s12_PCBs_PBDEs,10.1080/02757540.2013.844798,P02376,PCBs PBDEs,e_waste,,4,0,4,0,"Cr_mgkg,Cu_mgkg,Ni_mgkg,Pb_mgkg",,True,False,False,False,A_sample_table,1,soil,hm_only_ready,
P02376_s14_PCDD_Fs,10.1080/02757540.2013.844798,P02376,PCDD/Fs,e_waste,,4,1,4,1,"Cr_mgkg,Cu_mgkg,Ni_mgkg,Pb_mgkg",PBDEs,True,True,True,False,A_sample_table,1,soil,training_ready_hm_op,
P02549_001,10.1080/15320383.2012.697937,P02549,"0.01 (refer to public square, reside)",other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02549_002,10.1080/15320383.2012.697937,P02549,"0.02 (refer to public square, reside)",other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02549_004,10.1080/15320383.2012.697937,P02549,"0.04 (refer to public square, reside)",other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02549_071,10.1080/15320383.2012.697937,P02549,0.7-1,other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02549_12,10.1080/15320383.2012.697937,P02549,1-2,other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02549_23,10.1080/15320383.2012.697937,P02549,2-3,other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02549_s2__0.7,10.1080/15320383.2012.697937,P02549,≤0.7,other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02562_s2_pH__H2O__5.5,10.1080/15320383.2013.750265,P02562,pH (H2O) 5.5,agricultural,,4,0,4,0,"Cd_mgkg,Cu_mgkg,Pb_mgkg,Zn_mgkg",,True,False,False,False,A_sample_table,1,soil,hm_only_ready,
P02763_05,10.1089/ees.2020.0416,P02763,0.5 (Table 1. Effects Range-Low and),coking,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02763_1,10.1089/ees.2020.0416,P02763,1,coking,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02763_10,10.1089/ees.2020.0416,P02763,10,coking,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02763_11,10.1089/ees.2020.0416,P02763,11,coking,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02763_12,10.1089/ees.2020.0416,P02763,12,coking,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02763_13,10.1089/ees.2020.0416,P02763,13,coking,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02763_14,10.1089/ees.2020.0416,P02763,14,coking,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02763_15,10.1089/ees.2020.0416,P02763,15,coking,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02763_16,10.1089/ees.2020.0416,P02763,16,coking,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02763_17,10.1089/ees.2020.0416,P02763,17,coking,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02763_18,10.1089/ees.2020.0416,P02763,18,coking,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02763_19,10.1089/ees.2020.0416,P02763,19,coking,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02763_2,10.1089/ees.2020.0416,P02763,2,coking,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02763_20,10.1089/ees.2020.0416,P02763,20,coking,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02763_3,10.1089/ees.2020.0416,P02763,3,coking,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02763_4,10.1089/ees.2020.0416,P02763,4,coking,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02763_5,10.1089/ees.2020.0416,P02763,5,coking,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02763_6,10.1089/ees.2020.0416,P02763,6,coking,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02763_7,10.1089/ees.2020.0416,P02763,7,coking,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02763_8,10.1089/ees.2020.0416,P02763,8,coking,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02763_9,10.1089/ees.2020.0416,P02763,9,coking,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02763_tr2_0016,10.1089/ees.2020.0416,P02763,0.016 (Table 1. Effects Range-Low and),coking,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,soil,op_only_ready,
P02892_B1,10.1155/2013/417435,P02892,"b1 (At six locations (b2, b5, b7, )",other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P02892_B10,10.1155/2013/417435,P02892,"b10 (At six locations (b2, b5, b7, )",other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P02892_B2,10.1155/2013/417435,P02892,"b2 (At six locations (b2, b5, b7, )",other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P02892_B3,10.1155/2013/417435,P02892,"b3 (At six locations (b2, b5, b7, )",other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P02892_B4,10.1155/2013/417435,P02892,"b4 (At six locations (b2, b5, b7, )",other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P02892_B5,10.1155/2013/417435,P02892,"b5 (At six locations (b2, b5, b7, )",other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P02892_B6,10.1155/2013/417435,P02892,"b6 (At six locations (b2, b5, b7, )",other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P02892_B7,10.1155/2013/417435,P02892,"b7 (At six locations (b2, b5, b7, )",other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P02892_B8,10.1155/2013/417435,P02892,"b8 (At six locations (b2, b5, b7, )",other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P02892_B9,10.1155/2013/417435,P02892,"b9 (At six locations (b2, b5, b7, )",other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P02892_tr1_TECgkg,10.1155/2013/417435,P02892,"TEC (μg/kg) (At six locations (b2, b5, b",other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P02920_ERL,10.1155/2017-3510796,P02920,ERL (## Acknowledgments | This work),other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P02920_ERM,10.1155/2017-3510796,P02920,ERM (## Acknowledgments | This work),other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P02920_PEL,10.1155/2017-3510796,P02920,PEL (</tr><tr><td>Chr</td><td>384</),other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P02920_TEL,10.1155/2017-3510796,P02920,<TEL (</tr><tr><td>Chr</td><td>384</),other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P02920_tr10_ERLERM,10.1155/2017-3510796,P02920,ERL-ERM (## Acknowledgments | This work),other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P02920_tr10_TELPEL,10.1155/2017-3510796,P02920,TEL-PEL (</tr><tr><td>Chr</td><td>384</),other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P02920_tr13_TELPEL,10.1155/2017-3510796,P02920,TEL-PEL (</tr><tr><td>Chr</td><td>384</),other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P02920_tr4_ERLERM,10.1155/2017-3510796,P02920,ERL-ERM (## Acknowledgments | This work),other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P02920_tr4_TELPEL,10.1155/2017-3510796,P02920,TEL-PEL (</tr><tr><td>Chr</td><td>384</),other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P02920_tr7_TELPEL,10.1155/2017-3510796,P02920,TEL-PEL (</tr><tr><td>Chr</td><td>384</),other,,0,1,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P03076_NAP,10.13209/j.0479-8023.2011.022,P03076,Nap,agricultural,,1,0,1,0,Ni_mgkg,,True,False,False,False,A_sample_table,1,soil,hm_only_ready,
P03187_tr1_nggdw,10.1371/journal.pone.0205484,P03187,ng/gdw) ( (Table 1. Detection values of ,other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P03187_tr2_nggdw,10.1371/journal.pone.0205484,P03187,ng/gdw) ( (Table 1. Detection values of ,other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P03187_tr3_nggdw,10.1371/journal.pone.0205484,P03187,ng/gdw) (Table 1. Detection values of i),other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P03187_tr4_nggdw,10.1371/journal.pone.0205484,P03187,(ng/gdw) (Table 1. Detection values of i,other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P03187_tr5_,10.1371/journal.pone.0205484,P03187,%) (Table 1. Detection values of i),other,,0,2,0,1,,PAHs,False,True,False,False,A_sample_table,1,sediment_not_soil,op_only_ready,sediment_not_soil
P03303_AS,10.17221/211/2017-SWR,P03303,As,agricultural,,1,0,1,0,Cd_mgkg,,True,False,False,False,A_sample_table,1,soil,not_training_ready_chem_label,chem_symbol_as_sample
P03303_CR,10.17221/211/2017-SWR,P03303,Cr,agricultural,,1,0,1,0,Zn_mgkg,,True,False,False,False,A_sample_table,1,soil,not_training_ready_chem_label,chem_symbol_as_sample
P03303_CU,10.17221/211/2017-SWR,P03303,Cu,agricultural,,2,0,2,0,"Cr_mgkg,Hg_mgkg",,True,False,False,False,A_sample_table,1,soil,not_training_ready_chem_label,chem_symbol_as_sample
P03303_DDT,10.17221/211/2017-SWR,P03303,DDT,agricultural,,5,0,5,0,"Cr_mgkg,Cu_mgkg,Ni_mgkg,Pb_mgkg,Zn_mgkg",,True,False,False,False,A_sample_table,1,soil,not_training_ready_chem_label,chem_symbol_as_sample
P03303_HCH,10.17221/211/2017-SWR,P03303,HCH,agricultural,,5,0,5,0,"Cr_mgkg,Cu_mgkg,Ni_mgkg,Pb_mgkg,Zn_mgkg",,True,False,False,False,A_sample_table,1,soil,not_training_ready_chem_label,chem_symbol_as_sample
P03303_HG,10.17221/211/2017-SWR,P03303,Hg,agricultural,,1,0,1,0,Cr_mgkg,,True,False,False,False,A_sample_table,1,soil,not_training_ready_chem_label,chem_symbol_as_sample
P03303_NI,10.17221/211/2017-SWR,P03303,Ni,agricultural,,2,0,2,0,"Hg_mgkg,Zn_mgkg",,True,False,False,False,A_sample_table,1,soil,not_training_ready_chem_label,chem_symbol_as_sample
P03303_PB,10.17221/211/2017-SWR,P03303,Pb,agricultural,,3,0,3,0,"Cr_mgkg,Hg_mgkg,Ni_mgkg",,True,False,False,False,A_sample_table,1,soil,not_training_ready_chem_label,chem_symbol_as_sample
