sample_id,x_measured_BaP_ngg,x_measured_SumDDTs_ngg,x_measured_SumHCHs_ngg,x_measured_SumPBDE_ngg,x_measured_SumPCB_ngg,x_measured_Sum_PAH_ngg,source_id,paper_id,site_name,land_use,province,n_hm_obs,n_op_obs,hm_elements,op_families,matrix_flag,evidence_level,readiness,qa_flag,site_type
P03781_tr3_factorTEF,1.0,,,,,1.437,10.3389/fenvs.2023.1209137,P03781,factor (TEF) (TABLE 1 PAHs in soi l of a,industrial,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,urban
P03781_tr5_mgkg,1.45,,,,,15.93,10.3389/fenvs.2023.1209137,P03781,mg/kg (TABLE 1 PAHs in soi l of an in),industrial,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,urban
P03781_tr6_mgkg,0.14,,,,,1.64,10.3389/fenvs.2023.1209137,P03781,mg/kg (TABLE 1 PAHs in soi l of an in),industrial,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,urban
P03781_tr7_deviationmgkg,0.3,,,,,3.17,10.3389/fenvs.2023.1209137,P03781,deviation mg/kg (TABLE 1 PAHs in soi l o,industrial,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,urban
P03781_tr8_Coefficientofva,212.97,,,,,20562.11,10.3389/fenvs.2023.1209137,P03781,Coefficient ofvariation % (TABLE 1 PAHs ,industrial,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,urban
P03781_tr9_Detectionrate,72.22,,,,,929.62,10.3389/fenvs.2023.1209137,P03781,Detectionrate% (TABLE 1 PAHs in soi l of,industrial,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,urban
P04044_37,39.0,,,,,79.0,10.3390/ijerph14010085,P04044,37 (Table 5. Biological toxicity a),other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,other
P04044_s10_Zhujiang_Estuary_Wetland_,,,,,,723.0,10.3390/ijerph14010085,P04044,Zhujiang Estuary Wetland [35],other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P04044_s11_estuary_wetland_in_Elizab,,,,,,11700.0,10.3390/ijerph14010085,P04044,estuary wetland in Elizabeth [,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P04044_s12_floodplains_wetland_in_Ca,,,,,,6008.0,10.3390/ijerph14010085,P04044,floodplains wetland in Canada ,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P04044_s13_This_study,,,,,,222.0,10.3390/ijerph14010085,P04044,This study,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P04044_s2_Chongming_Wetland_in_Shan,,,,,,87.5,10.3390/ijerph14010085,P04044,Chongming Wetland in Shanghai ,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P04044_s3_Jiaozhou_Bay_Wetland__28_,,,,,,369.5,10.3390/ijerph14010085,P04044,Jiaozhou Bay Wetland [28],other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P04044_s4_Liaohe_Estuary_Wetland__2,,,,,,1115.0,10.3390/ijerph14010085,P04044,Liaohe Estuary Wetland [29],other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P04044_s5_south_of_Yellow_River_Del,,,,,,948.5,10.3390/ijerph14010085,P04044,south of Yellow River Delta We,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P04044_s6_north_of_Yellow_River_Del,,,,,,78.0,10.3390/ijerph14010085,P04044,north of Yellow River Delta We,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P04044_s7_Qinkenpa_Wetland_in_Daqin,,,,,,136.5,10.3390/ijerph14010085,P04044,Qinkenpa Wetland in Daqing [32,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P04044_s8_typical_wetland_in_Three-,,,,,,4277.0,10.3390/ijerph14010085,P04044,typical wetland in Three-river,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P04044_s9_Lalu_Wetland_in_Tibet__34,,,,,,138.5,10.3390/ijerph14010085,P04044,Lalu Wetland in Tibet [34],other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P04044_tr1_01600,0.43,,,,,4.283,10.3390/ijerph14010085,P04044,0.1600 (Table 5. Biological toxicity a),other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,other
P04044_tr2_21000,1.6,,,,,46.392,10.3390/ijerph14010085,P04044,2.1000 (Table 5. Biological toxicity a),other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,other
P04044_tr3_0004102955,0.00255,,,,,0.2476499999999999,10.3390/ijerph14010085,P04044,0.0041-0.2955 (Table 5. Biological toxic,other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,other
P04086_tr10_Mean,133.54,,,,,2291.77,10.3390/ijerph15081785,P04086,Mean (Table 2. Concentrations of ind),other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,petrochemical
P04086_tr11_Median,48.54,,,,,1242.86,10.3390/ijerph15081785,P04086,Median (Table 2. Concentrations of ind),other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,petrochemical
P04086_tr3_Range,117.9,,,,,8589.74,10.3390/ijerph15081785,P04086,Range (Table 2. Concentrations of ind),other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,petrochemical
P04086_tr4_Mean,97.23,,,,,5364.39,10.3390/ijerph15081785,P04086,Mean (Table 2. Concentrations of ind),other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,petrochemical
P04086_tr5_Median,73.11,,,,,3517.95,10.3390/ijerph15081785,P04086,Median (Table 2. Concentrations of ind),other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,petrochemical
P04086_tr6_Range,,,,,,5673.74,10.3390/ijerph15081785,P04086,Range (Table 2. Concentrations of ind),other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,petrochemical
P04086_tr7_Mean,41.86,,,,,2280.83,10.3390/ijerph15081785,P04086,Mean (Table 2. Concentrations of ind),other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,petrochemical
P04086_tr8_Median,25.61,,,,,1261.98,10.3390/ijerph15081785,P04086,Median (Table 2. Concentrations of ind),other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,petrochemical
P04086_tr9_Range,,,,,,1391.33,10.3390/ijerph15081785,P04086,Range (Table 2. Concentrations of ind),other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,petrochemical
P04125_s1_Not_contaminated,,,,,,200.0,10.3390/ijerph16132302,P04125,Not contaminated,other,,0,1,,PAHs,sediment_not_soil,A_sample_table,op_only_ready,sediment_not_soil,urban
P04125_s2_Weakly_contaminated,,,,,,400.0,10.3390/ijerph16132302,P04125,Weakly contaminated,other,,0,1,,PAHs,sediment_not_soil,A_sample_table,op_only_ready,sediment_not_soil,urban
P04171_tr3_Mean,,,,,,526.32,10.3390/ijerph17186735,P04171,Mean (Table 4. The Statistical chara),urban_green,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,urban
P04171_tr7_Mean,,,,,,396.27,10.3390/ijerph17186735,P04171,Mean (Table 4. The Statistical chara),urban_green,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,urban
P04229_tr1_0001,1.0,,,,,0.4,10.3390/ijerph191610265,P04229,0.001 (Table 6. Toxic equivalence con),agricultural,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P04229_tr1_Rings,5.0,,,,,26.0,10.3390/ijerph191610265,P04229,Rings (Table 3. The concentrations of),agricultural,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P04229_tr2_0007,2.137,,,,,1.634,10.3390/ijerph191610265,P04229,0.007 (Table 6. Toxic equivalence con),agricultural,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P04229_tr3_0044,40.936,,,,,17.707,10.3390/ijerph191610265,P04229,0.044 (Table 6. Toxic equivalence con),agricultural,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P04229_tr4_0016,11.006,,,,,5.509,10.3390/ijerph191610265,P04229,0.016 (Table 6. Toxic equivalence con),agricultural,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P04229_tr4_Mean,10.45,,,,,61.95,10.3390/ijerph191610265,P04229,Mean (Table 3. The concentrations of),agricultural,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P04229_tr7_Mean,11.753,,,,,85.118,10.3390/ijerph191610265,P04229,Mean (Table 3. The concentrations of),agricultural,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P04243_A1,,,,,23.0,,10.3390/ijerph191912860,P04243,A1,other,,0,1,,PCBs,soil,A_sample_table,op_only_ready,,other
P04243_A10,,,,,21.6,,10.3390/ijerph191912860,P04243,A10,other,,0,1,,PCBs,soil,A_sample_table,op_only_ready,,other
P04243_A11,,,,,40.9,,10.3390/ijerph191912860,P04243,A11,other,,0,1,,PCBs,soil,A_sample_table,op_only_ready,,other
P04243_A12,,,,,21.1,,10.3390/ijerph191912860,P04243,A12,other,,0,1,,PCBs,soil,A_sample_table,op_only_ready,,other
P04243_A13,,,,,10.8,,10.3390/ijerph191912860,P04243,A13,other,,0,1,,PCBs,soil,A_sample_table,op_only_ready,,other
P04243_A14,,,,,18.1,,10.3390/ijerph191912860,P04243,A14,other,,0,1,,PCBs,soil,A_sample_table,op_only_ready,,other
P04243_A15,,,,,59.5,,10.3390/ijerph191912860,P04243,A15,other,,0,1,,PCBs,soil,A_sample_table,op_only_ready,,other
P04243_A16,,,,,21.2,,10.3390/ijerph191912860,P04243,A16,other,,0,1,,PCBs,soil,A_sample_table,op_only_ready,,other
P04243_A17,,,,,41.6,,10.3390/ijerph191912860,P04243,A17,other,,0,1,,PCBs,soil,A_sample_table,op_only_ready,,other
P04243_A2,,,,,35.2,,10.3390/ijerph191912860,P04243,A2,other,,0,1,,PCBs,soil,A_sample_table,op_only_ready,,other
P04243_A3,,,,,20.1,,10.3390/ijerph191912860,P04243,A3,other,,0,1,,PCBs,soil,A_sample_table,op_only_ready,,other
P04243_A4,,,,,46.1,,10.3390/ijerph191912860,P04243,A4,other,,0,1,,PCBs,soil,A_sample_table,op_only_ready,,other
P04243_A5,,,,,33.1,,10.3390/ijerph191912860,P04243,A5,other,,0,1,,PCBs,soil,A_sample_table,op_only_ready,,other
P04243_A6,,,,,44.0,,10.3390/ijerph191912860,P04243,A6,other,,0,1,,PCBs,soil,A_sample_table,op_only_ready,,other
P04243_A7,,,,,32.9,,10.3390/ijerph191912860,P04243,A7,other,,0,1,,PCBs,soil,A_sample_table,op_only_ready,,other
P04243_A8,,,,,22.4,,10.3390/ijerph191912860,P04243,A8,other,,0,1,,PCBs,soil,A_sample_table,op_only_ready,,other
P04243_A9,,,,,36.0,,10.3390/ijerph191912860,P04243,A9,other,,0,1,,PCBs,soil,A_sample_table,op_only_ready,,other
P04243_BKG,,,,,11.0,,10.3390/ijerph191912860,P04243,BKG,other,,0,1,,PCBs,soil,A_sample_table,op_only_ready,,other
P04256_02,5.23,,,,,5.9,10.3390/ijerph192316233,P04256,0.2 (Table 1. The concentration (ng),agricultural,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P04256_100,100.0,,,,,100.0,10.3390/ijerph192316233,P04256,100 (Table 1. The concentration (ng),agricultural,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P04256_2,5.0,,,,,4.0,10.3390/ijerph192316233,P04256,2 (Table 1. The concentration (ng),agricultural,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P04256_516,664.0,,,,,580.0,10.3390/ijerph192316233,P04256,51.6 (Table 1. The concentration (ng),agricultural,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P04256_708,25.1,,,,,20.3,10.3390/ijerph192316233,P04256,7.08 (Table 1. The concentration (ng),agricultural,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P04256_tr5_1034,39.9,,,,,40.5,10.3390/ijerph192316233,P04256,103.4 (Table 1. The concentration (ng),agricultural,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P04607_tr3_LOQNGG,0.52,,,,,5.1,10.3390/su18031502,P04607,LOQ (NG/G) (Table 1. Limits of detection,other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,urban
P04645_tr2_Median,,,,,,6824.0,10.3390/toxics11080695,P04645,Median (Table 1. Statistical descripti),other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,urban
P04645_tr3_Mean,,,,,,8726.0,10.3390/toxics11080695,P04645,Mean (Table 1. Statistical descripti),other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,urban
P04645_tr5_Median,,,,,,7094.0,10.3390/toxics11080695,P04645,Median (Table 1. Statistical descripti),other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,urban
P04645_tr6_Mean,,,,,,9878.0,10.3390/toxics11080695,P04645,Mean (Table 1. Statistical descripti),other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,urban
P04645_tr8_Median,,,,,,13627.0,10.3390/toxics11080695,P04645,Median (Table 1. Statistical descripti),other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,urban
P04645_tr9_Mean,,,,,,24105.0,10.3390/toxics11080695,P04645,Mean (Table 1. Statistical descripti),other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,urban
P04714_s3_Jianghan_Plain,,214.04,3.955,,,,10.3390/w15234147,P04714,Jianghan Plain,agricultural,,0,2,,OCPs,soil,A_sample_table,op_only_ready,,agricultural
P04805_TEF,1.0,,,,,0.327,10.4209/aaqr.2016.02.0085,P04805,TEF (Table 2. Summary of PAHs conte),industrial,,0,1,,PAHs,sediment_not_soil,A_sample_table,op_only_ready,sediment_not_soil,coking
P04805_tr2_Rings,5.0,,,,,71.0,10.4209/aaqr.2016.02.0085,P04805,Rings (Table 2. Summary of PAHs conte),industrial,,0,2,,PAHs,sediment_not_soil,A_sample_table,op_only_ready,sediment_not_soil,coking
P04805_tr4_Minimum,0.06,,,,,1.44,10.4209/aaqr.2016.02.0085,P04805,Minimum (Table 2. Summary of PAHs conte),industrial,,0,2,,PAHs,sediment_not_soil,A_sample_table,op_only_ready,sediment_not_soil,coking
P04805_tr5_Maximum,0.44,,,,,11.28,10.4209/aaqr.2016.02.0085,P04805,Maximum (Table 2. Summary of PAHs conte),industrial,,0,2,,PAHs,sediment_not_soil,A_sample_table,op_only_ready,sediment_not_soil,coking
P04805_tr6_Mean,0.2,,,,,4.41,10.4209/aaqr.2016.02.0085,P04805,Mean (Table 2. Summary of PAHs conte),industrial,,0,2,,PAHs,sediment_not_soil,A_sample_table,op_only_ready,sediment_not_soil,coking
P04805_tr7_pmmathrmSDa,0.11,,,,,2.35,10.4209/aaqr.2016.02.0085,P04805,$\pm \mathrm { \ S D ^ { a } }$ (Table 2,industrial,,0,2,,PAHs,sediment_not_soil,A_sample_table,op_only_ready,sediment_not_soil,coking
P04805_tr8_Median,0.17,,,,,3.81,10.4209/aaqr.2016.02.0085,P04805,Median (Table 2. Summary of PAHs conte),industrial,,0,2,,PAHs,sediment_not_soil,A_sample_table,op_only_ready,sediment_not_soil,coking
P05264_762,97.1,,110.4,,,751.8,10.1080/10807039.2010.512238,P05264,"76.2 (Table 1. Concentrations (ng/g,)",industrial,,0,3,,"OCPs,PAHs",soil,A_sample_table,op_only_ready,,urban
P05264_tr1_000275,20.95,,27.88,,,335.67,10.1080/10807039.2010.512238,P05264,0.00 2.75 (Table 1. Concentrations (ng/g,industrial,,0,3,,"OCPs,PAHs",soil,A_sample_table,op_only_ready,,urban
P05264_tr2_2794,172.7,,1039.03,,,1828.44,10.1080/10807039.2010.512238,P05264,"27.94 (Table 1. Concentrations (ng/g,)",industrial,,0,3,,"OCPs,PAHs",soil,A_sample_table,op_only_ready,,urban
P05268_208,,,,,,441.7,10.1080/10807039.2015.1104627,P05268,20.8 (Table 2 Average PAH concentrat),agricultural,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P05268_357,,,,,,222.8,10.1080/10807039.2015.1104627,P05268,35.7 (Table 2 Average PAH concentrat),agricultural,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P05268_378,,,,,,635.1,10.1080/10807039.2015.1104627,P05268,37.8 (Table 2 Average PAH concentrat),agricultural,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P05268_38,32.0,,,,,374.0,10.1080/10807039.2015.1104627,P05268,38 (Table 1 Average PAH concentrat),agricultural,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P05268_43,,,,,,19.5,10.1080/10807039.2015.1104627,P05268,4.3 (Table 2 Average PAH concentrat),agricultural,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P05268_479,,,,,,599.1,10.1080/10807039.2015.1104627,P05268,47.9 (Table 2 Average PAH concentrat),agricultural,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P05268_597,,,,,,425.0,10.1080/10807039.2015.1104627,P05268,59.7 (Table 2 Average PAH concentrat),agricultural,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P05268_632,,,,,,292.6,10.1080/10807039.2015.1104627,P05268,63.2 (Table 2 Average PAH concentrat),agricultural,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P05268_704,,,,,,873.8,10.1080/10807039.2015.1104627,P05268,70.4 (Table 2 Average PAH concentrat),agricultural,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P05268_973,11.7,,,,,826.4,10.1080/10807039.2015.1104627,P05268,97.3 (Table 1 Average PAH concentrat),agricultural,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P05268_tr1_2431,70.3,,,,,1858.9,10.1080/10807039.2015.1104627,P05268,243.1 (Table 1 Average PAH concentrat),agricultural,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P05268_tr1_44909,83.57,,,,,3883.33,10.1080/10807039.2015.1104627,P05268,449.09 (Table 3 Values of PCF of PAHs ),agricultural,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P05268_tr2_3225,54.2,,,,,2950.7,10.1080/10807039.2015.1104627,P05268,322.5 (Table 1 Average PAH concentrat),agricultural,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P05268_tr3_6091,108.2,,,,,5165.5,10.1080/10807039.2015.1104627,P05268,609.1 (Table 1 Average PAH concentrat),agricultural,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P05268_tr4_3011,49.2,,,,,2473.6,10.1080/10807039.2015.1104627,P05268,301.1 (Table 1 Average PAH concentrat),agricultural,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P05268_tr5_6738,118.7,,,,,5992.099999999999,10.1080/10807039.2015.1104627,P05268,673.8 (Table 1 Average PAH concentrat),agricultural,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P05268_tr6_4147,84.6,,,,,3816.6,10.1080/10807039.2015.1104627,P05268,414.7 (Table 1 Average PAH concentrat),agricultural,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P05268_tr7_5793,99.8,,,,,3889.6,10.1080/10807039.2015.1104627,P05268,579.3 (Table 1 Average PAH concentrat),agricultural,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P05268_tr8_4491,83.6,,,,,3883.3,10.1080/10807039.2015.1104627,P05268,449.1 (Table 1 Average PAH concentrat),agricultural,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,agricultural
P05276_15,25.0,,,,,45.0,10.1080/10807039.2017.1377595,P05276,15 (Table 3 Ba $\mathrm { P _ { e ),agricultural,山东,0,2,,PAHs,soil,A_sample_table,op_only_ready,,coking
P05276_tr2_0001,1.0,,,,,0.3,10.1080/10807039.2017.1377595,P05276,0.001 (Table 3 Ba $\mathrm { P _ { e ),agricultural,山东,0,1,,PAHs,soil,A_sample_table,op_only_ready,,coking
P05276_tr3_0143,3.017,,,,,21.596,10.1080/10807039.2017.1377595,P05276,0.143 (Table 3 Ba $\mathrm { P _ { e ),agricultural,山东,0,2,,PAHs,soil,A_sample_table,op_only_ready,,coking
P05276_tr4_0543,253.333,,,,,115.541,10.1080/10807039.2017.1377595,P05276,0.543 (Table 3 Ba $\mathrm { P _ { e ),agricultural,山东,0,2,,PAHs,soil,A_sample_table,op_only_ready,,coking
P05276_tr5_0375,85.274,,,,,57.163,10.1080/10807039.2017.1377595,P05276,0.375 (Table 3 Ba $\mathrm { P _ { e ),agricultural,山东,0,2,,PAHs,soil,A_sample_table,op_only_ready,,coking
P05289_A,114.0,,,,,152.0,10.1080/10934529.2021.1927597,P05289,A,other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,industrial
P05289_B,89.0,,,,,,10.1080/10934529.2021.1927597,P05289,B,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,industrial
P05289_s11_Concentration,142.5,,,,,187.5,10.1080/10934529.2021.1927597,P05289,Concentration,other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,industrial
P05289_s13_Over-standard,,,,,,100.0,10.1080/10934529.2021.1927597,P05289,Over-standard,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,industrial
P05289_s14_rate____,,,,,,219.0,10.1080/10934529.2021.1927597,P05289,rate (%),other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,industrial
P05289_s19_15__0-15cm_,144.0,,,,,,10.1080/10934529.2021.1927597,P05289,15 (0-15cm),other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,industrial
P05289_s20_16__15-30_cm_,110.0,,,,,,10.1080/10934529.2021.1927597,P05289,16 (15-30 cm),other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,industrial
P05289_s21_17__0-15_cm_,8624.0,,,,,,10.1080/10934529.2021.1927597,P05289,17 (0-15 cm),other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,industrial
P05289_s6_6__15-30cm_,25.0,,,,,51.0,10.1080/10934529.2021.1927597,P05289,6 (15-30cm),other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,industrial
P05289_s7_7__0-15cm_,117.0,,,,,227.0,10.1080/10934529.2021.1927597,P05289,7 (0-15cm),other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,industrial
P05289_s8_8__15-30_cm_,27.0,,,,,67.0,10.1080/10934529.2021.1927597,P05289,8 (15-30 cm),other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,industrial
P05289_s9_9__0-15cm_,26.0,,,,,77.0,10.1080/10934529.2021.1927597,P05289,9 (0-15cm),other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,industrial
P05307_040,0.17,,,,,1.17,10.1080/15320383.2020.1734535,P05307,0.40 ((Fig. S2 (b)). In order to cla),other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,other
P05307_100,75.0,,,,,231.25,10.1080/15320383.2020.1734535,P05307,100 ((Fig. S2 (b)). In order to cla),other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,other
P05307_2,5.0,,,,,32.0,10.1080/15320383.2020.1734535,P05307,2 ((Fig. S2 (b)). In order to cla),other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,other
P05307_513,,,,,,19.13,10.1080/15320383.2020.1734535,P05307,5.13 ((Fig. S2 (b)). In order to cla),other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P05307_tr3_29908,60.52,,,,,967.95,10.1080/15320383.2020.1734535,P05307,299.08 ((Fig. S2 (b)). In order to cla),other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,other
P05307_tr4_11431,13.34,,,,,435.87,10.1080/15320383.2020.1734535,P05307,114.31 ((Fig. S2 (b)). In order to cla),other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,other
P05307_tr5_7955,15.05,,,,,183.16,10.1080/15320383.2020.1734535,P05307,79.55 ((Fig. S2 (b)). In order to cla),other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,other
P05307_tr8_5000,5.47,,,,,109.77,10.1080/15320383.2020.1734535,P05307,50.00 ((Fig. S2 (b)). In order to cla),other,,0,2,,PAHs,soil,A_sample_table,op_only_ready,,other
P05764_tr1_Upstreamregion,,,,,,18566.75,10.1007/s11356-012-1330-5,P05764,Upstream region (plained 37.7 % and 24.3,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P05764_tr2_Upstreamregion,,,,,,9787.3,10.1007/s11356-012-1330-5,P05764,Upstream region (plained 37.7 % and 24.3,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P05764_tr3_Upstreamregion,,,,,,5295.11,10.1007/s11356-012-1330-5,P05764,Upstream region (plained 37.7 % and 24.3,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P05764_tr4_Midstreamregion,,,,,,14221.08,10.1007/s11356-012-1330-5,P05764,Midstream region (plained 37.7 % and 24.,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P05764_tr5_Midstreamregion,,,,,,6740.81,10.1007/s11356-012-1330-5,P05764,Midstream region (plained 37.7 % and 24.,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P05764_tr6_Midstreamregion,,,,,,4525.69,10.1007/s11356-012-1330-5,P05764,Midstream region (plained 37.7 % and 24.,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P05764_tr7_Downstreamregio,,,,,,10369.96,10.1007/s11356-012-1330-5,P05764,Downstream region (plained 37.7 % and 24,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P05764_tr8_Downstreamregio,,,,,,3911.78,10.1007/s11356-012-1330-5,P05764,Downstream region (plained 37.7 % and 24,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P05764_tr9_Downstreamregio,,,,,,2183.57,10.1007/s11356-012-1330-5,P05764,Downstream region (plained 37.7 % and 24,other,,0,1,,PAHs,soil,A_sample_table,op_only_ready,,other
P05979_s2_Qz1,,18.52,1.63,,,,10.1016/j.marpolbul.2007.03.008,P05979,Qz1,other,,0,2,,OCPs,sediment_not_soil,A_sample_table,op_only_ready,sediment_not_soil,other
P05979_s3_QZ2,,54.35,5.12,,,,10.1016/j.marpolbul.2007.03.008,P05979,QZ2,other,,0,2,,OCPs,sediment_not_soil,A_sample_table,op_only_ready,sediment_not_soil,other
P05979_s4_QZ3,,50.65,3.03,,,,10.1016/j.marpolbul.2007.03.008,P05979,QZ3,other,,0,2,,OCPs,sediment_not_soil,A_sample_table,op_only_ready,sediment_not_soil,other
P06123_GM,,,,,259.74,,10.1016/j.scitotenv.2008.03.010,P06123,G.M. (7.04</td><td>42.42</td><td>11.),e_waste,浙江,0,1,,PCBs,soil,A_sample_table,op_only_ready,,e_waste
P06123_LOD,,,,,102382.0,,10.1016/j.scitotenv.2008.03.010,P06123,">LOD, % (7.04</td><td>42.42</td><td>11.)",e_waste,浙江,0,1,,PCBs,soil,A_sample_table,op_only_ready,,e_waste
P06123_tr10_Circuitboardsch,,,,,67.04,,10.1016/j.scitotenv.2008.03.010,P06123,Circuit boards chipping (7.04</td><td>42,e_waste,浙江,0,1,,PCBs,soil,A_sample_table,op_only_ready,,e_waste
P06123_tr2_Median,,,,,263.4,,10.1016/j.scitotenv.2008.03.010,P06123,Median (7.04</td><td>42.42</td><td>11.),e_waste,浙江,0,1,,PCBs,soil,A_sample_table,op_only_ready,,e_waste
P06123_tr3_Range,,,,,767.665,,10.1016/j.scitotenv.2008.03.010,P06123,Range (7.04</td><td>42.42</td><td>11.),e_waste,浙江,0,1,,PCBs,soil,A_sample_table,op_only_ready,,e_waste
P06123_tr4_mathrmLOD,,,,,1829.0,,10.1016/j.scitotenv.2008.03.010,P06123,"${ > } \mathrm { L O D } , \ \%$ (les ev",e_waste,浙江,0,1,,PCBs,soil,A_sample_table,op_only_ready,,e_waste
