sample_idx,site_id,factor_name,factor_col,track,value,detected,B,R,threshold_type,upper_limit,lower_limit,standard_source
14953,14954,铅,Pb_mgkg,production,32.93,True,1,0.8107,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14954,14955,铅,Pb_mgkg,production,21.18,True,1,0.6586,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14955,14956,铅,Pb_mgkg,production,46.02,True,1,0.933,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14956,14957,铅,Pb_mgkg,production,23.99,True,1,0.7003,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14957,14958,铅,Pb_mgkg,production,16.56,True,1,0.5793,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14958,14959,铅,Pb_mgkg,production,54.32,True,1,0.9953,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14959,14960,铅,Pb_mgkg,production,51.63,True,1,0.9761,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14960,14961,铅,Pb_mgkg,production,201.13,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14961,14962,铅,Pb_mgkg,production,79.1,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14962,14963,铅,Pb_mgkg,production,67.6,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14963,14964,铅,Pb_mgkg,production,48.01,True,1,0.9488,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14964,14965,铅,Pb_mgkg,production,32.08,True,1,0.8014,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14965,14966,铅,Pb_mgkg,production,49.09,True,1,0.9571,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14966,14967,铅,Pb_mgkg,production,91.5,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14967,14968,铅,Pb_mgkg,production,37.03,True,1,0.853,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14968,14969,铅,Pb_mgkg,production,44.92,True,1,0.924,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14969,14970,铅,Pb_mgkg,production,45.72,True,1,0.9306,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14970,14971,铅,Pb_mgkg,production,65.52,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14971,14972,铅,Pb_mgkg,production,141.27,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14972,14973,铅,Pb_mgkg,production,109.1,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14973,14974,铅,Pb_mgkg,production,52.43,True,1,0.9819,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14974,14975,铅,Pb_mgkg,production,43.93,True,1,0.9157,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14975,14976,铅,Pb_mgkg,production,34.68,True,1,0.8293,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14976,14977,铅,Pb_mgkg,production,53.7,True,1,0.9909,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14977,14978,铅,Pb_mgkg,production,43.38,True,1,0.9111,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14978,14979,铅,Pb_mgkg,production,20.6,True,1,0.6494,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14979,14980,铅,Pb_mgkg,production,26.39,True,1,0.733,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14980,14981,铅,Pb_mgkg,production,47.4,True,1,0.944,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14981,14982,铅,Pb_mgkg,production,26.39,True,1,0.733,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14982,14983,铅,Pb_mgkg,production,26.39,True,1,0.733,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14983,14984,铅,Pb_mgkg,production,18.8,True,1,0.6196,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14984,14985,铅,Pb_mgkg,production,26.39,True,1,0.733,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14985,14986,铅,Pb_mgkg,production,23.47,True,1,0.6929,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14986,14987,铅,Pb_mgkg,production,23.42,True,1,0.6922,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14987,14988,铅,Pb_mgkg,production,23.36,True,1,0.6913,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14988,14989,铅,Pb_mgkg,production,20.39,True,1,0.646,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14989,14990,铅,Pb_mgkg,production,19.19,True,1,0.6262,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14990,14991,铅,Pb_mgkg,production,58.3,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14991,14992,铅,Pb_mgkg,production,30.34,True,1,0.7817,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14992,14993,铅,Pb_mgkg,production,26.74,True,1,0.7375,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14993,14994,铅,Pb_mgkg,production,23.38,True,1,0.6916,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14994,14995,铅,Pb_mgkg,production,26.39,True,1,0.733,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14995,14996,铅,Pb_mgkg,production,50.43,True,1,0.9672,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14996,14997,铅,Pb_mgkg,production,42.66,True,1,0.9049,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14997,14998,铅,Pb_mgkg,production,49.48,True,1,0.9601,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14998,14999,铅,Pb_mgkg,production,44.46,True,1,0.9202,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
14999,15000,铅,Pb_mgkg,production,33.4,True,1,0.8158,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15000,15001,铅,Pb_mgkg,production,30.6,True,1,0.7847,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15001,15002,铅,Pb_mgkg,production,23.94,True,1,0.6996,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15002,15003,铅,Pb_mgkg,production,14.65,True,1,0.5415,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15003,15004,铅,Pb_mgkg,production,13.2,True,1,0.5104,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15004,15005,铅,Pb_mgkg,production,33.9,True,1,0.8211,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15005,15006,铅,Pb_mgkg,production,21.73,True,1,0.6671,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15006,15007,铅,Pb_mgkg,production,53.1,True,1,0.9867,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15007,15008,铅,Pb_mgkg,production,27.6,True,1,0.7485,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15008,15009,铅,Pb_mgkg,production,37.6,True,1,0.8586,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15009,15010,铅,Pb_mgkg,production,36.9,True,1,0.8517,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15010,15011,铅,Pb_mgkg,production,45.7,True,1,0.9304,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15011,15012,铅,Pb_mgkg,production,46.58,True,1,0.9375,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15012,15013,铅,Pb_mgkg,production,28.5,True,1,0.7597,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15013,15014,铅,Pb_mgkg,production,34.91,True,1,0.8317,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15014,15015,铅,Pb_mgkg,production,30.5,True,1,0.7835,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15015,15016,铅,Pb_mgkg,production,32.31,True,1,0.804,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15016,15017,铅,Pb_mgkg,production,32.48,True,1,0.8058,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15017,15018,铅,Pb_mgkg,production,671.0,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15018,15019,铅,Pb_mgkg,production,84.0,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15019,15020,铅,Pb_mgkg,production,33.6,True,1,0.818,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15020,15021,铅,Pb_mgkg,production,54.02,True,1,0.9932,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15021,15022,铅,Pb_mgkg,production,30.18,True,1,0.7798,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15022,15023,铅,Pb_mgkg,production,293.8,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15023,15024,铅,Pb_mgkg,production,46.03,True,1,0.9331,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15024,15025,铅,Pb_mgkg,production,38.36,True,1,0.8659,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15025,15026,铅,Pb_mgkg,production,36.5,True,1,0.8478,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15027,15028,铅,Pb_mgkg,production,145.3,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15028,15029,铅,Pb_mgkg,production,18.25,True,1,0.61,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15029,15030,铅,Pb_mgkg,production,16.56,True,1,0.5793,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15030,15031,铅,Pb_mgkg,production,27.0,True,1,0.7409,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15031,15032,铅,Pb_mgkg,production,92.2,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15032,15033,铅,Pb_mgkg,production,72.9,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15033,15034,铅,Pb_mgkg,production,76.0,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15034,15035,铅,Pb_mgkg,production,31.0,True,1,0.7893,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15035,15036,铅,Pb_mgkg,production,83.0,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15036,15037,铅,Pb_mgkg,production,48.54,True,1,0.9529,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15037,15038,铅,Pb_mgkg,production,230.2,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15038,15039,铅,Pb_mgkg,production,151.9,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15039,15040,铅,Pb_mgkg,production,338.6,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15040,15041,铅,Pb_mgkg,production,354.5,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15041,15042,铅,Pb_mgkg,production,106.24,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15042,15043,铅,Pb_mgkg,production,76.0,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15043,15044,铅,Pb_mgkg,production,13.52,True,1,0.5174,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15044,15045,铅,Pb_mgkg,production,26.39,True,1,0.733,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15045,15046,铅,Pb_mgkg,production,26.39,True,1,0.733,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15046,15047,铅,Pb_mgkg,production,23.02,True,1,0.6864,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15047,15048,铅,Pb_mgkg,production,26.39,True,1,0.733,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15048,15049,铅,Pb_mgkg,production,26.39,True,1,0.733,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15049,15050,铅,Pb_mgkg,production,15.97,True,1,0.568,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15050,15051,铅,Pb_mgkg,production,39.76,True,1,0.879,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15051,15052,铅,Pb_mgkg,production,36.5,True,1,0.8478,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15052,15053,铅,Pb_mgkg,production,29.53,True,1,0.7721,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15053,15054,铅,Pb_mgkg,production,26.8,True,1,0.7383,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15054,15055,铅,Pb_mgkg,production,22.96,True,1,0.6855,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15055,15056,铅,Pb_mgkg,production,54.2,True,1,0.9944,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15056,15057,铅,Pb_mgkg,production,34.7,True,1,0.8295,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15057,15058,铅,Pb_mgkg,production,34.19,True,1,0.8242,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15058,15059,铅,Pb_mgkg,production,78.07,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15059,15060,铅,Pb_mgkg,production,24.7,True,1,0.7102,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15060,15061,铅,Pb_mgkg,production,36.24,True,1,0.8452,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15061,15062,铅,Pb_mgkg,production,23.86,True,1,0.6985,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15062,15063,铅,Pb_mgkg,production,28.58,True,1,0.7607,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15063,15064,铅,Pb_mgkg,production,34.69,True,1,0.8294,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15064,15065,铅,Pb_mgkg,production,36.65,True,1,0.8493,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15066,15067,铅,Pb_mgkg,production,30.7,True,1,0.7858,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15067,15068,铅,Pb_mgkg,production,30.6,True,1,0.7847,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15068,15069,铅,Pb_mgkg,production,30.9,True,1,0.7881,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15069,15070,铅,Pb_mgkg,production,30.3,True,1,0.7812,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15070,15071,铅,Pb_mgkg,production,21.5,True,1,0.6635,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15071,15072,铅,Pb_mgkg,production,29.6,True,1,0.7729,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15073,15074,铅,Pb_mgkg,production,39.24,True,1,0.8741,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15074,15075,铅,Pb_mgkg,production,25.71,True,1,0.724,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15075,15076,铅,Pb_mgkg,production,27.63,True,1,0.7489,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15076,15077,铅,Pb_mgkg,production,36.9,True,1,0.8517,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15077,15078,铅,Pb_mgkg,production,28.08,True,1,0.7545,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15078,15079,铅,Pb_mgkg,production,78.07,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15079,15080,铅,Pb_mgkg,production,46.7,True,1,0.9385,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15080,15081,铅,Pb_mgkg,production,32.48,True,1,0.8058,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15081,15082,铅,Pb_mgkg,production,24.5,True,1,0.7075,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15083,15084,铅,Pb_mgkg,production,37.63,True,1,0.8589,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15084,15085,铅,Pb_mgkg,production,28.74,True,1,0.7626,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15085,15086,铅,Pb_mgkg,production,35.7,True,1,0.8398,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15086,15087,铅,Pb_mgkg,production,27.53,True,1,0.7476,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15087,15088,铅,Pb_mgkg,production,27.64,True,1,0.749,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15088,15089,铅,Pb_mgkg,production,54.48,True,1,0.9964,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15089,15090,铅,Pb_mgkg,production,125.32,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15090,15091,铅,Pb_mgkg,production,35.7,True,1,0.8398,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15091,15092,铅,Pb_mgkg,production,9.98,True,1,0.4315,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15092,15093,铅,Pb_mgkg,production,26.39,True,1,0.733,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15093,15094,铅,Pb_mgkg,production,26.39,True,1,0.733,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15094,15095,铅,Pb_mgkg,production,26.04,True,1,0.7284,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15095,15096,铅,Pb_mgkg,production,22.5,True,1,0.6787,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15096,15097,铅,Pb_mgkg,production,24.58,True,1,0.7086,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15097,15098,铅,Pb_mgkg,production,27.63,True,1,0.7489,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15098,15099,铅,Pb_mgkg,production,60.2,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15099,15100,铅,Pb_mgkg,production,58.4,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15100,15101,铅,Pb_mgkg,production,56.6,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15101,15102,铅,Pb_mgkg,production,26.39,True,1,0.733,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15102,15103,铅,Pb_mgkg,production,26.39,True,1,0.733,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15103,15104,铅,Pb_mgkg,production,54.5,True,1,0.9965,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15104,15105,铅,Pb_mgkg,production,59.5,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15106,15107,铅,Pb_mgkg,production,70.5,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15107,15108,铅,Pb_mgkg,production,26.39,True,1,0.733,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15108,15109,铅,Pb_mgkg,production,129.0,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15109,15110,铅,Pb_mgkg,production,37.0,True,1,0.8527,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15110,15111,铅,Pb_mgkg,production,36.8,True,1,0.8508,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15111,15112,铅,Pb_mgkg,production,135.0,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15112,15113,铅,Pb_mgkg,production,197.0,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15113,15114,铅,Pb_mgkg,production,91.4,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15114,15115,铅,Pb_mgkg,production,88.7,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15115,15116,铅,Pb_mgkg,production,123.0,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15116,15117,铅,Pb_mgkg,production,104.0,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15117,15118,铅,Pb_mgkg,production,101.0,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15118,15119,铅,Pb_mgkg,production,215.0,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15119,15120,铅,Pb_mgkg,production,52.5,True,1,0.9824,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15120,15121,铅,Pb_mgkg,production,26.39,True,1,0.733,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15121,15122,铅,Pb_mgkg,production,52.4,True,1,0.9817,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15122,15123,铅,Pb_mgkg,production,89.0,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15123,15124,铅,Pb_mgkg,production,145.0,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15124,15125,铅,Pb_mgkg,production,49.7,True,1,0.9618,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15125,15126,铅,Pb_mgkg,production,99.0,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15126,15127,铅,Pb_mgkg,production,38.76,True,1,0.8697,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15127,15128,铅,Pb_mgkg,production,87.4,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15128,15129,铅,Pb_mgkg,production,83.7,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15129,15130,铅,Pb_mgkg,production,97.8,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15130,15131,铅,Pb_mgkg,production,102.0,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15131,15132,铅,Pb_mgkg,production,134.0,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15132,15133,铅,Pb_mgkg,production,30.4,True,1,0.7823,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15133,15134,铅,Pb_mgkg,production,110.0,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15134,15135,铅,Pb_mgkg,production,181.0,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15135,15136,铅,Pb_mgkg,production,39.1,True,1,0.8728,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15136,15137,铅,Pb_mgkg,production,18.0,True,1,0.6056,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15137,15138,铅,Pb_mgkg,production,101.0,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15138,15139,铅,Pb_mgkg,production,51.4,True,1,0.9744,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15139,15140,铅,Pb_mgkg,production,153.0,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15140,15141,铅,Pb_mgkg,production,58.0,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15141,15142,铅,Pb_mgkg,production,125.0,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15142,15143,铅,Pb_mgkg,production,178.0,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15143,15144,铅,Pb_mgkg,production,246.0,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15144,15145,铅,Pb_mgkg,production,69.0,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15145,15146,铅,Pb_mgkg,production,60.0,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15146,15147,铅,Pb_mgkg,production,87.2,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15147,15148,铅,Pb_mgkg,production,127.0,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15148,15149,铅,Pb_mgkg,production,18.15,True,1,0.6083,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15149,15150,铅,Pb_mgkg,production,14.21,True,1,0.5323,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15150,15151,铅,Pb_mgkg,production,26.39,True,1,0.733,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15151,15152,铅,Pb_mgkg,production,23.32,True,1,0.6907,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15152,15153,铅,Pb_mgkg,production,32.77,True,1,0.809,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15153,15154,铅,Pb_mgkg,production,32.54,True,1,0.8065,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15154,15155,铅,Pb_mgkg,production,234.75,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15155,15156,铅,Pb_mgkg,production,713.36,True,1,1.0,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15156,15157,铅,Pb_mgkg,production,21.91,True,1,0.6698,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15157,15158,铅,Pb_mgkg,production,20.67,True,1,0.6505,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15158,15159,铅,Pb_mgkg,production,20.65,True,1,0.6502,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15159,15160,铅,Pb_mgkg,production,20.64,True,1,0.65,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
15160,15161,铅,Pb_mgkg,production,21.4,True,1,0.662,upper,5.5,,土壤环境质量农用土壤污染风险管控标准GB15618-2018
