factor_id,factor_name_norm,track,function_layer,function_layer_weight,indicator_weight,fallback_weight,standard_priority,final_weight,weight_source,weight_version,sensitivity_flag,notes,final_weight_normalized
"注：
区域定义（含核心管控导向）：
普通绿化区：以基础生态覆盖为核心的绿地，包括道路绿化带、工厂附属绿地、社区外围绿地等，管控重点为土壤基础理化指标（如 pH、有效土层、入渗率），满足植物存活基本需求（依据 CJ/T 340-2016 “普通绿化区” 阈值）；
耐盐碱种植区：受盐碱化影响的特殊绿地，包括滨海绿地、厂区次生盐碱绿地、盐碱地修复绿地等，管控重点为含盐量、交换性钠、钠吸附比等盐害指标（依据 CJ/T 340-2016 耐盐碱相关要求）；
高景观绿化区：兼具景观展示与生态功能的绿地，包括植物园、城市核心花坛、生物滞留池、公园主景观区等，管控重点为肥力指标（如阳离子交换量、有机质、水解性氮等）与景观适配性（如石砾粒径），需满足 CJ/T 340-2016 “高景观绿化区” 必测 / 选测要求；
设施绿化区：非常规场地绿化，包括屋顶绿化、地下顶面绿化、垂直绿化（构筑物壁面）等，管控重点为有效土层厚度（按植物类型区分：乔木≥80cm、灌木≥45cm、草坪≥15cm）、土壤密度（防荷载超限），依据 CJJ 82-2012 设施绿化相关要求；
自然保育区：以生态保护为首要目标的绿地，包括水源涵养林、自然保护区绿地、生态修复核心区等，管控重点为重金属低限值（CJ/T 340-2016 I 级）与原生土壤结构保护，避免人为干预破坏生态平衡；
一类用地绿地：人群高频接触的敏感绿地，包括住宅区内绿地、学校操场绿地、儿童公园、养老院附属绿地等，管控重点为污染物安全阈值（GB 36600-2018 “一类用地筛选值”），防范重金属、挥发性有机物通过接触 / 扬尘影响人体健康；
二类用地绿地：人群低接触或功能性绿地，包括商业街区绿地、工业厂区绿地、仓储区周边绿地等，管控重点为基础生态功能（如滞尘、降噪），污染物指标可按 GB 36600-2018 “二类用地筛选值” 放宽，优先保障植物存活；
污染管控区：潜在 / 历史污染绿地，包括废弃矿地、工业遗留场地修复绿地、污染土壤改良绿地等，管控重点为毒害重金属（砷、镉、铬、铅、汞）与特征污染物（如挥发性卤代烃），需符合 CJ/T 340-2016 IV 级或 GB 36600-2018 对应污染修复限值。
公园绿地指标选取规则：
应用场景中未单独列明的公园绿地，需按功能分区选取阈值：公园内花坛、专类园、生物滞留池等 “高景观功能区”，按 “高景观绿化区” 阈值执行；公园内普通游步道两侧、非景观核心区等 “基础绿化区”，按 “一般绿地” 阈值执行；儿童活动区、老人休憩区等 “人群高频接触区”，需额外符合 “一类用地绿地” 污染物限值。
一般绿地指标取舍规则：
应用场景中明确不含 “一般绿地”（核心场景为基础生态绿化，如道路基础绿化带、社区非景观绿地）的障碍因子时，仅针对非绿化主导功能区域（如绿地内纯硬化配套区、临时堆土区）可不予考虑；若场景涉及植物种植（即使非核心景观），仍需优先保障一般绿地的主控指标（pH、有效土层、入渗率、有机质）达标，避免因指标缺失导致植物生长异常。",发芽指数,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
32,速效钾,production,土壤质量,0.2524,0.0261,,0.5,0.0245145427034297,topic2_direct,v0.7,False,,0.008940529270135496
32,速效钾,ecology,土壤质量,0.4967,0.0363,,0.5,0.0604711753484335,topic2_direct,v0.7,False,,0.017429547570459097
22,水解性氮,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
22,水解性氮,ecology,土壤质量,0.4967,0.0363,,0.5,0.0604711753484335,topic2_direct,v0.7,False,,0.017429547570459097
144,䓛,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
144,䓛,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
218,TPH_ngg,production,污染安全限制,0.3,,0.3,0.3,0.03,domain_fallback,v0.7,True,"课题二无此因子权重, 用污染安全限制功能层fallback",0.01094109245066767
218,TPH_ngg,ecology,污染生态毒性限制,0.25,,0.25,0.3,0.025,domain_fallback,v0.7,True,"课题二无此因子权重, 用污染生态毒性限制功能层fallback",0.007205725484096536
124,甲苯,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
124,甲苯,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
154,溴仿,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
154,溴仿,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
114,氯苯,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
114,氯苯,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
80,氯甲烷,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
80,氯甲烷,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
130,硝基苯,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
130,硝基苯,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
138,BaP_ngg,production,修复潜力,0.5664,0.0925,,0.5,0.0486245376597175,topic2_direct,v0.7,False,,0.01773351873019803
138,BaP_ngg,ecology,污染生态毒性限制,0.25,,0.25,0.3,0.025,domain_fallback,v0.7,True,"课题二无此因子权重, 用污染生态毒性限制功能层fallback",0.007205725484096536
122,苯乙烯,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
122,苯乙烯,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
112,苯,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
112,苯,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
78,氯仿,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
78,氯仿,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
208,多氯联苯(总量),production,污染安全限制,0.3,,0.3,0.3,0.03,domain_fallback,v0.7,True,"课题二无此因子权重, 用污染安全限制功能层fallback",0.01094109245066767
208,多氯联苯(总量),ecology,污染生态毒性限制,0.25,,0.25,0.3,0.025,domain_fallback,v0.7,True,"课题二无此因子权重, 用污染生态毒性限制功能层fallback",0.007205725484096536
76,四氯化碳,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
76,四氯化碳,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
100,四氯乙烯,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
100,四氯乙烯,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
,反-12-二氯乙烯,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
,反-12-二氯乙烯,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
216,多溴联苯(总量),production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
216,多溴联苯(总量),ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
110,氯乙烯,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
110,氯乙烯,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
182,氯丹,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
182,氯丹,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
136,苯并[a]蒽,production,污染安全限制,0.3,,0.3,0.3,0.03,domain_fallback,v0.7,True,"课题二无此因子权重, 用污染安全限制功能层fallback",0.01094109245066767
136,苯并[a]蒽,ecology,污染生态毒性限制,0.25,,0.25,0.3,0.025,domain_fallback,v0.7,True,"课题二无此因子权重, 用污染生态毒性限制功能层fallback",0.007205725484096536
,pp'-滴滴伊,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
,pp'-滴滴伊,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
,顺-12-二氯乙烯,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
,顺-12-二氯乙烯,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
,pp'-滴滴滴,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
,pp'-滴滴滴,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
126,间-二甲苯+对-二甲苯,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
126,间-二甲苯+对-二甲苯,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
176,邻苯二甲酸二正辛酯,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
176,邻苯二甲酸二正辛酯,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
172,邻苯二甲酸二(2-乙基己基)酯,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
172,邻苯二甲酸二(2-乙基己基)酯,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
132,苯胺,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
132,苯胺,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
142,苯并[k]荧蒽,production,污染安全限制,0.3,,0.3,0.3,0.03,domain_fallback,v0.7,True,"课题二无此因子权重, 用污染安全限制功能层fallback",0.01094109245066767
142,苯并[k]荧蒽,ecology,污染生态毒性限制,0.25,,0.25,0.3,0.025,domain_fallback,v0.7,True,"课题二无此因子权重, 用污染生态毒性限制功能层fallback",0.007205725484096536
,茚并[123-cd]芘,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
,茚并[123-cd]芘,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
140,苯并[b]荧蒽,production,污染安全限制,0.3,,0.3,0.3,0.03,domain_fallback,v0.7,True,"课题二无此因子权重, 用污染安全限制功能层fallback",0.01094109245066767
140,苯并[b]荧蒽,ecology,污染生态毒性限制,0.25,,0.25,0.3,0.025,domain_fallback,v0.7,True,"课题二无此因子权重, 用污染生态毒性限制功能层fallback",0.007205725484096536
174,邻苯二甲酸丁基苄酯,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
174,邻苯二甲酸丁基苄酯,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
128,邻-二甲苯,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
128,邻-二甲苯,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
150,萘,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
150,萘,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
6,坡度,production,根系结构限制,0.15,,0.15,0.3,0.015,domain_fallback,v0.7,True,"课题二无此因子权重, 用根系结构限制功能层fallback",0.005470546225333835
6,坡度,ecology,结构水文限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用结构水文限制功能层fallback",0.005764580387277229
4,有效土层,production,根系结构限制,0.15,,0.15,0.3,0.015,domain_fallback,v0.7,True,"课题二无此因子权重, 用根系结构限制功能层fallback",0.005470546225333835
4,有效土层,ecology,结构水文限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用结构水文限制功能层fallback",0.005764580387277229
32,土壤质地,production,根系结构限制,0.15,,0.15,0.3,0.015,domain_fallback,v0.7,True,"课题二无此因子权重, 用根系结构限制功能层fallback",0.005470546225333835
32,土壤质地,ecology,结构水文限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用结构水文限制功能层fallback",0.005764580387277229
11,pH,production,土壤质量,0.2524,0.203,,0.5,0.0338086331540013,topic2_direct,v0.7,False,,0.012330112698954544
11,pH,ecology,土壤质量,0.4967,0.0537,,0.5,0.0618163966238038,topic2_direct,v0.7,False,,0.017817279379486482
13,EC_mScm,production,水盐酸碱限制,0.1,,0.1,0.3,0.01,domain_fallback,v0.7,True,"课题二无此因子权重, 用水盐酸碱限制功能层fallback",0.0036470308168892233
13,EC_mScm,ecology,土壤质量,0.4967,0.0788,,0.5,0.0637569169693092,topic2_direct,v0.7,False,,0.018376593655727125
17,可溶性硼,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
17,可溶性硼,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
16,可溶性氯,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
16,可溶性氯,ecology,土壤质量,0.4967,0.0788,,0.5,0.0637569169693092,topic2_direct,v0.7,False,,0.018376593655727125
14,交换性钠,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
14,交换性钠,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
18,钠吸附比,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
18,钠吸附比,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
19,CEC_cmolkg,production,土壤质量,0.2524,0.0214,,0.5,0.0242676109616677,topic2_direct,v0.7,False,,0.00885047250294808
19,CEC_cmolkg,ecology,土壤质量,0.4967,0.0788,,0.5,0.0637569169693092,topic2_direct,v0.7,False,,0.018376593655727125
79,砾石含量,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
79,砾石含量,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
10,最大湿密度,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
10,最大湿密度,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
7,密度,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
7,密度,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
9,孔隙度,production,根系结构限制,0.15,,0.15,0.3,0.015,domain_fallback,v0.7,True,"课题二无此因子权重, 用根系结构限制功能层fallback",0.005470546225333835
9,孔隙度,ecology,结构水文限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用结构水文限制功能层fallback",0.005764580387277229
2,土壤粒径,production,生产适宜性限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用生产适宜性限制功能层fallback",0.0072940616337784465
2,土壤粒径,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
5,土壤入渗率,production,根系结构限制,0.15,,0.15,0.3,0.015,domain_fallback,v0.7,True,"课题二无此因子权重, 用根系结构限制功能层fallback",0.005470546225333835
5,土壤入渗率,ecology,土壤质量,0.4967,0.1125,,0.5,0.0663623167957447,topic2_direct,v0.7,False,,0.019127545492751405
146,"二苯并[a,h]蒽",ecology,污染生态毒性限制,0.25,,0.25,0.3,0.025,domain_fallback,v0.7,True,"课题二无此因子权重, 用污染生态毒性限制功能层fallback",0.007205725484096536
148,"茚并[1,2,3-cd]芘",ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
158,"1,2-二溴乙烷",ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
162,"2,4-二硝基甲苯",ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
164,"2,4-二氯酚",ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
168,"2,4-二硝基酚",ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
178,"3,3'-二氯联苯胺",ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
118,"1,4-二氯苯",ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
166,"2,4,6-三氯酚",ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
116,"1,2-二氯苯",ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
88,"顺-1,2-二氯乙烯",ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
104,"1,1,2-三氯乙烷",ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
102,"1,1,1-三氯乙烷",ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
98,"1,1,2,2-四氯乙烷",ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
96,"1,1,1,2-四氯乙烷",ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
94,"1,2-二氯丙烷",ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
90,"反-1,2-二氯乙烯",ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
86,"1,1-二氯乙烯",ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
84,"1,2-二氯乙烷",ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
82,"1,1-二氯乙烷",ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
,nan,ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
210,"3,3'4,4',5-五氯联苯(PCB126)",ecology,污染生态毒性限制,0.25,,0.25,0.3,0.025,domain_fallback,v0.7,True,"课题二无此因子权重, 用污染生态毒性限制功能层fallback",0.007205725484096536
108,"1,2,3-三氯丙烷",ecology,植被恢复限制,0.2,,0.2,0.3,0.02,domain_fallback,v0.7,True,"课题二无此因子权重, 用植被恢复限制功能层fallback",0.005764580387277229
212,"3,3'4,4'5,5'-六氯联苯(PCB169)",ecology,污染生态毒性限制,0.25,,0.25,0.3,0.025,domain_fallback,v0.7,True,"课题二无此因子权重, 用污染生态毒性限制功能层fallback",0.007205725484096536
