paper_id,sample_id,pollutant_std,value,unit,evidence_location,matrix,site_type,province,extract_notes,latitude,longitude
P01629,AL1,SumDDT_ngg,3.818,ng/g,Table S3 (SI O-horizon),soil,other,Yunnan,pg/g÷1000=ng/g; O-horizon(organic layer); Ailao Mountain,24.53,101.03
P01629,DX16,SumPBDE_ngg,0.0074,ng/g,Table S4 (SI A-horizon),soil,other,InnerMongolia,pg/g÷1000=ng/g; A-horizon(mineral soil); Daxing'anling,52.95,122.96
P01629,DX14,SumDDT_ngg,1.4988,ng/g,Table S4 (SI A-horizon),soil,other,InnerMongolia,pg/g÷1000=ng/g; A-horizon(mineral soil); Daxing'anling,51.84,123.61
P01629,DX14,SumPBDE_ngg,0.101,ng/g,Table S4 (SI A-horizon),soil,other,InnerMongolia,pg/g÷1000=ng/g; A-horizon(mineral soil); Daxing'anling,51.84,123.61
P01629,DX15,SumDDT_ngg,0.0334,ng/g,Table S4 (SI A-horizon),soil,other,InnerMongolia,pg/g÷1000=ng/g; A-horizon(mineral soil); Daxing'anling,52.3,122.99
P01629,DX15,SumPBDE_ngg,0.0773,ng/g,Table S4 (SI A-horizon),soil,other,InnerMongolia,pg/g÷1000=ng/g; A-horizon(mineral soil); Daxing'anling,52.3,122.99
P01629,DY1,SumDDT_ngg,4.5341,ng/g,Table S4 (SI A-horizon),soil,other,Fujian,pg/g÷1000=ng/g; A-horizon(mineral soil); Daiyun Mountain,25.64,118.22
P01629,DY1,SumPBDE_ngg,0.2851,ng/g,Table S4 (SI A-horizon),soil,other,Fujian,pg/g÷1000=ng/g; A-horizon(mineral soil); Daiyun Mountain,25.64,118.22
P01629,DY2,SumDDT_ngg,9.1976,ng/g,Table S4 (SI A-horizon),soil,other,Fujian,pg/g÷1000=ng/g; A-horizon(mineral soil); Daiyun Mountain,25.65,118.22
P01629,DY2,SumPBDE_ngg,0.3174,ng/g,Table S4 (SI A-horizon),soil,other,Fujian,pg/g÷1000=ng/g; A-horizon(mineral soil); Daiyun Mountain,25.65,118.22
P01629,FJ2,SumDDT_ngg,5.0484,ng/g,Table S4 (SI A-horizon),soil,other,Guizhou,pg/g÷1000=ng/g; A-horizon(mineral soil); Fanjing Mountain,27.91,108.7
P01629,FJ2,SumPBDE_ngg,0.1741,ng/g,Table S4 (SI A-horizon),soil,other,Guizhou,pg/g÷1000=ng/g; A-horizon(mineral soil); Fanjing Mountain,27.91,108.7
P01629,FJ4,SumDDT_ngg,4.6649,ng/g,Table S4 (SI A-horizon),soil,other,Guizhou,pg/g÷1000=ng/g; A-horizon(mineral soil); Fanjing Mountain,27.9,108.72
P01629,FJ4,SumPBDE_ngg,0.0881,ng/g,Table S4 (SI A-horizon),soil,other,Guizhou,pg/g÷1000=ng/g; A-horizon(mineral soil); Fanjing Mountain,27.9,108.72
P01629,GD1,SumDDT_ngg,2.1801,ng/g,Table S4 (SI A-horizon),soil,other,Shanxi,pg/g÷1000=ng/g; A-horizon(mineral soil); Guandi Mountain,37.89,111.44
P01629,GD1,SumPBDE_ngg,0.0045,ng/g,Table S4 (SI A-horizon),soil,other,Shanxi,pg/g÷1000=ng/g; A-horizon(mineral soil); Guandi Mountain,37.89,111.44
P01629,GD5,SumDDT_ngg,2.4992,ng/g,Table S4 (SI A-horizon),soil,other,Shanxi,pg/g÷1000=ng/g; A-horizon(mineral soil); Guandi Mountain,37.9,111.43
P01629,GD5,SumPBDE_ngg,0.0624,ng/g,Table S4 (SI A-horizon),soil,other,Shanxi,pg/g÷1000=ng/g; A-horizon(mineral soil); Guandi Mountain,37.9,111.43
P01629,GD3,SumDDT_ngg,9.9573,ng/g,Table S4 (SI A-horizon),soil,other,Shanxi,pg/g÷1000=ng/g; A-horizon(mineral soil); Guandi Mountain,37.89,111.43
P01629,GD3,SumPBDE_ngg,0.0983,ng/g,Table S4 (SI A-horizon),soil,other,Shanxi,pg/g÷1000=ng/g; A-horizon(mineral soil); Guandi Mountain,37.89,111.43
P01629,GG5,SumDDT_ngg,0.1152,ng/g,Table S4 (SI A-horizon),soil,other,Sichuan,pg/g÷1000=ng/g; A-horizon(mineral soil); Gongga Mountain,29.6,102.07
P01629,GG5,SumPBDE_ngg,0.0952,ng/g,Table S4 (SI A-horizon),soil,other,Sichuan,pg/g÷1000=ng/g; A-horizon(mineral soil); Gongga Mountain,29.6,102.07
P01629,GG3,SumDDT_ngg,2.1493,ng/g,Table S4 (SI A-horizon),soil,other,Sichuan,pg/g÷1000=ng/g; A-horizon(mineral soil); Gongga Mountain,29.59,102.03
P01629,GG3,SumPBDE_ngg,0.3258,ng/g,Table S4 (SI A-horizon),soil,other,Sichuan,pg/g÷1000=ng/g; A-horizon(mineral soil); Gongga Mountain,29.59,102.03
P01629,SHWL4,SumDDT_ngg,0.1968,ng/g,Table S4 (SI A-horizon),soil,other,InnerMongolia,pg/g÷1000=ng/g; A-horizon(mineral soil); Saihanwula,44.27,118.41
P01629,SHWL4,SumPBDE_ngg,0.004,ng/g,Table S4 (SI A-horizon),soil,other,InnerMongolia,pg/g÷1000=ng/g; A-horizon(mineral soil); Saihanwula,44.27,118.41
P01629,SHWL2,SumDDT_ngg,0.0564,ng/g,Table S4 (SI A-horizon),soil,other,InnerMongolia,pg/g÷1000=ng/g; A-horizon(mineral soil); Saihanwula,44.2,118.72
P01629,SHWL1,SumDDT_ngg,3.0213,ng/g,Table S4 (SI A-horizon),soil,other,InnerMongolia,pg/g÷1000=ng/g; A-horizon(mineral soil); Saihanwula,44.19,118.71
P01629,SHWL1,SumPBDE_ngg,0.0315,ng/g,Table S4 (SI A-horizon),soil,other,InnerMongolia,pg/g÷1000=ng/g; A-horizon(mineral soil); Saihanwula,44.19,118.71
P01629,JF1,SumDDT_ngg,9.3228,ng/g,Table S4 (SI A-horizon),soil,other,Gansu,pg/g÷1000=ng/g; A-horizon(mineral soil); Jifeng Mountain,33.69,105.68
P01629,JF1,SumPBDE_ngg,0.1562,ng/g,Table S4 (SI A-horizon),soil,other,Gansu,pg/g÷1000=ng/g; A-horizon(mineral soil); Jifeng Mountain,33.69,105.68
P01629,JG2,SumDDT_ngg,0.9216,ng/g,Table S4 (SI A-horizon),soil,other,Jiangxi,pg/g÷1000=ng/g; A-horizon(mineral soil); Jinggang Mountain,26.51,114.17
P01629,JG2,SumPBDE_ngg,0.2006,ng/g,Table S4 (SI A-horizon),soil,other,Jiangxi,pg/g÷1000=ng/g; A-horizon(mineral soil); Jinggang Mountain,26.51,114.17
P01629,JG6,SumDDT_ngg,4.245,ng/g,Table S4 (SI A-horizon),soil,other,Jiangxi,pg/g÷1000=ng/g; A-horizon(mineral soil); Jinggang Mountain,26.58,114.14
P01629,JG6,SumPBDE_ngg,0.27,ng/g,Table S4 (SI A-horizon),soil,other,Jiangxi,pg/g÷1000=ng/g; A-horizon(mineral soil); Jinggang Mountain,26.58,114.14
P01629,LG3,SumDDT_ngg,1.1627,ng/g,Table S4 (SI A-horizon),soil,other,Guizhou,pg/g÷1000=ng/g; A-horizon(mineral soil); Leigong Mountain,26.38,108.2
P01629,LG3,SumPBDE_ngg,0.7534,ng/g,Table S4 (SI A-horizon),soil,other,Guizhou,pg/g÷1000=ng/g; A-horizon(mineral soil); Leigong Mountain,26.38,108.2
P01629,LG4,SumDDT_ngg,4.2999,ng/g,Table S4 (SI A-horizon),soil,other,Guizhou,pg/g÷1000=ng/g; A-horizon(mineral soil); Leigong Mountain,26.37,108.18
P01629,LG4,SumPBDE_ngg,0.3115,ng/g,Table S4 (SI A-horizon),soil,other,Guizhou,pg/g÷1000=ng/g; A-horizon(mineral soil); Leigong Mountain,26.37,108.18
P01629,LJ3,SumDDT_ngg,1.2768,ng/g,Table S4 (SI A-horizon),soil,other,Sichuan,pg/g÷1000=ng/g; A-horizon(mineral soil); Luoji Mountain,27.58,102.39
P01629,LJ3,SumPBDE_ngg,0.0088,ng/g,Table S4 (SI A-horizon),soil,other,Sichuan,pg/g÷1000=ng/g; A-horizon(mineral soil); Luoji Mountain,27.58,102.39
P01629,LJ6,SumDDT_ngg,7.6237,ng/g,Table S4 (SI A-horizon),soil,other,Sichuan,pg/g÷1000=ng/g; A-horizon(mineral soil); Luoji Mountain,27.57,102.37
P01629,LJ6,SumPBDE_ngg,0.1096,ng/g,Table S4 (SI A-horizon),soil,other,Sichuan,pg/g÷1000=ng/g; A-horizon(mineral soil); Luoji Mountain,27.57,102.37
P01629,NL1,SumDDT_ngg,1.364,ng/g,Table S4 (SI A-horizon),soil,other,Guangdong,pg/g÷1000=ng/g; A-horizon(mineral soil); Nanling,24.91,113.01
P01629,NL1,SumPBDE_ngg,0.452,ng/g,Table S4 (SI A-horizon),soil,other,Guangdong,pg/g÷1000=ng/g; A-horizon(mineral soil); Nanling,24.91,113.01
P01629,NL4,SumDDT_ngg,0.398,ng/g,Table S4 (SI A-horizon),soil,other,Guangdong,pg/g÷1000=ng/g; A-horizon(mineral soil); Nanling,24.92,113.01
P01629,NL4,SumPBDE_ngg,0.1874,ng/g,Table S4 (SI A-horizon),soil,other,Guangdong,pg/g÷1000=ng/g; A-horizon(mineral soil); Nanling,24.92,113.01
P01629,SHB4,SumDDT_ngg,1.3899,ng/g,Table S4 (SI A-horizon),soil,other,Hebei,pg/g÷1000=ng/g; A-horizon(mineral soil); Saihanba,42.33,117.48
P01629,SHB4,SumPBDE_ngg,0.032,ng/g,Table S4 (SI A-horizon),soil,other,Hebei,pg/g÷1000=ng/g; A-horizon(mineral soil); Saihanba,42.33,117.48
P01629,SHB2,SumDDT_ngg,1.0618,ng/g,Table S4 (SI A-horizon),soil,other,Hebei,pg/g÷1000=ng/g; A-horizon(mineral soil); Saihanba,42.44,117.51
P01629,SHB2,SumPBDE_ngg,0.0706,ng/g,Table S4 (SI A-horizon),soil,other,Hebei,pg/g÷1000=ng/g; A-horizon(mineral soil); Saihanba,42.44,117.51
P01629,SNJ11,SumDDT_ngg,1.2186,ng/g,Table S4 (SI A-horizon),soil,other,Hubei,pg/g÷1000=ng/g; A-horizon(mineral soil); Shennong Jia,31.76,110.49
P01629,SNJ11,SumPBDE_ngg,0.0823,ng/g,Table S4 (SI A-horizon),soil,other,Hubei,pg/g÷1000=ng/g; A-horizon(mineral soil); Shennong Jia,31.76,110.49
P01629,SNJ13,SumDDT_ngg,0.5664,ng/g,Table S4 (SI A-horizon),soil,other,Hubei,pg/g÷1000=ng/g; A-horizon(mineral soil); Shennong Jia,31.46,110.28
P01629,SNJ13,SumPBDE_ngg,0.1059,ng/g,Table S4 (SI A-horizon),soil,other,Hubei,pg/g÷1000=ng/g; A-horizon(mineral soil); Shennong Jia,31.46,110.28
P01629,SNJ14,SumDDT_ngg,7.8049,ng/g,Table S4 (SI A-horizon),soil,other,Hubei,pg/g÷1000=ng/g; A-horizon(mineral soil); Shennong Jia,31.44,110.3
P01629,SNJ14,SumPBDE_ngg,0.0363,ng/g,Table S4 (SI A-horizon),soil,other,Hubei,pg/g÷1000=ng/g; A-horizon(mineral soil); Shennong Jia,31.44,110.3
P01629,SWD4,SumDDT_ngg,0.1937,ng/g,Table S4 (SI A-horizon),soil,other,Guangxi,pg/g÷1000=ng/g; A-horizon(mineral soil); Shiwanda Mountain,21.9,107.91
P01629,SWD4,SumPBDE_ngg,0.0411,ng/g,Table S4 (SI A-horizon),soil,other,Guangxi,pg/g÷1000=ng/g; A-horizon(mineral soil); Shiwanda Mountain,21.9,107.91
P01629,SWD5,SumDDT_ngg,0.2768,ng/g,Table S4 (SI A-horizon),soil,other,Guangxi,pg/g÷1000=ng/g; A-horizon(mineral soil); Shiwanda Mountain,21.9,107.9
P01629,SWD5,SumPBDE_ngg,0.0601,ng/g,Table S4 (SI A-horizon),soil,other,Guangxi,pg/g÷1000=ng/g; A-horizon(mineral soil); Shiwanda Mountain,21.9,107.9
P01629,SWD2,SumDDT_ngg,0.6388,ng/g,Table S4 (SI A-horizon),soil,other,Guangxi,pg/g÷1000=ng/g; A-horizon(mineral soil); Shiwanda Mountain,21.88,107.92
P01629,SWD2,SumPBDE_ngg,0.1539,ng/g,Table S4 (SI A-horizon),soil,other,Guangxi,pg/g÷1000=ng/g; A-horizon(mineral soil); Shiwanda Mountain,21.88,107.92
P01629,SYK4,SumDDT_ngg,1.8713,ng/g,Table S4 (SI A-horizon),soil,other,Ningxia,pg/g÷1000=ng/g; A-horizon(mineral soil); Suyukou,38.75,105.92
P01629,SYK4,SumPBDE_ngg,0.0019,ng/g,Table S4 (SI A-horizon),soil,other,Ningxia,pg/g÷1000=ng/g; A-horizon(mineral soil); Suyukou,38.75,105.92
P01629,TM1,SumDDT_ngg,1.5668,ng/g,Table S4 (SI A-horizon),soil,other,Zhejiang,pg/g÷1000=ng/g; A-horizon(mineral soil); Tianmu Mountain,30.58,119.71
P01629,TM1,SumPBDE_ngg,0.4028,ng/g,Table S4 (SI A-horizon),soil,other,Zhejiang,pg/g÷1000=ng/g; A-horizon(mineral soil); Tianmu Mountain,30.58,119.71
P01629,WG2,SumDDT_ngg,1.4401,ng/g,Table S4 (SI A-horizon),soil,other,Jiangxi,pg/g÷1000=ng/g; A-horizon(mineral soil); Wugong Mountain,27.46,114.17
P01629,WG2,SumPBDE_ngg,0.1616,ng/g,Table S4 (SI A-horizon),soil,other,Jiangxi,pg/g÷1000=ng/g; A-horizon(mineral soil); Wugong Mountain,27.46,114.17
P01629,WYZ1,SumDDT_ngg,1.0548,ng/g,Table S4 (SI A-horizon),soil,other,Shanxi,pg/g÷1000=ng/g; A-horizon(mineral soil); Wuyuezhai,38.72,113.84
P01629,WYZ1,SumPBDE_ngg,0.0397,ng/g,Table S4 (SI A-horizon),soil,other,Shanxi,pg/g÷1000=ng/g; A-horizon(mineral soil); Wuyuezhai,38.72,113.84
P01629,WYZ2,SumDDT_ngg,4.6222,ng/g,Table S4 (SI A-horizon),soil,other,Shanxi,pg/g÷1000=ng/g; A-horizon(mineral soil); Wuyuezhai,38.72,113.84
P01629,WYZ2,SumPBDE_ngg,0.0035,ng/g,Table S4 (SI A-horizon),soil,other,Shanxi,pg/g÷1000=ng/g; A-horizon(mineral soil); Wuyuezhai,38.72,113.84
P01629,WYZ3,SumDDT_ngg,8.7626,ng/g,Table S4 (SI A-horizon),soil,other,Shanxi,pg/g÷1000=ng/g; A-horizon(mineral soil); Wuyuezhai,38.72,113.84
P01629,WYZ3,SumPBDE_ngg,0.0613,ng/g,Table S4 (SI A-horizon),soil,other,Shanxi,pg/g÷1000=ng/g; A-horizon(mineral soil); Wuyuezhai,38.72,113.84
P01629,XX7,SumDDT_ngg,10.282,ng/g,Table S4 (SI A-horizon),soil,other,Heilongjiang,pg/g÷1000=ng/g; A-horizon(mineral soil); Xiaoxing'anling,46.63,128.52
P01629,XX7,SumPBDE_ngg,0.2769,ng/g,Table S4 (SI A-horizon),soil,other,Heilongjiang,pg/g÷1000=ng/g; A-horizon(mineral soil); Xiaoxing'anling,46.63,128.52
P01629,XX10,SumDDT_ngg,4.8972,ng/g,Table S4 (SI A-horizon),soil,other,Heilongjiang,pg/g÷1000=ng/g; A-horizon(mineral soil); Xiaoxing'anling,46.63,128.47
P01629,XX10,SumPBDE_ngg,0.0667,ng/g,Table S4 (SI A-horizon),soil,other,Heilongjiang,pg/g÷1000=ng/g; A-horizon(mineral soil); Xiaoxing'anling,46.63,128.47
