序号,英文标题,中文标题,中文摘要
P06779,Influence of Biochar on Microbial Activities of Heavy Metals Contaminated Paddy Fields,生物炭对重金属污染稻田微生物活性的影响,在中国南方受到镉和铅污染的稻田中测试了微生物群落。2009年在水稻移栽前施用了生物炭作为基肥改良剂，施用量为每公顷 0、10、20 和 40 吨。2011年监测了土壤重金属形态、土壤微生物和酶。土壤pH值和土壤有机碳显著增加。与非生物炭处理相比，镉和铅的酸可提取态浓度显著降低。生物炭显著增加了放线菌和真菌的数量。生物炭改良为降低镉和铅的生物有效性及改变其形态提供了一个基本选项。
P06785,Prediction Model for Cadmium Transfer from Soil to Carrot (Daucus carota L.) and Its Application To Derive Soil Thresholds for Food Safety,土壤-胡萝卜镉转移预测模型及其在制定食品安全土壤阈值中的应用,目前的农业土壤质量标准未能充分考虑土壤性质对作物镉吸收的影响。本研究旨在利用土壤性质和土壤全镉或有效态镉含量，建立从中国多种土壤到胡萝卜的镉转移预测模型。路径分析表明，土壤pH和有机碳（OC）含量是影响镉吸收因子（胡萝卜镉浓度与土壤镉浓度之比）的两个最显著因素。逐步多元线性回归分析也显示，土壤全镉、pH和OC是贡献于胡萝卜镉浓度的显著变量，解释了21个土壤中90%的方差。随后，根据食品安全标准推导了基于添加镉或全镉的胡萝卜（品种New Kuroda）种植土壤阈值，并作为连续或特定场景的标准提出。
P06786,Prediction Model for Cadmium Transfer from Soil to Carrot (Daucus carota L.) and Its Application To Derive Soil Thresholds for Food Safety,土壤中镉向胡萝卜转移的预测模型及其在推导食品安全土壤阈值中的应用,目前，农业用的土壤质量标准并未充分考虑土壤性质对作物吸收镉的影响。本研究旨在利用土壤属性和土壤全镉或有效态镉含量，建立镉从中国广泛土壤类型向胡萝卜转移的预测模型。路径分析表明，土壤pH和有机碳（OC）含量是对镉吸收因子（胡萝卜中镉浓度与土壤中镉浓度的比值）产生直接影响的两个最显著因素。逐步多元线性回归分析也显示，土壤全镉、pH和OC是影响胡萝卜镉浓度的显著变量，解释了21种土壤中90%的方差。随后，根据食品安全标准推导了基于添加镉或全镉的胡萝卜（品种New Kuroda）种植的土壤阈值，并以连续或标准的形式呈现。
P06806,"Spatiotemporal variation of soil heavy metals in farmland influenced by human activities in the Poyang Lake region, China",人类活动影响下鄱阳湖地区农田土壤重金属的时空变化,鄱阳湖地区作为中国最大的淡水湖和商品粮基地，其农田重金属污染问题日益受到关注。本研究基于1983年和2010年的农田环境质量调查数据（分别包含85和208个采样点），测定了土壤中砷、铬和汞的浓度，并表征了其在鄱阳湖地区的时空分布特征。结果显示，这些金属的平均浓度从1983年的10.72、63.25和0.10 mg kg−1显著增加到2010年的12.14、84.06和0.13 mg kg−1。从1983年到2010年，砷和铬的平均浓度高于背景值，汞的平均浓度低于背景值，但均符合中国土壤环境质量标准（GB 15618-2018）。在此期间，土壤砷和铬的块金/基台比有所下降，而汞的块金/基台比有所上升，且三种金属的变异范围均有所增加。1983年，土壤中砷、铬和汞的空间变异主要受地质环境控制；而到了2010年，则主要受人类活动影响。为了支持农田土壤可持续利用和粮食安全的双重目标，我们应更加关注农田污染（如重金属）——健康的土壤才能造就健康的生活。
P06888,"Assessment of Heavy Metal Contamination and Wetland Management in a Newly Created Coastal Natural Reserve, China",中国新建沿海自然保护区重金属污染与湿地管理评价,对沿海土壤中重金属含量和分布的研究有助于提高我们对生物地球化学循环及其对全球环境变化潜在反馈的理解。本研究利用43个采样点调查了重金属在黄河三角洲（YRD）的累积情况，以确定重金属的浓度和垂直分布。采用因子分析、污染因子和地累积指数评价污染状况。污染因子和地累积指数清楚地表明，沿海生态系统在金属污染方面仍处于原始状态。因子载荷揭示，第一主成分与砷、铬、铜、镍、铅和锌呈强正相关，而第二主成分对镉显示出高度正因子载荷。研究表明，黄河三角洲的沉积物质量总体符合中国海洋沉积物质量（标准编号 GB 18668-20020）的一级标准。与其他地区（如在过去几十年中受到重金属严重污染的珠江三角洲）相比，该地区的几种典型重金属累积较少，因此YRD仍可被视为“清洁位点”。迫切需要一种整体的方法来监测重金属的浓度和分布，以及一项预防健康风险的综合策略。本研究结果有助于沿海YRD地区的湿地保护和管理。
P08066,"Influence of ferrous-metal production on mercury contamination and fractionation in farmland soil around five typical iron and steel enterprises of Tangshan, China",黑色金属生产对中国唐山五家典型钢铁企业周边农田土壤汞污染及形态分布的影响,钢铁生产是汞（Hg）排放和释放的主要人为源之一。钢铁企业排放的氧化汞和颗粒汞沉降到周边土壤中，累积并带来环境风险。因此，评估钢铁企业周边土壤中的汞污染非常重要。本研究分析了中国唐山五家典型钢铁厂周边农田土壤中的汞污染、汞分布及汞形态。单因子污染指数法显示，超过90%的土壤样品的汞污染指数大于3，表明五家钢厂周边的大部分土壤受到汞的强烈污染。土壤中的汞含量随距离先增加后减少，最大含量出现在距钢厂边界250-300米处。土壤样品中汞形态的比例顺序为：可提取态（35%-43%）> 挥发态（24%-36%）> 残渣态（10%-26%）> 可还原态（0-15%）> 可氧化态（0-12%）。农田土壤中汞形态的分布随距离钢厂的距离没有规律性趋势。挥发态汞和可提取态汞在农田土壤中占主导地位，两者合计比例大于60%。这两种形态的汞存在再次挥发进入大气或被植物吸收的潜在风险。
P08324,"Soil quality indicators of integrated rice-crayfish farming in the Jianghan Plain, China using a minimum data set",基于最小数据集的中国江汉平原稻虾综合种养土壤质量指标评价,为了对江汉平原稻虾综合种养系统采取适当的管理措施，关键在于评估该过程如何影响土壤质量。通过从稻田中采集三个不同小龙虾养殖周期（≥10年(Y10)、4-6年(Y4)和1-2年(Y1)）的76个土壤样本，并以传统水稻种植模式（稻-麦、稻-葡萄和单季稻为对照(CK)）为对照，我们利用综合土壤质量指数(SQI)调查了稻田中不同稻虾养殖年限对土壤质量的影响。结果表明，小龙虾养殖显著影响了稻田的土壤质量。SQI评估了土壤有机碳(SOC)、微生物生物量碳(MBC)、全钾(TK)、氧化还原电位(Eh)和Mn(II)。在Y10稻虾系统中检测到的SQI值最高，而在传统稻田中最低。Mn(II)是主要的土壤质量因子，占SQI值的34.24%。相关性分析还表明，SQI值与Mn(II)呈负相关，这可以用作评价稻田稻虾系统土壤质量的特征指标。总体而言，稻田小龙虾养殖显著提高了土壤质量。这项研究的结果表明，使用最小数据集(MDS)和SQI是评估稻虾系统土壤质量的有效手段。
P09618,Soil-quality-index model for assessing the impact of groundwater on soil in an intensively farmed coastal area of E China,中国东部集约化滨海地区评估地下水对土壤影响的土壤质量指数模型,土壤质量在衡量可持续土地利用和土壤管理实践中具有重要意义。通常通过评估重要的土壤物理、化学和生物学性质来进行。本研究在中国东部滨海盐渍农田选择了22个代表土壤（0-10 cm）和地下水性质的潜在土壤质量指标。为了调查地下水在土壤质量评估中的作用，我们设计了两套最小数据集（MDS）。MDS1包含19个土壤化学和物理性质，而MDS2基于22个土壤和地下水性质。利用主成分分析、判别分析和土壤质量指数（SQI）模型，我们展示了MDS选择、指标归一化以及将MDS整合为SQI值的程序。结果表明，MDS1选择了SOCD、AK和ρ_b作为指标，而MDS2指标包括SOM、SOCD、Cl、Na、WT_g和EC_g。这些是区分两种轮作系统的最有效判别指标。有效钾（AK）对MDS1的SQI贡献最大，而WT_g、EC_g和Cl对MDS2的SQI贡献最大。在棉-大麦轮作系统中，SOCD对SQI的贡献受到严重抑制，而在稻-油轮作系统中，EC_g和WT_g的贡献受到抑制。总体而言，棉-大麦轮作系统的土壤质量优于稻-油轮作系统。作物参数与MDS2计算的SQI值显著相关，但与MDS1不显著。结果表明，除了土壤化学、物理和
P10607,Composition and structure of humic substances in long-term fertilization experimental soils of southern China,中国南方长期施肥试验土壤中腐殖物质的组成与结构,
P10627,Nd isotope evidence for dust accretion to a soil chronosequence in Hainan Island,海南岛土壤序列中粉尘堆积的钕同位素证据,
P10643,Factorial Kriging analysis and sources of heavy metals in soils of different land-use types in the Yangtze River Delta of Eastern China,中国东部长江三角洲不同土地利用类型土壤重金属的因子克立格分析及来源解析,"本研究旨在分析土壤重金属的污染状况和空间相关性，并识别不同空间尺度下这些重金属的自然和人为来源。在中国东部长江三角洲不同土地利用类型的土壤中采集了224个土壤样品（0-20 cm），并对八种重金属（Cd, Hg, As, Cu, Pb, Cr, Zn和Ni）进行了分析。采用多元方法和因子克立格分析来实现研究目标。结果表明，不同土地利用类型对土壤重金属含量的人为和自然影响不同。工业区土壤中的Cd, Hg, Cu, Pb和Zn受人类活动影响，该区域这些重金属的污染程度为中度。交通区土壤中的Pb受人类活动影响，而居住区和农田区土壤中的八种重金属受自然因素影响。整个研究区土壤中八种重金属的生态风险状况为轻度。土壤重金属表现出三种空间尺度（块金效应、短程和长程）。在块金效应和短程尺度上，土壤中的Cd, Hg, Cu, Pb和Zn受人为和自然因素影响。在三个空间尺度上，土壤中的As, Cr和Ni受成土母质影响。"
P10662,"Effect of Biochars from Rice Husk, Bran, and Straw on Heavy Metal Uptake by Pot-Grown Wheat Seedling in a Historically Contaminated Soil",水稻秸秆、稻壳和稻糠生物炭对历史污染土壤中盆栽小麦重金属吸收的影响,
P10663,Dynamic changes of bacterial community under the influence of bacterial-feeding nematodes grazing in prometryne contaminated soil,扑草净污染土壤中食细菌线虫取食对细菌群落动态变化的影响,"本研究通过微宇宙实验，研究了食细菌线虫和扑草净对污染土壤中土壤细菌群落的影响。向无菌线虫土壤中添加扑草净（5或10 mg kg-1干土，即P5或P10）和食细菌线虫（5或10个 g-1干土，即N5或N10），进行单独及联合处理（P5N5, P5N10, P10N5, P10N10）。以未受污染且无线虫的土壤作为对照。结果显示，食细菌线虫的取食提高了污染土壤中的土壤酶活性，从而加速了扑草净的降解。在实验初期，扑草净也提高了土壤酶活性，但在后期起到了相反的作用。变性梯度凝胶电泳（DGGE）分析表明，在整个培养期间，扑草净污染和线虫取食对土壤细菌的物种丰富度（S）、Shannon-Wiener指数（H'）和均匀度（EH）产生了明显影响，这些指数呈现先增加、后降低、后期再增加的趋势。DGGE图谱的聚类分析显示，在第0、8、18和30天，各处理组（含有土著微生物、P5、P5N5、P5N10、P10、P10N5和P10N10）与对照的土壤细菌群落相似度分别为75%、44%、78%和49%。与对照组相比，各处理在整个培养期间的DGGE图谱显示出不同的特征条带模式，某些条带存在于处理组中而不存在于对照"
P00468,The impact of agricultural land use changes on soil organic carbon dynamics in the Danjiangkou Reservoir area of China,丹江口库区农业土地利用变化对土壤有机碳动态的影响,目的：近几十年来，为了保护和恢复丹江口水库（中国南水北调中线工程水源地）的河岸生态系统，大量未耕作土地被转化为林地和灌木林。除水质外，造林还可能改变陆地生态系统中的土壤有机碳（SOC）动态和储量，但其影响仍缺乏量化和理解。方法：我们调查了造林、灌木林地和相邻耕作土壤中植物根际和开阔区域的土壤有机碳和氮（N）含量以及有机土壤的delta13C和delta15N值。土壤碳和氮的顽固性指数（RIC和RIN）计算为不可水解碳和氮与总碳和氮的比率。结果：造林显著增加了植物根际的SOC水平，其中造林土壤中的碳积累最大。造林也增加了地下生物量。有机土壤中的C:N比按耕地、灌木地和造林土壤的顺序从低到高变化。造林和灌木林地的RIC高于耕地土壤，但RIN从造林、灌木林地到耕地土壤增加。有机土壤的delta15N值从造林、灌木林地到耕地土壤富集，表明与造林或灌木林地相比，耕地土壤的N流失增加。delta13C比率的变化进一步揭示了三种土地利用类型中C的衰变率在耕地土壤中最高。结论：造林增加了SOC储量，这是由于地下大量的C输入和由于土壤C分解减少而导致的低C损失共同作用的结果。土地利用变化引起的植被转变可
P05869,"Heavy metal contamination of urban soils and dusts in Guangzhou, South China",中国南方广州城市土壤和灰尘的重金属污染,本研究对来自中国广州的路边、居住区、公园、校园运动场和商业场所的土壤和灰尘样品中的重金属浓度进行了研究。样品中的重金属是通过HClO4 + HF + HNO3酸消解后，使用电感耦合等离子体原子发射光谱法测定的。发现高浓度的重金属，特别是Cd、Pb和Zn，城市灰尘中Cd、Cr、Cu、Ni、Pb和Zn的平均浓度分别为4.22±1.21、62.2±27.1、116±30、31.9±12.6、72.6±17.9和504±191 mg/kg（干重）。城市土壤中的相应水平（分别为0.23±0.19、22.4±13.8、41.6±29.4、11.1±5.3、65.4±40.2和277±214 mg/kg 干重）明显较低。六种金属的综合污染指数在城市土壤和灰尘中分别在0.25至3.4和2.5至8.4之间变化，61%的城市土壤样品被归类为中高度污染，所有灰尘样品被归类为高度污染。城市灰尘的统计分析结果显示主成分分析和聚类分析之间的一致性很好，但在城市土壤重金属中观察到了明显不同的元素关联和聚类模式。多元统计分析结果表明，Cr和Ni的浓度主要源于自然，而Cd、Cu、Pb和Zn则源于人类活动。
P06586,"Assessment of Heavy Metal Contamination in Paddy Soils from Daye Mining Area of Hubei Province, China",湖北省大冶矿区水稻土重金属污染评价,本文利用原子吸收分光光度法(AAS)研究了湖北大冶矿区水稻土中重金属（包括铜、铅、锌、镉、铬、钴、镍和锰）的发生与分布。结果显示，大冶矿区水稻土样品中存在所研究金属的污染。此外，大冶中部和东部采石场和矿山附近的采样点中，Cu、Pb、Zn和Cd的浓度高于其他采样点。重金属浓度的聚类分析和主成分分析(PCA)表明，矿山可能是重金属污染的重要来源。PCA分析提取了两个因子，解释了总变量的67%。Zn、Cd、Cu和Pb的主要来源是金属冶炼、制造和交通排放的气溶胶颗粒沉积、酸性矿山排水、金属矿山废石以及尾矿的长期堆存。Ni和Cr主要受土壤母质控制。水稻土重金属污染评价表明，Cd污染分布最广，其次是Cu、Ni、Zn和Pb。
P06604,Effective Treatment of Trichloroethylene-Contaminated Soil by Hydrogen Peroxide in Soil Slurries,土壤泥浆中利用过氧化氢有效处理三氯乙烯污染土壤,三氯乙烯（TCE）是许多工业场地土壤和含水层中最常见的氯化有机化合物之一，具有致癌性且在环境中具有持久性。本研究利用类芬顿反应（即添加过量过氧化氢 H2O2）对人工污染土壤样品中的TCE进行降解。在没有添加亚铁离子的情况下，H2O2可以直接氧化污染土壤中的TCE。在最佳条件（H2O2浓度300 mg kg−1，pH 5.0，反应时间30分钟）下，土壤中TCE的去除率高达92.3%。当土壤中初始TCE浓度从30增加到480 mg kg−1时，TCE去除率在89.2%到86.6%之间变化；而土壤中残留的TCE浓度在2.28到47.57 mg kg−1之间。连续氧化结果显示，随着氧化循环次数从一次增加到四次，TCE浓度为180 mg kg−1时的去除率略有增加，从91.6%增至96.2%。因此，增加H2O2氧化频率可能是提高TCE污染土壤去除率的一种可行方法。
P06605,Effective Treatment of Trichloroethylene-Contaminated Soil by Hydrogen Peroxide in Soil Slurries,过氧化氢在土壤浆液中有效处理三氯乙烯污染土壤,三氯乙烯(TCE)作为许多工业场地土壤和含水层中最常见的氯化有机化合物之一，具有致癌性且在环境中往往难以降解。本研究通过添加过量过氧化氢(H2O2)的类Fenton工艺，对人工污染土壤样品中的TCE进行了降解。H2O2可以在不添加亚铁离子的情况下直接氧化污染土壤中的TCE。在最佳条件下(H2O2浓度为300 mg kg−1，pH值为5.0，反应时间为30 min)，土壤中TCE的去除率高达92.3%。当土壤中初始TCE浓度从30增加到480 mg kg−1时，TCE去除率在89.2%到86.6%之间变化；而土壤中残留的TCE在2.28到47.57 mg kg−1之间。连续氧化结果表明，随着连续氧化循环次数从一次增加到四次，TCE浓度为180 mg kg−1时的去除率从91.6%略微增加到96.2%。因此，增加H2O2氧化的频率也许是提高TCE污染土壤去除率的一种可行方法。
P06609,"Spatial Variability of Soil Organic Carbon and Related Factors in Jiangsu Province, China",江苏省土壤有机碳空间变异及相关因子研究,土壤有机碳（SOC）在全球碳循环中发挥着关键作用。本研究使用统计学和地统计学方法，表征并比较了中国江苏省土壤SOC的空间异质性，并调查了影响SOC的因素，如地形、土壤类型和土地利用。该研究基于24186个土壤样本，取自表层土壤层（0-0.2米），覆盖全省范围。基于球状模型通过克里金插值获得的表层SOC密度插值介于3.25至32.43 kg m^-3之间。最高的SOC密度倾向于出现在太湖平原、里下河平原、长江沿岸以及北部和西南江苏的高海拔丘陵地区，而最低值则出现在沿海平原。海拔、坡度、土壤类型和土地利用类型显著影响SOC密度。坡度越陡往往导致SOC下降。在丘陵地区海拔与SOC密度呈正相关，而在低平原地区呈负相关，这可能是由于不同的土地覆盖类型、温度和土壤肥力的影响。高SOC密度通常出现在石灰岩和水稻土中，低密度出现在沿海盐渍土和冲积土中，表明土壤中高粘粒和粉粒含量可能导致SOC积累增加，而高沙含量导致减少。SOC密度对土地利用敏感，并且在城镇、林地、水稻田和浅水区域通常增加，这些区域受工业和人类活动影响强烈，覆盖高生产力植被，或长期使用有机肥料或处于淹水条件。
P06617,Comprehensive Assessment Model on Heavy Metal Pollution in Soil,土壤重金属污染综合评价模型,土壤重金属污染对人类健康和农产品安全构成严重威胁。重金属污染的分布及修复评价最受关注。本文选取某市约100平方公里范围内的319个重金属分布信息点进行研究。利用SPSS制作的Q-Q图、单因子模型和Nemerow指数模型研究了土壤中重金属的影响因子，如空间分布、污染指数和污染程度。针对Nemerow综合评价模型中同等对待不同重金属污染程度造成的缺陷，本文引入权重因子提出了改进的Nemerow评价模型。建立了一个土壤重金属污染综合评价模型，将为政府制定环境保护和农业生产决策发挥重要作用。
P06671,Chapter 2 Sampling Survey of Heavy Metal in Soil Using SSSI,第2章 使用SSSI的土壤重金属采样调查,该数据集包含中国山西省84个土壤重金属含量测量点。整个区域按土壤类型、层次聚类和地质年代分为四层，按地质表面分为三层。研究表明，由于土壤含量具有空间连续性，空间简单随机抽样和空间分层抽样的精度优于简单随机抽样和分层抽样，且分层模型比非分层模型更有效。
P06711,Soil Heavy Metal Concentrations and Leaf Accumulation in Four Subtropical Plant Species from South China,华南地区四种亚热带植物的土壤重金属浓度及叶片富集研究,本研究对华南地区四种常见的亚热带林下向阳植物（即 Euodia lepta、Ilex asprella、Mussaenda pubescens 和 Rhodomyrtus tomentosa）进行了采样，测定了其叶片中 Cu、Zn、Cd 和 Pb 的浓度，旨在调查叶片重金属浓度和植物富集的地理变异。4 个采样点的土壤 pH 值和 Zn、Cd、Pb 重金属浓度存在显著差异，其中位于珠江三角洲工业区的 3 个采样点酸性较高。然而，El 和 MP 的地理种群间叶片 pH 值无显著变化。在叶片重金属浓度方面，El 的 Cd、IA 的 Zn/Cd/Pb、MP 的 Cu/Zn/Pb/Cd 以及 RT 的 Zn 和 Pb 在地理种群间均观察到显著变异。IA 对 Zn、Cd 和 Pb 的平均生物积累系数（BAC）分别高达 10.38、18.29 和 1.76。每种植物不同地理种群间重金属 BAC 的变异系数（CV）在 41.99%~221.83% 之间，表明植物对重金属的富集具有高度地理变异性，且其积累能力随土壤重金属浓度的增加而降低。本研究揭示了 IA 的某些特定种群可作为 Zn 和 Cd 的潜在超
P09597,Soil Heavy Metal Concentrations and Leaf Accumulation in Four Subtropical Plant Species from South China,中国南方四种亚热带植物土壤重金属浓度及叶片积累,本研究对来自中国华南地区的四种常见亚热带林下向阳植物（即 Euodia lepta、Ilex asprella、Mussaenda pubescens 和 Rhodomyrtus tomentosa）进行了采样，测定了叶片中 Cu、Zn、Cd 和 Pb 的浓度，旨在调查叶片重金属浓度和植物积累的地理变异。研究发现，4 个采样点的土壤 pH 值以及 Zn、Cd 和 Pb 的重金属浓度存在显著差异，其中珠江三角洲工业区的 3 个采样点酸性较高。然而，El 和 MP 不同地理种群间的叶片 pH 值无显著差异。在叶片重金属浓度方面，El 的 Cd、IA 的 Zn/Cd/Pb、MP 的 Cu/Zn/Pb/Cd 以及 RT 的 Zn 和 Pb 在不同地理种群间均观察到显著变异。IA 对 Zn、Cd 和 Pb 的平均生物积累系数（BAC）分别高达 10.38、18.29 和 1.76。每种植物不同地理种群间重金属 BAC 的变异系数（CV）范围为 41.99%~221.83%，表明重金属的植物积累具有高度的地理变异性，且其积累能力随土壤重金属浓度的增加而下降。本研究揭示，IA 的某些特定种群可作为 
P09605,Evaluation of in Situ DGT Measurements for Predicting the Concentration of Cd in Chinese Field-Cultivated Rice: Impact of Soil Cd:Zn Ratios,原位DGT测量预测中国田间水稻镉浓度的评估：土壤镉锌比的影响,
P10435,"Effect of soil sealing on the microbial biomass, N transformation and related enzyme activities at various depths of soils in urban area of Beijing, China",北京城市不同深度土壤封闭对微生物量、氮转化及相关酶活性的影响,目的 土壤封闭阻断了土壤与其他环境圈层之间的气体、水和养分交换，影响了城市氮(N)通量，从而对土壤功能及城市环境产生一定的负面影响。然而，关于城市地区土壤封闭后的生物地球化学循环和生物活性，目前尚缺乏相关资料。本研究旨在评估土壤封闭对氮转化及相关微生物特性的影响。材料与方法 在中国北京，选取了三种土地覆盖类型：不透水土地（土壤封闭）、林地（植被）和裸地（无封闭且无植被），并在四个土层深度（0–10、10–20、20–30、30–40 cm）采集土壤样品。分析了土壤无机氮、净潜在氮矿化和硝化速率、理化性质、微生物生物量以及脲酶、蛋白酶和硝酸还原酶活性。结果与讨论 土壤封闭影响了土壤理化性质、养分有效性和微生物特征，导致土壤净潜在矿化和硝化速率降低。土壤封闭后，土壤pH值和碳氮比(C/N ratio)升高，而土壤有机质和全氮(Total N)下降，这种现象在0–10 cm土层尤为显著。在三类土壤中，不透水样地的土壤微生物生物量碳(10.52 - 26.26 mg kg-1)和氮最低。此外，微生物生物量随深度增加而增加。土壤酶活性也受到土壤封闭的显著影响。典型相关分析表明，不透水样地土壤净潜
P10664,Effects of Soil Evolution on Constraint Factors under Different Land Use Conditions in South China,我国华南地区不同利用条件下土壤演变对障碍因子的影响,
P11445,Heavy metal contamination of agricultural soils and its ecological and health risk in Suzhou City from 2020 to 2023,2020—2023 年苏州市农田土壤重金属污染以及生态与健康风险评价,目的 了解苏州市农田土壤中重金属的污染状况，评估重金属造成的生态危害以及健康风险，为农业生产和人群健康提供技术支撑 方法 于2020 年至2023 年期间，采集了苏州市农田土壤并测定其中重金属铅、镉、铬、砷、汞含量 应用单项污染指数与综合污染指数 地累积指数法 潜在生态危害指数法以及人类健康风险评估模型综合评估农田土壤质量状况以及对人群健康的危害。 结果 共采集农田土壤样本 160 份，Pb、Cr 和 As 合格率均为 100.0%，Hg 合格率为 99.38%，Cd 合格率最低，为 98.75% 。2023 年农田土壤中重金属含量的合格率为 100.0%，铅、镉、铬、砷和汞的中位数浓度分别为 25.3、0.11、68.8、8.44、0.16 mg/kg；重金属铅、镉、砷和汞含量随着年份的增加呈下降趋势（P<0.05）。 单项污染指数与综合污染指数结果显示，镉和汞是最主要污染元素，2020—2022 年苏州市农田处于轻度污染状态，2023 年处于清洁（安全状态）；地累积指数处于无污染状态分级的占 82.25%；潜在生态风险系数 RI 均为 Ⅰ 级，处于低风险污染等级；所有土壤重金属的危
P00385,Impacts of lead/zinc mining and smelting on the environment and human health in China,铅锌开采和冶炼对中国环境和人体健康的影响,采矿和冶炼是重要的经济活动。然而，采矿业也是环境中重金属污染的最大来源之一。中国是世界上最大的铅锌生产国和消费国之一。由于矿物加工活动，大量的铅、锌及相关元素（如镉）被释放到环境中，影响了水资源、土壤、蔬菜和农作物。在某些地区，这种污染对人体健康有害。本文回顾了过去10年（2000-2009年）发表的关于中国铅锌矿产开发对环境和人体健康影响的研究。污染地区集中在以下地区：云南、贵州和四川三省交界处，湖南中西部，广西中部，广东北部，河南西北部，山西和甘肃交界处，以及辽宁渤海附近地区。铅和镉是主要的污染物，并与儿童血铅水平过高、关节痛、骨软化症和尿镉过多等人体健康效应有关。
P02539,"Cadmium Pollution and its Transfer in Agricultural Systems in the Suburbs of Tianjin, China",天津郊区农业系统中的镉污染及其转移,
P02543,"Assessment of Soil Arsenic, Chromium, Mercury, and Lead at an Agricultural Landscape Scale",农业景观尺度下的土壤砷、铬、汞和铅评估,
P05150,"Accumulation and translocation of heavy metals in the canola (Brassica napus L.)—soil system in Yangtze River Delta, China",长江三角洲油菜—土壤系统中重金属的积累与转运,测定了中国长江三角洲地区成熟油菜（油菜L）不同组织（种子、根和枝条）及相关根际土壤中镉、砷、汞、铅、铬、铜、锌和镍等重金属的浓度，评估了土壤和油菜籽中的重金属污染状况，并讨论了其在油菜中的积累和转运特征。结果表明，部分采样点的Cu、Zn和Hg浓度超过了国家土壤环境质量标准的二级阈值。油菜籽中重金属的平均生物富集系数（BCF）依次为Zn > Cd > Cu > Ni > Hg > Pb = Cr > As。大多数重金属在成熟油菜组织中的积累能力为根 > 枝 > 种子。浓度、BCF和转运因子（TF）表明，受调查的油菜植物不符合超累积植物的标准。 studied canola plants对上述重金属从污染土壤中的植物提取潜力非常有限。
P05855,"Assessment of heavy metals contamination in urban topsoil from Changchun City, China",中国长春市城市表层土壤重金属污染评价,由于过去几十年中国快速的工业化和城市化，金属不断排放到城市环境中，现在对人类健康构成了严重威胁。事实上，人们越来越关注城市土壤重金属污染的潜力。因此，在中国长春市城区进行了广泛的土壤调查，以评估土壤中重金属污染的现状及其潜在来源。在长春市城区利用系统采样策略采集了352个城市土壤样品（每平方公里1个样品，0-20厘米）。通过X射线荧光光谱法（XRF）测定了Cu、Pb、Zn和主要元素（Mn、Al2O3、CaO、Fe2O3、MgO、SiO2、K2O和NaO）的含量，通过石墨炉原子吸收光谱法（GF-AAS）测定了Cd的含量，通过原子荧光光谱法（AFS）测定了Hg和As的浓度。结果表明，与长春地区表层土壤的背景值相比，城市地区的表层土壤富集了金属，特别是Cu、Cd、Zn、Pb和Hg。相关系数分析结果显示，Hg、As、Cd、Cu、Pb和Zn之间存在显著的正相关，而Cr和Mn形成了另一组。此外，pH值与Zn、Pb、Cu、Cd、As和Hg之间存在显著的正相关，表明pH值影响长春市城市土壤中这些金属的分布。进行了主成分分析（PCA）以识别重金属的来源，结果显示城市土壤中的微量元素和主要元素之间存在明显
P06418,"Heavy metal contamination in soils and vegetables near an e-waste processing site, south China",华南某电子废弃物处理场地附近土壤和蔬菜的重金属污染,"中国许多地区都有关于不受控制的电子废物回收活动造成环境污染的报道。在本研究中，调查了来自原始电子废物处理设施对周围环境的金属污染。收集了电子废物露天焚烧点的土壤、周围的稻田和菜园土壤以及常见蔬菜样品，并分析了其中的重金属。结果显示，前焚烧场址的土壤中 Cd、Cu、Pb 和 Zn 的浓度最高，平均值分别为 17.1、11,140、4500 和 3690 mg kg−1。附近稻田和菜园的土壤中 Cd 和 Cu 的浓度也相对较高。在蔬菜的可食用组织中，大多数样品的 Cd 和 Pb 浓度超过了中国食品允许的最大水平。连续浸出试验表明，Cu、Pb 和 Zn 主要与残留部分结合，其次是碳酸盐/特异性吸附相，但 Cd 除外，Cd 在稻田和蔬菜土壤中主要以可提取形式存在。数据表明，不受控制的电子废物处理作业对当地土壤和蔬菜造成了严重污染。清理以前的焚烧场址应作为未来任何修复计划的重中之重。"
P06580,Spatial and Vertical Distribution of Short Chain Chlorinated Paraffins in Soils from Wastewater Irrigated Farmlands,污水灌溉农田土壤中短链氯化石蜡的空间和垂直分布,氯化石蜡（CPs）是环境中最复杂的卤代污染物群组之一。然而，中国关于短链氯化石蜡（SCCPs）的研究非常稀缺。本研究调查了中国某污水灌溉区农田土壤中SCCPs的浓度和分布。所有表层土壤样品中均检出了SCCPs，浓度总和（ΣSCCPs）范围为159.9-1450 ng/g（干重）。在污水灌溉的农田中观察到了明显的空间趋势和特定的同系物分布。土壤垂直剖面显示，犁底层以下土壤中的ΣSCCP浓度呈指数下降，且与土壤岩心中的总有机碳呈显著正相关（R² > 0.83）。此外，土壤垂直分布表明，相比于高氯化度和长链同系物，低氯化度（Cl5-6）和短链（C10-12）同系物更容易迁移到深层土壤。这项工作表明，污水处理厂（STPs）的出水可能是环境中SCCPs的重要来源，污水灌溉会导致SCCPs在农田土壤中累积。
