序号,英文标题,中文标题,中文摘要
P07155,"Levels of arsenic pollution in daily foodstuffs and soils and its associated human health risk in a town in Jiangsu Province, China",江苏省某镇日常食品和土壤中砷污染水平及其相关的人体健康风险,农村地区工业的发展会加剧当地环境中砷（As）的污染，这可能给当地居民带来不可接受的健康风险。本文估算了中国江苏南部典型城乡工业发达镇居民通过摄入土壤、皮肤接触土壤和食用食品所受到的无机砷健康风险。检测显示，土壤、大米、鱼虾蟹、猪肉和鸡蛋、蔬菜和水果中总砷的平均浓度分别为 10.367 mg/kg（干重）、0.104 mg/kg（干重）、0.050 mg/kg、0.415 mg/kg、0.011 mg/kg、0.013 mg/kg 和 0.017 mg/kg（鲜重）。所有这些数值均低于中国食品和土壤中的最大允许浓度。确定性估算结果显示，所有年龄组的危害商数（HQ）和超额终生致癌风险（R）分别为 1.28 (0.78–2.31) 和 2.38 × 10−4 (2.71 × 10−5 – 5.09 × 10−4)。2-29 岁的男性和 2-13 岁及 18-29 岁的女性表现出非致癌风险（HQ>1）。所有年龄段的男性和女性的致癌风险均超过了 10−5 的可接受水平。此外，这种风险随着年龄的增长而增加。概率估算结果显示，约 28% 的居民因摄入过量无机砷而面临非致癌风险。90% 居民的 R 值
P07176,Changes in soil microbial community structure and enzyme activity with amendment of biochar-manure compost and pyroligneous solution in a saline soil from Central China,中国中部盐碱土中施用生物炭-堆肥和木醋液对土壤微生物群落结构和酶活性的影响,盐胁迫日益制约着世界干旱和半干旱地区的作物生产力。之前的研究表明，在中国中部平原的盐土中，施用生物炭-禽粪堆肥（BPC）并结合木醋液（PS）可显著缓解盐胁迫并提高玉米产量。2010年，在播种前，以12 t/ha的用量将BPC混入表层土壤，并在前一周以0.15 t/ha的用量喷施稀释的PS溶液（BPC-PS2）。2011年在邻近田块重复了该实验（BPC-PS1）。2012年玉米营养生长期采集了这些实验小区的土体和根际样品。测定了微生物生物量碳、氮和土壤酶活性。基于16S rRNA和18S rRNA基因，分别使用变性梯度凝胶电泳（DGGE）和实时荧光定量PCR（qPCR）表征了细菌和真菌的群落结构和丰度。结果显示，修复后土体和根际样品中的Cmic、Nmic和细菌基因丰度显著大幅增加，且BPC-PS2处理高于BPC-PS1。相反，真菌基因丰度增加较小，且BPC-PS2处理下真菌多样性显著降低。此外，修复土壤中出现了分别属于α-变形菌纲和δ-变形菌纲的两个条带。同时，除根际土壤的脲酶外，土体和根际土壤的脲酶、转化酶和磷酸酶活性均增加了19-44%。因此，生物炭与禽粪结合木醋液的联合使用可显著促
P07245,Heavy metal contamination of soil and water in the vicinity of an abandoned e-waste recycling site: Implications for dissemination of heavy metals,废弃电子废物回收站点附近土壤和水体的重金属污染：重金属扩散的启示,非法的电子废物回收活动已在包括中国在内的许多发展中国家造成了重金属污染。近年来，中国政府加强了执法力度以阻止此类活动，然而，废弃电子废物回收站点中残留的重金属仍可能构成生态风险。本研究旨在调查华南龙塘地区一个废弃电子废物回收站点附近土壤和水体中的重金属浓度。结果表明，以前的焚烧和酸浸场地表层土壤仍受到镉 (>0.39 mg kg-1) 和铜 (>1981 mg kg-1) 的严重污染，超过了各自的指导值。重金属浓度通常随深度增加而降低，这与pH值升高和TOM（有机质）减少沿深度梯度变化有关。池塘水受到严重酸化并污染了重金属，而井水仅受到轻微污染，因为重金属主要保留在表层土壤中。使用池塘水灌溉导致稻田土壤受到严重的重金属污染。与以前的研究相比，表层土壤中重金属浓度的降低意味着重金属已迁移到池塘等其他区域。因此，必须立即修复受污染的土壤和水体，以防止重金属扩散和潜在的生态灾难。
P07255,"Impact of land-use changes on soil hydraulic properties of Calcaric Regosols on the Loess Plateau, NW China",土地利用变化对中国西北黄土高原钙质红壤土壤水力性质的影响,植被恢复工程（植树种草）在控制中国西北黄土高原土壤侵蚀方面卓有成效。土地覆盖的变化会导致土壤性质的改变。然而，植被恢复是否也改善了土壤的水力性质尚不清楚。本文旨在了解植被恢复如何改变土壤结构以及相关的土壤水力性质，如渗透性和土壤储水能力。研究在黄河中游（黄土高原）的一个典型小流域中选取了三个质地、土壤类型和地形相似但土地覆盖不同（刺槐林、草地和农田）的相邻样地。研究了表层土壤和下层土壤水力性质的季节性变化。研究揭示，土地利用类型对田间饱和度、近饱和导水率及土壤水分特征有显著影响。具体而言，从农田转换为草地或森林通过增加饱和导水率、充气孔隙度和大孔隙度，促进了入渗能力。此外，农田向森林的转换倾向于促进中孔隙的形成，从而增加土壤储水能力。耕作创造了暂时结构良好的表层土壤，但导致了下层土壤的紧实，表现为下层土壤饱和导水率、充气孔隙度和植物有效持水能力较低。研究发现，土地覆盖转换对吸力大于 300 cm 时的非饱和导水率没有影响，这表明土地覆盖的变化不影响功能性中孔隙和微孔隙。我们的工作表明，在缺水地区实施水土保持措施时，需要考虑水土保持工作带来的土壤水力性质变化。为了确保这些措施的可持续性，
P07262,Water Use Efficiency in Saline Soils under Cotton Cultivation in the Tarim River Basin,塔里木河流域棉花种植盐碱土壤的水分利用效率,塔里木河流域是中国最大的产棉区，因其严重的环境问题而日益受到关注。我们在两个试验站（库尔勒和阿克苏）研究了盐分对棉花产量的影响。在棉花生长季节，测量了不同盐渍土壤下覆膜滴灌的土壤化学和物理性质、土壤含水量、土壤总吸力和基质吸力、棉花产量和水分利用效率。在100 cm土壤剖面中，阿克苏和库尔勒的低盐渍土壤电导率（ECe）为17–25 (mS·cm-1)，阿克苏的中盐渍土壤为29–50，高盐渍土壤为52–62。不同盐渍土壤的土壤水分特征曲线显示，库尔勒低盐渍土壤表层40 cm土壤含水量（15%–23%）较高，总吸力（低于3500 kPa）和基质吸力（低于30 kPa）较低，具有最高的水分利用效率（10 kg·ha-1·mm-1）和最高的灌溉水利用效率（12 kg·ha-1·mm-1）以及最高产量（6.64 t·ha-1）。高盐渍土壤30 cm以下较高的含水量增加了盐分风险，导致产量较低（2.39 t·ha-1）。与阿克苏的低盐渍土壤相比，库尔勒的低盐渍土壤每生产1 t·ha-1产量节约了110 mm灌溉水和103 mm总用水量，并且水分利用效率（WUE）和灌溉水利用效率（IWUE）分别提高
P08479,"Variability in plant trace element uptake across diferent crops, soil contamination levels and soil properties in the Xinjiang Uygur Autonomous Region of northwest China",中国西北新疆维吾尔自治区不同作物、土壤污染水平和土壤性质下植物微量元素吸收的变异性,
P09619,Soil pollution and site remediation policies in China: A review,中国土壤污染与场地修复政策综述,
P09620,Assessment of heavy metal contamination of soil in Kunming,昆明土壤重金属污染评价,通过分析昆明市表层土壤中8种不同重金属元素（As、Cd、Cr、Cu、Hg、Ni、Pb、Zn）的含量和分布，结果表明，昆明市表层土壤中这8种元素的平均浓度远高于中国土壤背景值。利用单因子指数法和内梅罗污染指数法进行污染评价，结果显示，昆明市西山区和五华区存在一定程度的土壤重金属污染问题，但盘龙区和官渡区的土壤环境质量优于其他区。结合元素数据和昆明市现状分析土壤重金属污染的成因，重金属污染源主要来自工业污染和交通污染。
P09622,"Environmental Implications of Heavy Metals in Soil from Huainan, China",中国淮南土壤重金属的环境影响,"土壤金属污染因其生物利用度而备受关注。本研究利用电感耦合等离子体质谱仪（ICP-MS）测定了淮南不同功能区土壤中重金属（As, Cd, Cr, Cu, Pb, Zn）的浓度，并利用地质累积指数和健康风险评估模型评估了其潜在的生态与健康影响。研究发现，工业区As、Cr、Zn浓度较高，居住区Cd、Cu、Pb浓度最高，这种分布可能归因于不同的人为来源。工业区土壤受到As的中度污染，采矿区和居住区的非致癌健康风险也应受到监控。"
P09625,Effects of Land Use and Slope Gradient on Soil Erosion in a Red Soil Hilly Watershed of Southern China,土地利用和坡度对中国南方红壤丘陵集水区土壤侵蚀的影响,研究旨在利用GeoWEPP模型，通过制定适宜坡度下的土地利用规划，来控制中国南方红壤丘陵集水区的土壤侵蚀。模型利用2010年至2012年的出口监测数据进行了校准和验证。随后，模型被用于模拟研究区内四种典型的土地利用方式（林地、农田、果园和荒地），以评估其对土壤侵蚀产生的影响。结果表明，与目前的土地利用相比，林地和果园的径流和产沙量减少，而农田和荒地的径流和产沙量增加。同时，随着坡度的增加，土壤侵蚀也随之增加。研究表明，退耕还林还草的临界坡度在红壤地区是适用的，但并不准确。
P09630,Research progress on wind erosion control with polyacrylamide ( PAM ),聚丙烯酰胺( PAM) 防治土壤风蚀的研究进展,在我国西北地区，风蚀是造成土地退化的主要影响因素之一．聚丙烯酰胺( PAM) 是一种高效的土壤结构改良剂．因其具有特殊的物理化学性质，可以与土壤作用而改善土壤表层结构，近年来一直受到人们的广泛关注．本文介绍了 PAM 的物理化学性质，详细论述了PAM 对土壤风蚀量、起动风速的影响，及PAM 在风蚀防治中的不同使用量、使用方法和效果，及其与其他材料的对比，并通过 PAM 对土壤物理性质的改善进一步分析 PAM 防治风蚀的机理．综合分析得出，虽然 PAM 在风蚀防治中存在一些问题，但作为一种固沙剂，它不仅能提高土壤抗风蚀的能力，而且也能改善土壤的物理性状，可为植物生长创造良好的水土条件; 提出若在风蚀治理和改良城市环境中将 PAM 与植物种植相结合，将能大大提高植物的成活率、改善风蚀区的风蚀状况和生态环境工程建设的质量．因此，PAM 在防治风蚀方面具有重要的现实意义和广阔的应用前景．
P10537,Factors influencing the heavy metal bioaccessibility in soils were site dependent from different geographical locations,不同地理位置土壤重金属生物可及性的影响因素具有位点依赖性,"本研究在中国北京、包头、大同、阜阳和仙桃五个城市的城区进行了土壤调查。旨在探索影响土壤中重金属（包括砷、铬、铜、铅和锌）生物可及性（Bio-HMs）的最显著因素。每个点位采集了20-30个混合土壤样品。分析了pH值、粒径、铁/锰和有机质含量等各种土壤性质。土壤中重金属的化学形态采用欧共体参比司（BCR）连续提取法测定，生物可及性则采用简单生物可及性提取测试（SBET）程序测定。不同城市土壤中重金属总量（T-HMs）的浓度范围分别为 As (5.69–9.86), Cr (77.42–230.20), Cu (15.68–36.54), Pb (14.12–58.93), 和 Zn (38.66–183.46) mg/kg。Cu 和 Pb 的相对生物可及性（48–70%）高于 As 和 Cr（6–15%），表明前者的健康风险高于后者。除 Cu 外，各种重金属的 Bio-HMs 与前两个或三个 BCR 提取形态的总和相当，Cu 的 Bio-HMs 大于三个 BCR 形态的总和，表明与其它重金属相比，Cu 在土壤中具有高度的可及性。因子分析表明，包括土壤性质参数和 BCR 提取形态在内的所有"
P10748,Impact of Soil Composition and Electrochemistry on Corrosion of Rock-cut Slope Nets along Railway Lines in China,中国铁路岩石路堑边坡网腐蚀受土壤成分和电化学的影响,
P10749,Coastal vegetation invasion increases greenhouse gas emission from wetland soils but also increases soil carbon accumulation,沿海植被入侵增加了湿地土壤温室气体排放，但也增加了土壤碳积累,本研究对四种滨海湿地的土壤性质及土壤-大气CO2、CH4和N2O通量进行了全年监测，即本地秋茄(Kandelia obovata)红树林 vs. 外来无瓣海桑(Sonneratia apetala)红树林，以及本地短叶茳芏(Cyperus malaccensis)盐沼 vs. 外来互花米草(Spartina alterniflora)盐沼。四种湿地的土壤均为温室气体(GHGs)净源，其中无瓣海桑林贡献最大，其土壤-大气总CO2当量通量为137.27 mg CO2 m-2 h-1，分别比秋茄、短叶茳芏和互花米草高69.23%、99.75%和44.56%。无瓣海桑的高地下生物量及其独特的根系结构可能是导致其土壤温室气体高排放的原因。互花米草盐沼土壤排放的温室气体总量位居第二，但其痕量温室气体排放排名第一。互花米草土壤的年均CH4和N2O通量分别为13.77和1.14 μmol m-2 h-1，分别是秋茄的2.08倍和1.46倍、无瓣海桑的1.03倍和1.15倍、以及短叶茳芏的1.74倍和1.02倍。与本地盐沼相比，互花米草具有更长的生长季和更高的生产力，这可能增加了冷季的温室气体排放。与相
P10775,"Modeling soil–water dynamics and soil–water carrying capacity for vegetation on the Loess Plateau, China",中国黄土高原植被土壤-水分动力学及土壤-水分承载力建模,在中国黄土高原地区，土壤干燥与植被恢复可持续发展之间的矛盾日益重要。为了解决这一矛盾，需要定量指导植物物种的选择、最佳密度或生物量以及植被恢复的适当管理。本研究旨在使用一维同步热和水传递（SHAW）模型模拟土壤水分动态，以评估柠条和紫花苜蓿生长过程中的土壤水分消耗过程及其最佳承载力。利用2004-2005年和2012年的气象和土壤水分数据，对SHAW模型所需的土壤和植物参数进行了校准和验证。基于95%置信水平，校准和验证试验的土壤水分数据呈显著线性相关，柠条和紫花苜蓿的平均均方根误差分别为1.06%和5.71%、0.88%和1.14%。因此，SHAW模型在模拟2005-2011年期间植物生长及相应生物量变化响应下的土壤水分动力学方面具有足够的准确性。模拟表明，植被恢复后，土壤水分在1.0-4.0米剖面内减少，且水分耗竭深度随植物生长而加深。柠条和紫花苜蓿分别在5年和3年后开始在1.0米以下形成干土层（DSLs）。因此，研究区柠条和紫花苜蓿的最佳树龄分别为5年和3年，对应的最大生物量土壤水分承载力分别为4800 kg/hm2和1380 kg/hm2。这些结果为设计适当的植被恢复措施以在黄
P10779,"Heavy Metal Contamination of Agricultural Soils in Taiyuan, China",太原地区农田土壤重金属污染,
P10786,Reshaping the rhizosphere microbiome by bio-organic amendment to enhance crop yield in a maize-cabbage rotation system,通过生物有机调控重塑根际微生物组以提高玉米-甘蓝轮作系统中的作物产量,确定与作物产量提高相关的根际微生物群落组成是理解微生物在土壤肥力中作用的重要第一步。在本研究中，我们在一个玉米-甘蓝轮作系统中进行了为期两季的田间试验，设置化学肥料（CF）、有机肥料（OF）和生物有机肥料（BOF）处理模式，作为研究施肥处理和作物类型对根际土壤微生物群落组合效应的模型，通过细菌和真菌群落的目标测序进行研究。含木霉菌的生物有机肥（BOF）两个季度的持续施用有效提高了玉米和甘蓝的产量，而有机肥（OF）虽有提高但效果不显著，相比于化学肥料（CF）。施肥处理和作物类型均对土壤理化性质产生显著影响，并且是影响根际土壤微生物组组成的主要因素。与OF和CF处理相比，BOF处理中木霉菌的相对丰度显著增加，并且表现出与作物产量提高的显著正相关关系。生物有机肥的施用可能通过引入目标菌株NJAU 4742并刺激潜在的有益微生物菌群，结合真菌和细菌组成及丰度的改变，从而增强木霉菌的促生效应，增加诸如Cladorrhinum和Massilia等潜在有益微生物群的丰度，这些菌群被发现与作物产量增加高度相关。总体而言，生物有机肥对作物产量的影响被认为是通过引入目标菌株NJAU 4742和刺激潜在的有
P10796,Using ensemble models to identify and apportion heavy metal pollution sources in agricultural soils on a local scale,利用集成模型识别和归因局部尺度农业土壤重金属污染源,本研究旨在利用随机梯度提升 (SGB) 和随机森林 (RF) 等集成模型，在局部尺度上识别和归因农业土壤中来自自然和人为输入的多源、多相重金属污染。研究对重金属污染源进行了定量评估，结果证明了集成模型在评估局部尺度农业土壤多源、多相重金属污染方面的适用性。SGB 和 RF 的结果一致表明，人为来源是该地区农业土壤中 Pb 和 Cd 浓度的主要贡献者，且 SGB 表现优于 RF。
P10882,Research progress on wind erosion control with polyacrylamide (PAM),聚丙烯酰胺(PAM)防治土壤风蚀的研究进展,在我国西北地区，风蚀是造成土地退化的主要影响因素之一．聚丙烯酰胺(PAM)是一种高效的土壤结构改良剂．因其具有特殊的物理化学性质，可以与土壤作用而改善土壤表层结构，近年来一直受到人们的广泛关注．本文介绍了PAM的物理化学性质，详细论述了PAM对土壤风蚀量、起动风速的影响，及PAM在风蚀防治中的不同使用量、使用方法和效果，及其与其他材料的对比，并通过PAM对土壤物理性质的改善进一步分析PAM防治风蚀的机理．综合分析得出，虽然PAM在风蚀防治中存在一些问题，但作为一种固沙剂，它不仅能提高土壤抗风蚀的能力，而且也能改善土壤的物理性状，可为植物生长创造良好的水土条件;提出若在风蚀治理和改良城市环境中将PAM与植物种植相结合，将能大大提高植物的成活率、改善风蚀区的风蚀状况和生态环境工程建设的质量．因此，PAM在防治风蚀方面具有重要的现实意义和广阔的应用前景．
P11289,Quality evaluation and obstacle diagnosis of plough horizon based on Minimum data set in Northeast China,基于最小数据集的东北旱作区耕层质量评价与障碍诊断,"为准确评价东北旱作区耕层质量特征，针对全部初选指标采用主成分分析法（PCA）建立了东北旱作区耕层质量评价的最小数据集（Minimum data set, MDS），并运用最小数据集耕层质量指数（MDS-Plough horizon integrated quality index, MDS-PHIQI）和障碍因子诊断模型对研究区耕层质量及主导障碍因子进行分析。结果表明：东北旱作区耕层质量评价的最小数据集由土壤有机质含量、全氮含量、有效磷含量、粘粒含量、耕作层穿透阻力和压实层厚度组成，最小数据集可替代全部初选指标对东北旱作区耕层质量进行评价；东北旱作区耕层质量指数分布在 0.10  0.53 之间，均值为 0.30，整体处于低和中等水平。东北旱作区合理耕层指标参数的适宜范围为：有机质质量比大于等于 37.16 g/kg，全氮质量比大于等于 1.75g/kg，有效磷质量比大于等于 26.38 mg/kg，粘粒质量分数为 4.60%  6.19%，耕作层穿透阻力小于等于 364.56 kPa，压实层厚度小于等于 8.18 cm。东北旱作区粮食产量低产区耕层多存在结构型障碍，中产区耕层结构"
P11345,Ecological and Health Risk Assessment of Soil and Outdoor Dust Pollution in Typical Logistics Industrial Zones in Harbin,哈尔滨市典型物流工业区土壤及室外灰尘污染生态、健康风险评价,社会、国民经济迅速发展的同时伴随着一定的城市环境问题，工业生产、交通运输以及人类日常活动会产生一定的污染物，它们进入城市土壤、灰尘、水体、大气中，破坏城市生态环境，进而影响人类健康。
P11667,Application of Principal Component Analysis in Screening Soil Obstacle Factors in Urban Green Space,基于主成分分析法的城市绿地土壤障碍因子筛选,"为了深入了解城市绿地土壤的障碍因子,并为后续土壤的修复和改良提供科学依据,按照行业标准对重庆市主城各区绿地土壤的pH值、EC值、有机质、全氮、全磷、全钾、碱解氮、有效磷、速效钾、容重指标进行了检测.利用Bartlett球形检验、KMO检验和主成分分析法对重庆市主城各区绿地土壤10项检测指标的数据进行了统计和分析.结果表明:各指标之间存在着一定的相关性和差异性,筛选出了有机质、pH值、有效磷、全钾、速效钾、EC值和容重7个影响城市绿地土壤质量水平的关键障碍因子."
P00066,Responses of soil microbial activity to cadmium pollution and elevated CO2,土壤微生物活性对镉污染和二氧化碳升高的响应,为了解决镉和高CO2对土壤微生物群落的综合影响，对黄土进行了不同水平的镉（即0、1.5、3.0和6.0 mg Cd kg-1土壤）和两个水平的CO2（即360和480 ppm）处理，并测定了DGGE谱、呼吸作用、碳和氮浓度。结果显示，与Cd0相比，Cd1.5增加了真菌丰度但降低了细菌丰度，而Cd3.0和Cd6.0同时降低了真菌和细菌丰度。eCO2改变了土壤微生物群落结构。土壤呼吸随Cd浓度增加而降低，且eCO2下高于aCO2。高Cd处理下土壤全碳和全氮较高。结果表明，eCO2可以刺激微生物繁殖和碳分解，而Cd污染则起抑制作用，且eCO2可缓解这种抑制效应。
P00109,Electrokinetic Remediation of Fluorine-Contaminated Soil Using Approaching Cathodes,使用逼近阴极的电动技术修复氟污染土壤,本研究旨在分析逼近阴极（AC）对氟污染土壤电动修复的影响，并与单一固定阴极进行比较。为了评估AC-电动修复，研究了土壤pH值、电流、氟修复效率和能耗等重要电动参数。事实证明，AC-电动修复可以提高氟的去除效率，因为它可以增加土壤pH值并增强电流。实验结果表明，与传统的电动修复相比，它提高了5.2%的氟去除效率，并节省了近16%的能源和20%的时间。电动修复后，氟的形态发生了变化，土壤中的氟主要存在于残留态中。实验结果表明，AC-电动修复是消除污染土壤中氟的一种值得考虑的技术。
P00206,"Assessment of Heavy Metal Contents in Surface Soil in the Lhasa–Shigatse–Nam Co Area of the Tibetan Plateau, China",青藏高原拉萨—日喀则—纳木错地区表层土壤重金属含量评估,研究了青藏高原拉萨—日喀则—纳木错地区表层土壤中8种重要重金属（As、Cr、Cu、Ni、Pb、Zn、Mn和Hg）的含量。样品中As、Cr、Cu、Ni、Pb、Zn、Mn和Hg的平均含量分别为39.5、57.4、28.5、48.2、15.7、79.2、637和0.0175 mg/kg。通过聚类分析将所有金属分为三类。地积累指数结果表明，没有样品受到Cr、Pb、Zn和Mn的污染，样品受到不同程度的As、Cu、Ni和Hg污染。所有表层土壤的潜在生态风险指数低于150，生态风险较低。As、Pb和Hg是潜在生态风险的主要贡献者。
P00207,"Soil Heavy Metal Contamination and Risk Assessment Around the Fenhe Reservoir, China",中国汾河水库周边土壤重金属污染及风险评估,水源地周边土壤重金属污染是一个特别严重的问题，因为这些重金属可以进入水源，并通过污染饮用水或农田灌溉水对人体健康构成重大风险。本文收集了汾河水库周边地区的表层土壤样品。测定了As、Cd、Cr、Cu、Hg、Ni和Zn的浓度，并定量评估了重金属带来的潜在生态风险。As、Ni和Zn的主要输入是自然源，而其他元素主要来源于人为源。Hg显示出比其他重金属更严重的环境影响。位于西北部的水库上游显示出更高的潜在生态风险。
P00313,Concentration and speciation of antimony and arsenic in soil profiles around the world’s largest antimony metallurgical area in China,中国世界最大锑冶金区周边土壤剖面中锑和砷的浓度与形态研究,采矿和冶炼活动向环境中排放了大量重金属污染物。本研究采集了锡矿山锑冶炼厂附近的四个75或80厘米深的土壤剖面，结合整体化学分析、连续提取程序以及锑和砷的形态分析，以评估金属/类金属污染物（Sb、As、Cd和Hg）的垂直迁移性。土壤剖面中的重度污染主要位于富含有机质的表层土壤（<40厘米），并表现出向下的迁移趋势。连续提取研究表明，Sb和As主要结合在可交换态中，在剖面中显示出显著的迁移性。在所有土壤样品中均发现了Sb(III)、Sb(V)、As(III)和As(V)，在底层土壤样品中也存在Sb（TMSb）和As（MMA、DMA）的某些甲基化形态。
P00610,"Dechlorane Plus in surface soil of North China: levels, isomer profiles, and spatial distribution",华北地区表层土壤中的得克隆：含量、异构体谱及空间分布,本研究分析了从华北地区收集的87个土壤样品中的得克隆（DP）含量。DP浓度范围从未检出（ND）到12.21 ng/g，平均值为0.55 ng/g。华北地区四个区域的总DP和syn-DP平均浓度顺序为：京津（北京和天津）>山东>山西>河北，而anti-DP的平均浓度顺序则不同：山东>京津>山西>河北。京津（0.27）、河北（0.24）和山西（0.24）的平均fsyn值接近0.25，而山东的平均fsyn值（0.31）则接近0.35。此外，山东的fsyn值显著高于其他地区（P<0.01），表明该地区DP具有特定来源。Syn-DP与anti-DP显示出很强的线性关系（R2=0.74），表明华北土壤中没有发生明显的立体选择性过程。利用普通克里金法绘制了DP的空间分布图。DP在土壤中的高浓度区域出现在山西南部、河北中部、天津南部以及山东南部和东北部，这被认为与电子垃圾拆解等人类活动有关。
P00614,"Distribution of metals and brominated flame retardants (BFRs) in sediments, soils and plants from an informal e-waste dismantling site, South China",华南地区非正规电子垃圾拆卸点沉积物、土壤和植物中金属及溴系阻燃剂（BFRs）的分布,
P00617,"Heavy metal pollution in vegetables grown in the vicinity of a multi-metal mining area in Gejiu, China: total concentrations, speciation analysis, and health risk",中国个旧多金属矿区附近蔬菜的重金属污染：总量、形态分析与健康风险,该项实地调查旨在研究中国个旧多金属矿区土壤和蔬菜中砷、铅、镉、铜和锌的现状及健康风险。此外，选取了三种含有高浓度金属的蔬菜（空心菜、土豆和西葫芦）进一步分析金属形态。结果表明，土壤中五种金属的平均浓度超过了限值，且其生物有效浓度与总浓度呈显著正相关。蔬菜可食部分的重金属也超过了相应标准。油菜、薄荷和香菜叶具有很强的金属富集能力，不宜种植。除残留态外，三种选定蔬菜可食部分中金属的主要形态分别为As的乙醇提取态、Pb的NaCl提取态和Cd的HAc提取态；然而，Cu主要以NaCl提取态存在，Zn主要以HAc提取态存在。乙醇提取态As比例高，表明As的生物活性和毒性效应最高。尽管土壤中总镉和生物有效镉含量较高，但其在蔬菜中的形态主要以HAc提取态存在，生物活性相对较低。铅和砷通过蔬菜摄入对当地居民构成严重威胁。
P00620,Heavy metal uptake and leaching from polluted soil using permeable barrier in DTPA-assisted phytoextraction,DTPA辅助植物提取中利用渗透性反应墙对污染土壤重金属的吸收与淋溶控制,
P00858,Ecological risk assessment of the metallic pollution in the soil and sediment in Tingjiang basin,汀江流域土壤与沉积物金属污染的生态风险评价,采集了中国东南部福建省最大河流汀江的沉积物和土壤样品，以评估潜在的金属污染。采用微波辅助消解和电感耦合等离子体质谱仪（ICP-MS）测定了流域内2个土壤和3个沉积物样品的金属浓度。调查了13种元素的污染分布、污染状况以及冶炼厂的影响，并采用地累积指数和生态风险指数两种方法进行了风险评估。
P00863,"How anthropogenic activities affect soil heavy metal concentration on a broad scale: a geochemistry survey in Yangtze River Delta, Eastern China",人类活动如何在大范围内影响土壤重金属浓度：中国东部长江三角洲的地球化学调查,土壤重金属污染日益引起关注，但目前尚缺乏在大尺度上不同土地利用类型下不同区域土壤重金属分布状况的研究。本研究在无锡市惠山区和锡山区采集了873个表层土壤样品（0-20cm深度）。利用多元统计和空间分析方法识别了这两个地区的重金属污染水平和来源，并在论文中进行了讨论。特别是拥有众多工业园区的锡山区，土壤中重金属（尤其是汞）的浓度较高。两个地区中砷、铜、汞、铅和锌的浓度均高于相应的背景值，且锡山区的土壤汞超过了《中国土壤环境质量标准》的二级阈值。自然因素（如地质和成土因素）主要决定了惠山区土壤的重金属浓度，而人为活动（工业生产和排放）是锡山区土壤重金属污染的主要因素。惠山区林地的土壤重金属浓度较高，其中汞和砷达到了中度污染水平[富集因子(EF)≥2]，其他土地利用类型下未发生污染或污染极小。在锡山区，耕地、农村居住区和水下沉积物中的汞达到了中度污染水平(EF≥2)，而不同土地利用类型下的其他重金属水平较低(EF<2)。
P01692,Human health risk assessment of heavy metals in soil-vegetable system: A multi-medium analysis,土壤-蔬菜系统中重金属的人体健康风险评估：多介质分析,中国村庄附近的菜地正遭受来自农业、交通、采矿以及中国典型的当地私营家庭式工业等各种污染源造成的日益严重的重金属破坏。在中国浙江省三个经济发达地区采集了包括油菜、芹菜、卷心菜、胡萝卜、芦笋生菜、豇豆、西红柿和辣椒在内的268种蔬菜样品及其相应的土壤，并测定了所有样品中五种重金属（Pb、Cd、Cr、Hg和As）的浓度。采用美国环境保护署（US EPA）开发的健康风险评估方法来探讨土壤中种植蔬菜的重金属的潜在健康危害。结果表明，调查的蔬菜和相应土壤中的重金属污染是显著的。污染水平随金属和蔬菜类型而变化。重金属的最高平均土壤浓度分别为70.36 mg kg−1 Pb，47.49 mg kg−1 Cr，13.51 mg kg−1 As，0.73 mg kg−1 Cd和0.67 mg kg−1 Hg，而蔬菜中金属浓度与相应土壤的相关性较差。健康风险评估结果表明，饮食是主要的暴露途径，因此土壤样品中的重金属可能通过食物链传递造成潜在危害。总非致癌和致癌风险结果表明，从重金属摄入量增加对当地居民食品安全产生不利影响的风险来看，工业和废弃矿山附近的调查耕地不适合种植叶菜和根茎类蔬菜。铬和铅是造成非致癌风
P01694,A review of soil heavy metal pollution from mines in China: Pollution and health risk assessment,中国矿区土壤重金属污染综述：污染与健康风险评估,重金属污染已经蔓延到世界许多地方，特别是像中国这样的发展中国家。本文综述了文献中（2005-2012年）关于中国矿区重金属污染土壤的可用数据。基于这些获得的数据，本文评估了所收集矿区的土壤污染水平，并量化了这些污染物对人类健康构成的风险。为了评估这些潜在威胁等级，应用了地质累积指数以及美国环境保护局（USEPA）推荐的健康风险评估方法。结果不仅显示了所检查矿区的重金属污染的严重性，还显示了土壤重金属污染对公众构成的高致癌和非致癌风险，特别是对儿童和居住在重污染矿区附近的居民。为了为相关政府机构提供关键管理目标，基于污染和健康风险评估结果，镉、铅、铜、锌、汞、砷和镍被选为优先控制重金属；钨、锰、铅锌和锑矿被选为优先控制矿山类别；南方省份和辽宁省被选为优先控制省份。因此，本综述对中国矿区土壤重金属污染进行了全面评估，并提出了污染缓解和环境管理的政策建议。
