序号,英文标题,中文标题,中文摘要
P04599,"Sustainability Assessment and Source Apportionment of Soil Heavy Metals in a Mineral Aggregation Area of Datian County, South China",中国南方大田县矿业聚集区土壤重金属可持续性评估与源解析,土壤中的重金属污染，特别是在矿物聚集区，对生态系统健康和人类福祉构成了重大的可持续性挑战。本研究在中国南方大田县进行了土壤重金属的源解析和风险分析，以促进可持续的土地利用和污染减缓。我们从典型的矿物聚集区采集了103个表层土壤样品（0-20厘米），并使用地质统计学方法分析了重金属的浓度分布。采用地质累积指数（Igeo）和潜在生态风险指数（RI）评估污染水平和生态风险。研究结果表明，重金属浓度大大超过了福建省的背景值，其中镉（Cd）表现出严重的污染水平。Cd、Pb 和 Cu 构成中等至高度的生态风险。主要污染源包括金属冶炼企业、土壤母质、矿物开采和交通污染的混合源、大气沉降和农业污染。它们的贡献率分别为15.66%、17.72%、38.32%、8.25%和20.05%。利用结合地质统计学方法的主成分分析（PCA）和正定矩阵因子分解（PMF）模型，本研究提供了可靠的源识别并突出了土壤管理的可持续实践。这些结果为制定减轻重金属污染和增强该地区环境可持续性的策略提供了科学依据。
P04600,"The Identification of Soil Heavy Metal Sources and Environmental Risks in Industrial City Peri-Urban Areas: A Case Study from a Typical Peri-Urban Area in Western Laizhou, Shandong, China",工业城市城乡结合部土壤重金属源识别与环境风险：以中国山东莱州西部典型城乡结合区为例,近几十年来，土壤重金属污染已成为一种环境顽疾和研究课题。城乡结合部的土壤重金属污染更为严重和复杂。莱州市西部地区作为一个典型的拥有活跃工厂、农业和开采活动的工业城市，具有重要的研究价值，可以为工业城市城乡结合部重金属污染分析提供一个值得注意的例子。我们从莱州市西部城乡结合部采集了271个表层土壤样品（0-20厘米）。通过统计审查，可以看出As、Cd、Hg和Pb的浓度超过了当地背景浓度，变异系数的排序为Hg > 1 > Cd > 0.5 > Pb > Cu > As > Ni > Zn > Cr。随后，我们通过相关性分析、主成分分析和地统计分析研究了重金属的潜在来源，并根据现有的土地利用场景阐明了重金属的主要来源：PC1（As、Cd、Cu、Pb和Zn）主要源于农业活动、交通运输和工业生产；PC2（Cr和Ni）与土壤母质有关；PC3（Hg）归因于工业生产和露天采矿。根据内梅罗综合指数和潜在生态风险指数的分析，研究区域的土壤环境风险在可控范围内。然而，重金属在土壤中的持续富集应引起足够的重视，建议对该场地进行持续监测。本研究试图结合现有土地利用场景和统计方法来分析工业城市城乡结合部的重金属污
P04601,Toward Cross-Species Crop Se Content Prediction Using Random Forest Modeling,基于随机森林模型的跨物种作物硒含量预测,硒是人体必需的微量元素，在维持生命活动中发挥着重要作用。食用富硒作物是人体补硒的一种实用有效的方法。然而，作物中的硒含量受土壤硒含量及土壤中其他元素相互作用的影响。本研究选取中国青藏高原为研究区域。应用随机森林算法从29个土壤变量中筛选出硒、有效磷、镉和有效铜四个关键指标，用于预测油菜、小麦、马铃薯、牧草和菊花作物中的硒含量。结果表明，尽管青藏高原土壤硒资源丰富，但只有20%的作物样本达到了国家富硒标准（>0.07 mg kg−1）。与传统的多元线性回归方法相比，随机森林模型在预测作物硒含量方面更加准确、高效和可靠。在跨物种作物预测（指在同一农业环境中同时培育和分析多种不同作物物种）中，随机森林模型表现出优越的性能，标志着跨物种作物研究的重大突破。这种方法有效地消除了在同一地区对不同作物类型进行重复单独评估的繁琐过程，凸显了其创新意义。同时，被称为“世界屋脊”的青藏高原也具有巨大的研究价值。这些结果为富硒农田的规划和管理提供了宝贵的参考，有助于提高富硒作物的产量和质量，促进农民利益的增长。
P04602,Effects of Carbon-Based Modified Materials on Soil Water and Fertilizer Retention and Pollution Control in Rice Root Zone,碳基改性材料对水稻根区土壤水肥保持与污染控制的影响,为了寻求农田镉砷污染的适当稳定化和修复方案，选取中国西南地区某矿区典型污染土壤样品进行土箱模拟实验。研究设置了由稻壳与不同质量比氯化铁制备的改性生物炭（氯化铁与稻壳质量比分别为1:9 (LFB)、3:7 (MFB) 和 5:5 (HFB)）及对照组（BL），旨在探究碳基材料对土壤水肥流失、Cd和As生物有效性以及水稻生长期植物器官生物富集效应的影响。结果表明，生物炭的多孔结构和比表面积有效调节了土壤团聚体组成，提高了土壤持水能力。与BL处理相比，四种碳基材料控制模式下的土壤储水量增加了8.98%至14.52%。生物炭具有较强的离子交换性，能吸附土壤铵态氮、氮和磷酸基团，有效抑制土壤肥力流失。生物炭提高了土壤pH值，降低了交换态Cd的比例。此外，生物炭中的含氧官能团能与金属发生络合反应。经BC、LFB、MFB和HFB处理的土壤中，二乙烯三胺五乙酸（DTPA）提取态Cd浓度较BL处理分别降低了79.69%、72.92%、64.58%和69.27%。相反，氯化铁中的Fe3+在水解和氧化后与As结合形成无定形砷酸铁沉淀或不溶性次生矿物。因此，改性生物炭对As的固化效果优于单独施加生物炭。综上所
P04603,Screening of Suitable Mixed Grass Species and Seeding Rates of Four Native Grass Seeds in an Alpine Mining Area,高寒矿区四种本土草种的适宜混播草种及播种量筛选,针对高寒矿区生态恢复过程中适宜的混播草种和播种量尚不明确的问题，选取四种本土草种（青海草地早熟禾、青海冷地早熟禾、同德碱茅和甘肃马先蒿）作为试验材料，在木里矿区进行混播试验，分析了不同混播草种和播种量下植被覆盖度、生物量、牧草营养成分和土壤理化性质的变化，旨在为高寒矿区人工草地种植筛选适宜的混播草种和播种量提供数据参考和理论依据。结果表明，HF组合的植被覆盖度最高（97.33%），地上生物量最大（356.27 g·m−2）。与对照相比，HF的土壤有机质、全氮、全磷和全钾分别增加了37.05%、28.11%、34.68%和10.14%，差异显著（p < 0.05）。主成分分析发现，覆盖度、地上生物量、地下生物量、可溶性糖和土壤有机质含量等9个指标是评价的关键指标。通过对上述指标的隶属函数排序，发现HF的综合评价值最高（0.848）。综上所述，建议采用该混播组合进行高寒矿区生态恢复，该组合能有效促进植物生长发育，改善土壤理化性质，提高高寒矿区人工草地的稳定性和可持续性。
P04650,Ecological Risk and Pollution Assessment of Heavy Metals in Farmland Soil Profile with Consideration of Atmosphere Deposition in Central China,考虑大气沉降的中国中部农田土壤剖面重金属生态风险与污染评估,农业用地中的重金属（HM）已造成严重的环境问题，导致食物链严重污染并构成潜在的健康威胁。本研究旨在考虑大气沉降的情况下，调查中国中部农田土壤中重金属的污染水平和潜在生态风险。使用了几种指数来评估重金属的状态，并比较表层土壤与深层土壤。利用描述性统计、Pearson相关性和UMAP聚类方法识别重金属的特征。此外，采用逐步线性回归模型量化不同变量对重金属潜在生态风险的贡献。结果表明，表层土壤中Zn的平均含量（289.41 ± 87.72 mg/kg）高于深层土壤（207.62 ± 37.81 mg/kg），相关的Igeo（表层土壤1.622 ± 0.453，深层土壤1.183 ± 0.259）和PEI（表层土壤0.965 ± 0.292，深层土壤0.692 ± 0.126）指数的平均值也观察到类似差异。这表明表层土壤污染更严重。UMAP结果证实了表层土壤中重金属的高变异性，而PCA结果表明污染和生态风险指数的重要性。逐步线性模型显示，不同的变量结构对风险的贡献不同。总之，Cr和Zn被发现是当地农田土壤中的主要污染物，且在表层土壤中浓度较高。地累积和总潜在生态风险被归类为低风险。观察到表层土
P04653,Geochemical Distribution and Environmental Risks of Radionuclides in Soils and Sediments Runoff of a Uranium Mining Area in South China,华南某铀矿区土壤及沉积物径流中放射性核素的地球化学分布与环境风险,铀采矿活动导致了放射性核素的分布和吸收，这增加了环境介质中天然放射性核素的活度浓度，从而引起了人类健康风险的升高。本研究旨在评估中国华南典型花岗岩铀矿区表层土壤和河流沉积物中天然放射性核素的空间分布特征，并研究土壤和沉积物中天然放射性核素的地球化学特征以了解其迁移过程。238U、226Ra、232Th 和 40K 的活度浓度范围分别为 17-3925 Bq/kg、50-1180 Bq/kg、29-459 Bq/kg 和 240-1890 Bq/kg。露天采矿区及尾矿坝区域的这些放射性核素活度浓度最高。这种分布表明，由于这些特定区域的辐射暴露，存在较高的潜在健康风险。此外，这些地区的镭当量活度和年均性腺剂量当量（AGDE）值高于 ICRP (2021) 推荐的限值。238U 和 226Ra 呈显著相关（0.724），聚类分析显示有统计学意义（低于 5），表明它们在母岩风化和流域侵蚀过程中具有相似的行为，而 232Th 和 40K 的分布受岩石类型添加的影响。226Ra/238U、226Ra/232Th、238U/40K 和 226Ra/40K 的活度比变化表明，40K 比 226Ra 和
P04655,Identifying the Local Influencing Factors of Arsenic Concentration in Suburban Soil: A Multiscale Geographically Weighted Regression Approach,Identifying the Local Influencing Factors of Arsenic Concentration in Suburban Soil: A Multiscale Geographically Weighted Regression Approach,探索土壤砷(As)的局部影响因素和来源对于减少砷污染、保护土壤生态和确保人类健康至关重要。基于地理加权回归(GWR)，多尺度GWR(MGWR)考虑了解释变量的不同影响范围，因此采用了自适应带宽。它是许多领域中的有效模型，但尚未用于探索As的局部影响因素和来源。因此，本研究使用采集自中国东北黑土区的200个样本，检验了MGWR的有效性，揭示了As与环境变量之间的空间非平稳关系，并确定了As的局部影响因素和污染源。结果显示，49%的样本砷含量超过背景值，这些样本主要分布在该区域的中南部。MGWR通过自适应带宽表现优于GWR，残差的Moran's I较低，R2较高(0.559)。MGWR模型揭示了As与解释变量之间的空间异质关系。具体而言，在大多数点位，道路密度和全氮、粘粒和粉粒含量是主要或次要影响因素。距离工业企业的距离仅在少数点位是次要影响因素。因此推断As的主要污染源是交通和化肥，南部地区还包括工业排放。这些发现突出了考虑自变量自适应带宽的重要性，并展示了MGWR在探索土壤污染物局部来源方面的有效性。
P04656,Distribution and Risk Assessment of Organophosphate Esters in Agricultural Soils and Plants in the Coastal Areas of South China,中国南部沿海地区农田土壤和植物中有机磷酸酯的分布及风险评估,有机磷酸酯（OPEs）常在各种商业产品中用作阻燃剂和增塑剂。虽然最初被认为是溴系阻燃剂的替代品，但由于其对生物体的毒性作用，它们在一些国家受到了限制。我们在中国南部沿海的20个城市收集了37份土壤和作物样品，并在所有样品中检测到了OPEs。同时，我们研究了OPEs的污染状况及其潜在的人类健康风险。在土壤样品中，8种OPEs的混合浓度在74.7至410 ng/g之间，平均为255 ng/g。在植物样品中，8种OPEs的混合浓度在202至751 ng/g之间，平均浓度为381 ng/g。TDCIPP、TCPP、TCEP和ToCP是植物和土壤样品中的主要OPEs化合物。在研究区域内，污染物显示出不同的空间分布。值得注意的是，在广东省沿海农田土壤和广西壮族自治区的作物中发现了较高的OPEs。生态风险评估结果表明，中国南部沿海的农田土壤处于高或中等生态风险。通过摄入和皮肤接触途径，土壤中OPEs的平均非致癌风险和致癌风险在可接受范围内。同时，研究发现通过食物摄入OPEs的膳食摄入量相对较低，但比其他研究高两倍，需要引起重视。研究结果表明，人体风险评估表明，中国南部沿海地区土壤-植物系统中的OPE
P04658,"Temporal and Spatial Variation of Toxic Metal Concentrations in Cultivated Soil in Jiaxing, Zhejiang Province, China: Characteristics and Mechanisms",中国浙江嘉兴农田土壤中有毒金属浓度的时空变化：特征与机理,
P04659,Migration Patterns and Potential Risk Assessment of Trace Elements in the Soil–Plant System in the Production Area of the Chinese Medicinal Herb Scrophularia ningpoensis Hemsl.,玄参产地土壤-植物系统中微量元素的迁移规律及潜在风险评估,玄参在中药中占有重要地位。评估其原产地土壤-植物系统对确保药物安全至关重要。虽然某些微量元素是生物体正常功能所必需的，但接触较高浓度会对人体有害，因此为了评估玄参产地土壤-植物系统中微量元素对人体的潜在健康风险，我们采用非致癌风险（HI）和致癌风险（CR）进行评估。本文研究了土壤-玄参系统中的锰、铁、钴、锌、硒、钼、砷和铅。相关性和结构方程分析表明，根区土壤对植物的影响远大于非根区土壤。单因子污染指数显示，玄参产地土壤受到一定程度的污染，其中Pb在非根区和根区的平均Pi值最高，分别为0.94和0.89。此外，两个区域的内梅罗综合污染指数（PN）均处于警戒范围。在健康风险方面，接触非根区土壤产生的非致癌风险（HI）和致癌风险（CR）高于根区，尽管两个区域均无显著致癌风险。食用玄参叶和茎产生的潜在非致癌风险和致癌风险是根部的十倍以上。然而，土壤-玄参系统中土壤和目标植物的致癌风险值均未超过10^-4，因此不存在显著的致癌风险。
P04660,Evaluating the Response of the Soil Bacterial Community and Lettuce Growth in a Fluorine and Cadmium Co-Contaminated Yellow Soil,氟镉复合污染黄壤中土壤细菌群落和生菜生长的响应评估,镉(Cd)和氟(F)对植物和人类健康的影响引起了极大的公众关注，然而它们对植物和土壤细菌群落的联合效应尚未确定。本研究通过盆栽实验评估了外源F、Cd及其复合(FCd)对生菜生长和土壤细菌群落的影响。结果表明，生菜中的F和Cd浓度分别在63.69至219.45 mg kg−1和1.85至33.08 mg kg−1之间，且地上部的含量低于根部。此外，低污染水平对生菜生长没有明显影响，但当外源F和Cd分别超过300和1.0 mg kg−1时，对植物生物量产生协同负效应。16S rRNA基因测序结果表明，在门水平上最丰富的细菌群落是变形菌门(Proteobacteria)，在所有处理中的相对丰度范围为33.42%至44.10%。污染物对细菌丰富度影响不大，但影响了细菌群落的结构。主坐标分析(PCoA)显示，隔室和污染物是群落变异的最大贡献源，而方差分解分析(VPA)表明F和Cd协同影响了细菌群落。反过来，生菜植物可以通过增加根际中Oxyphotobacteria、Subgroup 6、Thermoleophilia和TK10类的相对丰度来增强对复合胁迫的抵抗力。
P04662,Cadmium Minimization in Grains of Maize and Wheat Grown on Smelting-Impacted Land Ameliorated by Limestone,石灰改良冶炼影响土地上玉米和小麦籽粒中镉的最小化,农业土壤中的镉污染已成为一个严重的问题，特别是其对植物性食物的潜在影响。土壤pH值的降低会加剧镉的活性，导致作物中镉的过度积累。虽然石灰施用已被证明是缓解中国南方酸性土壤中稻米镉积累的有效方法，但其在北方酸性土壤修复中的功效尚不清楚。本研究在锌矿冶炼影响农田（坐标33.92°N 112.46°E）上进行了多年的田间试验，以探索使用石灰控制小麦和玉米籽粒中镉积累的效果。结果表明，施用7.5吨/公顷的石灰按预期显著将土壤pH值从4.5提高到6.8。不同剂量的石灰施用（2.25、4.45和7.50吨/公顷）使土壤中镉的生物有效性降低了20-54%，小麦籽粒中的镉积累减少了5-38%，玉米籽粒减少了21-63%，且没有产量损失。修复效果至少持续了27个月，突显了石灰作为中国北方冶炼影响农田改良剂的潜力。
P04663,"Source Apportionment and Risk Assessment of Potentially Toxic Elements Based on PCA and PMF Model in Black Soil Area of Hailun City, Northeast China",基于PCA和PMF模型的中国东北海伦市黑土区潜在毒性元素源解析及风险评估,本研究评估了中国东北黑土带潜在毒性元素（PTE）的存在情况，该地区此前研究有限。我们从海伦市共河镇采集了304份土壤样品（0-20厘米），并采用单因子污染指数和内梅罗污染指数分析了PTE的污染程度。结果表明，砷、镉、铬、铜、汞、镍、铅和锌的平均浓度分别为11.16、0.11、65.29、22.56、0.03、27.07、26.09和66.01毫克/千克。通过相关性分析、主成分分析和正定矩阵因子分解进行源解析，确定了四个主要来源：自然源（33.2%）、灌溉源（29.5%）、燃料源（23.4%）和肥料源（13.2%）。生态风险指数表明存在轻微的生态风险，而人体健康风险显示非致癌风险可忽略不计，致癌风险在可接受范围内。我们的研究结果强调，需要优先控制来自肥料的PTE，特别是镉，以及在较小程度上控制灌溉和燃料来源，重点关注砷、铅和汞。这项研究旨在为政策制定者管理黑土中PTE污染的关键见解。
P04664,Health Risk Assessment of Heavy Metals in Agricultural Soils Based on Multi-Receptor Modeling Combined with Monte Carlo Simulation,基于多受体模型结合蒙特卡洛模拟的农业土壤重金属健康风险评价,本研究分析了海南岛土壤重金属的空间特征、污染源及风险。结果表明，重污染点占0.56%，轻度及以上污染点占15.27%，主要分布在研究区北部。主成分分析-绝对主成分得分-多元线性回归（APCS-MLR）和正定矩阵因子分解（PMF）揭示了重金属的四个来源：镉的农业污染源、砷的工矿污染源、锌和铅的交通污染源，以及铬、镍和铜的自然污染源。人体健康风险评价表明，成人和儿童的平均非致癌风险（HI）均在安全阈值内（<1），而Cr和Ni对人体健康构成致癌风险（CR）。此外，总非致癌风险（THI）表明重金属对儿童具有潜在的非致癌风险，而总致癌风险（TCR）仍然相对较高，主要位于研究区北部。蒙特卡洛模拟结果显示，所有重金属的非致癌风险（HI）均小于1，但儿童的总非致癌风险指数（THI）大于1，表明存在超过安全阈值的潜在健康风险。同时，儿童和成人的TCR值分别有近100%和99.94%超过 $1 \times 10^{-4}$，表明Cr和Ni是优先控制的重金属。研究结果为农业土壤重金属的防控提供了必要的科学依据。
P04665,"An Investigation into the Viability of Portable Proximal Sensor X-Ray Fluorescence Data for Assessing Heavy Metal Contamination in Urban Soils: A Case Study in Changchun, China",便携式近场传感器X射线荧光数据评估城市土壤重金属污染的可行性研究：以中国长春为例,为了验证便携式X射线荧光（pXRF）在城市土壤重金属快速原位检测中的适用性，并准确评估中国东北城市长春的土壤质量，本研究在长春主城区采集了164份土壤样本进行pXRF分析。利用主要稳定元素Si和Ti建立了基体效应校正模型，并预测了Cr、Cu、Zn、As和Pb的数值。实证结果表明，在校正模型下，pXRF土壤数据质量得到了不同程度的提升，成为相对可靠的数据集；改进程度依次为Cu > Pb > Cr > Zn > As。综合评估表明，长春市主要受重金属As、Pb和Cu的污染，主要来源为汽车制造和医药化工生产。这些发现与以往的研究相符，并在实际应用中取得了良好效果。这种快速、无损且经济的检测方法非常适用于大城市重金属的可持续监测与控制。本研究为城市土壤安全的快速大规模预测及当地人体健康保护提供了依据。
P04666,Trends in Heavy Metal Pollution in Agricultural Land Soils of Tropical Islands in China (2000–2024): A Case Study on Hainan Island,中国热带岛屿农用地土壤重金属污染趋势（2000–2024）：以海南岛为例,农业土壤中的重金属污染日益受到关注，但关于具有多熟种植制度的热带地区重金属污染时空趋势的研究仍然有限。本研究检查了2000年至2024年间发表的41项研究的数据，包括中国海南岛4122个采样点的206条记录，以调查重金属污染的空间分布和时间趋势。结果显示，海南岛农田表层土壤中Cd、Pb、As、Cr和Hg的平均浓度分别为0.12、28.28、4.36、63.98和0.075 mg/kg，均低于《农用地土壤污染风险管控标准》（GB 15618-2018）规定的风险筛选值。在空间上，重金属浓度显示出相当大的区域差异。Cd浓度在中部较低，但在岛屿的北部和南部较高。综合污染指数和潜在生态风险指数在北端和南端均有所升高，表明这些地区的污染更为严重。Pb和As显示出相似的空间模式，西部浓度较高，东部较低。相反，Cr在东北部浓度较高，在西南部较低。Hg水平在岛屿的北端和南端升高，尽管这些地区的总体污染和生态风险仍然相对较低。在时间上，过去二十年中，农业土壤中重金属的浓度总体上升，峰值出现在2017年至2023年之间。从2002年到2013年，变化幅度不大，而2014年至2016年之间的波动最大。在金属
P04667,Distribution Characteristics and Ecological Risk Assessment of Organophosphate Esters in Surface Soils of China,中国表层土壤中有机磷酸酯的分布特征及生态风险评估,以有机磷酸酯为代表的化学阻燃剂被广泛使用，并对环境产生严重影响。在本研究中，我们收集了近年来中国土壤中十种OPEs的暴露水平数据，并进行了生态风险评估。结果显示，中国不同地区OPEs的含量差异很大，在广东省和中国东北等高度城市化或工业化地区的暴露水平较高，平均值>200 ng/g。工商业地区土壤中OPEs含量明显高于其他地区，表明土壤中OPEs浓度与当地经济发展和工业化程度密切相关。同时，自2018年以来，报告OPEs及其暴露浓度的研究数量显著增加。通过生态风险评估发现，TCP、EHDPP和TEHP具有较高的生态风险。尽管部分OPEs（如TCIPP）总体生态风险水平较低，但其高暴露浓度仍值得关注。本研究详细介绍了中国土壤中OPEs污染的总体状况，可为生态环境监管提供参考。
P04702,Green and Sustainable Biochar for Coastal Wetlands Management: A Review to Achieve In Situ Remediation by Artificial Intelligence,绿色可持续生物炭用于滨海湿地管理：实现人工智能原位修复的综述,滨海湿地通常被称为“地球之肾”，受到了广泛关注。然而，它们正日益受到严重污染和入侵物种的影响。因此，确保绿色和可持续的污染物去除方法至关重要。生物炭在滨海湿地修复和管理中显示了其独特的优势和益处。此外，人工智能（AI）在环境领域的应用日益普遍，旨在提高环境保护和资源管理的效率和有效性。然而，人工智能辅助生物炭的原位修复机制尚不明确。本综述采用问题导向的方法，分析和解决问题，全面综述了最先进的生物炭生产、改性及其应用。本研究旨在通过集成AI系统，提高生物炭对复合污染沉积物的修复效率。此外，该研究强调了生物炭对植物生长、微生物活性以及土壤/沉积物健康的积极作用，以及其在滨海湿地管理中的适用性，表明生物炭作为滨海湿地修复和管理的有效方法具有巨大的潜力。
P04716,Effects of Ditch Water and Yellow River Irrigation on Saline–Alkali Characteristics of Soil and Paddy,沟水和黄河灌溉对土壤及水稻盐碱特性的影响,"本研究针对宁夏银北地区农业水资源短缺和丰富的沟水资源进行了调查。通过田间监测和室内检测方法，在宁夏平罗县（东经106°31′，北纬38°51′）研究了沟水和黄河灌溉对土壤及水稻盐碱特性的影响。除了监测沟水外，还建立了四个处理组：直接沟水灌溉（T1）、沟水与黄河水混合灌溉（T2）、沟水与黄河水交替灌溉（T3）以及仅用黄河水灌溉（CK）。结果表明：(1) 水稻生长期内采集的沟水水样盐度小于1.60 g/L，pH值低于8.62，因此被归类为微咸水。沟水灌溉的应用并未导致宁夏平罗县土壤盐碱化加重以及土壤和水稻中重金属的过量积累。(2) CK、T1、T2和T3处理的水稻产量分别为10,437.5、8,318.4、9,182.1和9,016.2 kg/hm2。与黄河灌溉相比，T1、T2和T3处理的水稻产量分别比CK低20.3%、12.1%和13.6%，且彼此之间差异微小。因此，在黄河流域水资源短缺的条件下，可以适当应用沟水进行混合或交替灌溉以确保粮食安全。这项研究揭示了沟水灌溉对土壤盐碱性质和水稻重金属含量的影响。"
P04717,"Accumulation, Source Apportionment, and Ecological-Health Risks Assessment of Topsoil Heavy Metals in Agricultural and Pastoral Areas in the Eastern Qaidam Basin, China",柴达木盆地东部农牧区表层重金属的累积、源解析及生态健康风险评估,农牧区表层土壤重金属污染威胁农牧业产量质量，危害区域生态安全与人体健康。本研究结合地球化学方法与正定矩阵因子分解模型（PMF），分析了Cd、Pb、As、Cu、Zn、Hg和Mn的累积、源解析及生态健康风险。结果表明，表层土壤中重金属呈现不同程度的富集和污染水平。除一个样品外，其余重金属浓度均在风险筛选值（RSVs）范围内。地累积指数（Igeo）和富集因子（EF）的综合评估指出Hg和Cd是主要污染物。PMF识别出四个重金属来源：自然地质、工业采矿、复合（多人为活动）和农业来源，贡献率分别为33.7%、41.0%、7.7%和17.6%。潜在生态风险主要由Hg的累积引起，其次是Cd。两组人群的非致癌风险均在可接受风险阈值之下，但Cd、As和Pb对不同人群的潜在致癌健康威胁不可忽视，特别是儿童。控制该区域重金属污染并恢复土壤清洁具有重要意义。
P04731,Application Progress and Prospects of Soil Column Experiments in the Research of Soil Heavy Metal Pollution,土柱实验在土壤重金属污染研究中的应用进展与展望,
P04757,Research Progress on Countermeasures of Soil Obstacle Factors in the Yellow River Flood Area of Northwestern Shandong Province,鲁西北黄泛区土壤障碍因子应对策略研究进展,"鲁西北黄泛区农田面临着盐碱、干旱和涝渍 种常见的土壤障碍因子,综述了 种土壤障碍因子对土壤性质和植物生长的危害,从植物生理和技术措施两个层面阐述了 种土壤障碍因子的应对策略研究进展,分析了土壤障碍因子应对研究中存在的问题,对鲁西北黄泛区农田土壤未来合理高效利用的研究方向进行了展望,以期为鲁西北黄泛区农田土壤的合理高效利用提供理论参考。"
P04844,A performance optimization method of multi-phase extraction for soil remediation based on multi-loops coordinated control,基于多回路协调控制的土壤修复多相抽提性能优化方法,
P04900,"Measurement report: Surface exchange fluxes of HONO during the growth process of paddy fields in the Huaihe River Basin, China",测量报告：中国淮河流域稻田生长过程中 HONO 的表面交换通量,土壤释放的亚硝酸(HONO)会影响对流层化学，是羟基自由基的主要前体物。然而，由于缺乏土壤-大气HONO交换通量的原位数据，人们对排放机制和活性氮预算的理解受到了限制。本文对淮河流域稻田的HONO和NOx通量进行了测量。整个实验涉及旋耕、漫灌、施肥、水稻种植生长和追肥等各种农业管理活动。HONO和NO表现出更多的向上通量，而NO2则沉降在地面上，平均小时通量分别为0.07 ± 0.22、0.19 ± 0.53和-0.42 ± 0.44 nmol m^-2 s^-1。在旋耕期间观察到HONO和NO通量持续峰值，并且它们显示出显著的相关性(R = 0.77)。此外，白天观察到HONO通量与J(NO2) × NO2的乘积之间存在显著相关性(R = 0.60)。结果表明，土壤生物排放和光驱动的NO2转化都可能活跃，共同影响HONO通量的日变化模式。源分析显示，未知HONO源(P_unknown)表现出白天高、夜间低的日变化模式。敏感性测试表明，地面上光增强的NO2转化可以充分解释P_unknown，而来自土壤排放通量的夜间HONO生成(范围0.32至0.79 ppbv h−1)可以充分解释夜间
P05236,Analysis of soil fertility and toxic metal characteristics in open‑pit mining areas in northern Shaanxi,陕北露天矿区土壤肥力与有毒金属特征分析,
P05259,Hyperspectral estimation of mercury content of soil in Oasis city in arid zones of China,中国干旱区绿洲城市土壤汞含量的高光谱估算,"汞（Hg）是对人体最有毒的重金属之一。测量土壤中汞含量的常规方法既费时又昂贵。为了选择一种基于高光谱遥感技术估算土壤汞含量的高效方法，本研究从中国西北部的乌鲁木齐市采集了85份土壤样本，以获取汞含量及相关高光谱数据。共使用了12种光谱变换方法对原始光谱数据进行处理，以选择显著波段。利用选定的显著波段，采用偏最小二乘回归（PLSR）、随机森林回归（RFR）和支持向量机回归（SVMR）建立了土壤汞含量的高光谱反演模型。结果表明，研究区域土壤中的汞含量显著高于其相应的背景值，明显富集。原始波段的谱变换可以有效降低背景噪声的干扰，提高光谱数据与土壤汞含量之间的相关性。基于对数一阶微分（LTFD–RFR）或倒数对数一阶微分（ATFD–RFR）的RFR模型具有最佳的反演效果，预测能力最高（R² = 0.856, RMSE = 0.002, MAE = 0.072）。LTFD–RFR或ATFD–RFR方法可作为绿洲城市土壤汞含量反演的手段。本工作的创新之处在于构建了能够准确估算干旱区城市土壤汞含量的高光谱反演模型。本研究结果可为土壤汞含量的高光谱估算提供技术支持。"
P05311,Assessment of Heavy Metal Pollution and Health Risks in a Government-Intervened Electronic Waste Dismantling Area in South China,中国南方政府干预电子废弃物拆解区重金属污染及健康风险评估,有效控制重金属污染需要对污染源有全面的了解。在本研究中，我们对华南地区一家电子废弃物回收设施土壤中的11种金属进行了彻底调查。通过结合统计分析和UNMIX模型确定了这些金属的来源。尽管有政府干预，我们的研究结果显示该地区镍、铜、锌、镉和铅存在显著污染。土壤重金属污染的主要来源被确定为拆除活动、交通排放和大气沉降。利用源风险评估模型，我们发现儿童比成年人面临更高的非致癌和致癌风险。值得注意的是，该研究区的总危险指数明显低于其他电子垃圾拆解城市。此外，总致癌风险比其他电子垃圾拆解城市以及工矿城市低一个数量级。
P05312,"Evaluation of Contamination and Ecological and Health Risk in Surface Soil and Crops Contaminated with Metalloids and Heavy Metals in Datun, China, “The World Tin Capital”",中国“世界锡都”大屯表层土壤和作物中类金属和重金属的污染、生态及健康风险评估,个旧（世界锡都）表层土壤中过量的重金属污染威胁着生态系统和人类健康。目前，土壤污染及其向典型作物可食用部分的迁移和积累需要深入考虑。本研究采用地累积指数、富集因子、单因子指数、内梅罗综合污染指数和潜在生态危害指数进行污染状况评估，采用多元统计分析（包括CA和PCA）进行源解析，并对作物摄入进行健康风险评估。结果表明：1) Cu、Pb、Zn、Cd 和 As 超过了土壤环境质量标准的二级标准（pH < 6.5）；2) 基于 Igeo 和 EF，Pb、Zn、Cd 和 As 污染相当严重；3) 基于单因子指数和内梅罗综合污染指数，Pb、Cd、As 和 Cu 污染处于极高水平；4) Cd、As、Hg 和 Pb 带来强烈的生态风险；5) 采矿活动显然是这些元素污染的原因；6) 在重金属中，Cd 在作物中积累最大，其次是 Hg、Zn 和 As；7) 番茄、萝卜、西葫芦和玉米的危害指数最低。
P05383,The role of topography feedbacks in enrichment of heavy metal elements in terrace type region,地形反馈在梯田区域重金属元素富集中的作用,
