序号,英文标题,中文标题,中文摘要
P02209,Divergent responses of soil organic carbon to afforestation,造林对土壤有机碳的响应差异,
P02298,The detoxification mechanisms of lowaccumulating and non-low-accumulating medicinal plants under Cd and Pb stress,低积累和非低积累药用植物在镉和铅胁迫下的解毒机制,
P02306,Application of clay minerals in remediation of heavy metal pollution in soil,粘土矿物在土壤重金属污染修复中的应用,
P02310,Research on heavy metal pollution remediation technology in farmland soil,农田土壤重金属污染修复技术研究,土壤是农业可持续发展的基础。经过近40年的经济快速发展和高度集约化的农业生产，我国农田土壤正面临严重的土壤重金属污染问题。中国农田土壤重金属污染形势不容乐观，对农产品安全生产和食品安全构成威胁。因此，土壤重金属污染的治理和修复受到了广泛关注。根据我国土壤污染的实际情况，土壤重金属污染的预防、控制和修复已成为一项重大国家需求。本文讨论了我国土壤重金属污染控制的现状及主要修复技术。针对各种修复技术的特点和不足，提出了重金属污染土壤修复技术的改进和发展方向，为土壤修复技术研究提供参考。
P02312,Evaluation of Heavy Metal Level in Soil of Typical Alpine Grassland Communities,典型高寒草地群落土壤重金属水平评价,目的：通过对典型高寒草地群落土壤中重金属的调查、测定和分析，分析了玛多县5种不同退化程度的高寒草原、玛曲县2种高寒草原、青海湖沿岸高寒荒漠、黄南地区高山灌木丛、高山湿地、高寒草甸等群落的土壤重金属状况，为典型高寒草地群落的生态保护措施提供科学指导，为高寒草地的可持续利用提供依据。方法：采用ICP-MS测定土壤样品中各种重金属的含量，并利用Excel通过单因子污染指数法、内梅罗综合污染指数法和潜在生态风险指数法分析重金属的污染状况。结果：(1)玛多、玛曲、青海湖和黄南的Cd含量分别为土壤环境背景值的1.74、0.97、1.84和1.06倍，玛曲的Hg含量为土壤环境背景值的1.36倍。玛曲Hg和Pb的变异系数以及青海湖Cd的变异系数均超过100%，处于高度变异程度，受人为影响较大。(2)4个样点中污染总指数最高的是玛多地区，为1.33。其次是黄南样点，指数值为0.86。玛曲样点的内梅罗综合污染指数为0.77。青海湖样点的指数值最低，为0.61。(3)最高的潜在生态危害指数在玛多，在0-10、10-20、20-30cm三层土壤中分别为96.96、103.58、102.46，玛曲在0-10、1
P02649,"Speciation, Transformation, and Accumulation of Manure-derived Cu and Zn in the Soil–Rice System",土壤-水稻系统中粪源铜和锌的形态、转化及累积,在中国，猪粪已成功用作大田作物的有机肥。在本研究中，我们利用水泥池小区试验，探究了不同猪粪（新鲜猪粪 [FM1]、堆肥猪粪 [FM2] 和干发酵床猪粪 [FM3]）来源的 Cu 和 Zn 在土壤-水稻系统中的形态变化和生物有效性。结果表明，施用猪粪后土壤 pH 值和碳含量增加。土壤中的 Cu 和 Zn 含量也显著增加，但保持在安全标准之内（FM3 中的 Cu 含量除外）。随着时间的推移，可交换态和碳酸盐结合态的 Cu 和 Zn 均减少，而铁锰氧化物形态和有机结合态的 Cu 和 Zn 增加并成为土壤中的主要组成部分。猪粪（尤其是 FM2）提高了水稻的生物量和产量。然而，FM3 导致水稻中 Cu 和 Zn 的大量积累。此外，谷粒中的 Cu 含量超过了中国食品卫生标准，但 Zn 含量仍低于安全浓度。综上所述，评估源自猪粪的 Cu 和 Zn 的潜在风险势在必行。虽然 Zn 水平可能会随着连续施用粪肥而达到极限浓度，但 Cu 比锌更容易超过安全标准。
P02654,Toleration and Accumulation of Cotton to Heavy Metal - Potential Use for Phytoremediation,棉花对重金属的耐受与富集——植物修复的潜在应用,重金属污染已成为全球范围内的一个关键问题。采取可持续的方法缓解重金属污染极为重要。植物修复已被证明是一种成本效益高、环境友好且美观的土壤修复替代方案。本文简要阐述了棉花对重金属的耐受性、吸收及其相应机制，并讨论了重金属残留的风险和社会经济效益，以进一步评估棉花种植用于重金属污染土壤植物修复的潜力。棉花植株具有相对较大的生物量和庞大的根系，表现出对重金属优异的耐受性和富集能力。棉花中的重金属残留量较低，特别是在棉花主要产品纤维中，重金属含量微乎其微。简而言之，棉花作为一种纤维作物，可成为重金属污染土壤植物修复的有希望的候选作物，这能最大限度地降低人类食物链污染的风险，并在生态和社会经济方面带来益处。
P02658,Study on Remediation of Cd-Contaminated Soil by Thermally Modified Attapulgite Combined with Ryegrass,热改性凹凸棒石结合黑麦草修复镉污染土壤的研究,本研究通过高温改性制备了热改性凹凸棒石，并利用扫描电镜(SEM)、X射线衍射(XRD)、傅里叶变换红外光谱(FT-IR)和比表面积测试(BET)进行了分析。结果表明，热改性凹凸棒石的晶相结构相比原土未发生变化，但吸附水和沸石水的含量减少，表面晶束结构更明显，比表面积增加。热改性后凹凸棒石对Cd的吸附能力提高，吸附机制主要是通过羟基和硅羟基与Cd的配位作用。在低浓度和高浓度Cd污染土壤中添加不同剂量的热改性凹凸棒石结合黑麦草进行修复，结果显示热改性凹凸棒石可以减少Cd在土层的纵向迁移和地下水污染风险，同时增加黑麦草的生物量并降低其地上部分的Cd浓度。当热改性凹凸棒石添加量为20 g·kg−1时，能显著提高黑麦草在低浓度和高浓度污染土壤中对Cd的总提取量。热改性凹凸棒石结合黑麦草的修复机制主要是提高土壤pH值和热改性凹凸棒石对Cd的表面吸附，从而降低土壤中交换态Cd的含量，提高土壤脲酶和过氧化氢酶的活性及土壤微生物菌群多样性，进而降低黑麦草中的丙二醛(MAD)含量和Cd对黑麦草的胁迫，增加黑麦草生物量。添加热改性凹凸棒石能有效解决黑麦草在高Cd污染土壤中无法正常生长的问题，并通过增加单位面
P02659,Release Characteristics of Manganese in Soil under Ion-absorbed Rare Earth Mining Conditions,离子吸附型稀土开采条件下土壤中锰的释放特征,使用高浓度硫酸铵淋滤剂开采离子吸附型稀土矿会改变土壤环境性质，从而诱导伴生重金属的释放。稀土矿区环境中已观察到严重的锰污染，但原矿土壤中锰的环境化学过程尚未被充分认识。在本研究中，顺序提取实验表明土壤中的锰包括酸可提取态、可还原态、可氧化态和残渣态，其中残渣态和可还原态是主要形态。根据释放动力学实验，锰的释放过程包括快速释放和慢速释放，受多种扩散机制控制，且可用Elovich方程最佳拟合。硫酸铵淋滤剂的处理可以降低可还原态的比例并增加残渣态的比例，但其他形态没有显著变化。此外，批次释放实验表明淋滤因素（淋滤剂的初始浓度和初始pH值，以及温度）会影响锰的释放。较低的pH值和较高的温度不利于锰的稳定性，并显著加剧释放量。过量的初始浓度对释放量有一定的抑制作用，但效果较弱。考虑到初始pH值和温度对锰释放的显著影响，在离子吸附型稀土开采过程中，控制淋滤剂的初始pH值并减少夏季高温时的开采规模是管理锰释放风险的关键措施。
P02745,"Tebeigai Soil Conditioner Can Increase Eggplant Yield, Reduce Heavy Metal Content and Improve Soil Acidification",特贝佳土壤调节剂可提高茄子产量，降低重金属含量并改善土壤酸化,
P02752,Advances in bioremediation of cadmium-contaminated soils,镉污染土壤生物修复的研究进展,
P02756,Research Progress on Farmland Soil Heavy Metal Pollution and Remediation Technologies in the Yangtze River Basin,长江流域农田土壤重金属污染及修复技术研究进展,农田污染直接影响作物的经济效益和粮食安全。近年来，中国农田土壤状况不容乐观，污染物以重金属为主。土壤是生物生存的基本条件，也是污染物最终熔融和解体的场所。中国的土壤污染治理工作迫在眉睫，土壤污染控制形势严峻。在国家倡导的经济转型过程中，应加强污染治理，大力研究推广土壤生态修复技术，从而有效防止土壤污染，满足中国可持续发展的需要。本文研究了长江流域农田土壤重金属污染及修复技术的研究进展，分析了长江流域代表城市农田土壤污染的现状，总结了重金属污染物的主要修复方法，特别是农田土壤中的修复方法。
P02758,"Distributions, Source and Pollution Status of Heavy Metals of Urban Soil in Xining, China",中国西宁市城市土壤中重金属的分布、来源及污染状况,近年来，随着西宁市城市化和工业化的快速发展，表层土壤受到了严重的重金属污染。然而，关于西宁表层土壤重金属污染的详细研究较少。我们从土壤层上部5厘米处采集了40个土壤样品，利用电感耦合等离子体质谱仪（ICP-MS）检测了土壤中Pb、Cu、Zn、Cd、As、Sb、Cr、Ni的浓度，并利用汞检测仪测试了Hg的浓度。与中国其他地区的土壤相比，西宁市城市土壤中的重金属浓度显著较高，Zn、Cd、Sb、Pb和Hg的平均值分别是其对应背景值的9.13、72.96、5.30、6.13和8.23倍。基于相关性分析、主成分分析（PCA）、聚类分析（CA）、空间分布格局分析和重金属比值分析的结果，我们发现Hg、As、Cu、Sb、Pb、Cd和Zn具有相似的模式，其热点区域主要与西宁的三个工业区有关，尤其是位于西宁西南部的甘河工业区，而Cr和Ni主要来源于自然源（西宁周围的黄土）。重金属富集因子（EF）进一步证实了源识别和污染程度。此外，风向分析表明，西南风和西北风将大量污染物从工业区输送到城市区域。本文结果清楚地强调，所有西宁人迫切需要共同控制工业排放/场地，同时修复严重污染的城市土壤。
P02799,A Collaborative Compound Neural Network Model for Soil Heavy Metal Content Prediction,一种协同复合神经网络模型用于土壤重金属含量预测,土壤重金属含量的预测是土壤重金属污染治理的重要组成部分，但往往被忽视。目前，关于土壤重金属含量预测的研究较少，选择一种高效的方法进行土壤重金属含量预测是一个亟待解决的问题。本文提出了一种协同复合神经网络模型（CCNN）来预测土壤重金属含量，该模型以小波神经网络（WNN）为基本预测模型，同时提出了一种并行鸟群算法（PBSA）来解决WNN的参数优化问题。基于鸟群算法（BSA），PBSA不仅增加了个体的聚集行为，而且采用基于适应度差比的正弦变换来进行乞丐的跟随行为，以提高全局优化能力；此外，还采用接受准则来比较更新后个体的适应度，以避免陷入局部最优。利用中国宁夏银川市和武汉六个新城区的土壤重金属含量数据分别进行了预测实验，通过与支持向量机（SVM）、径向基函数神经网络（RBFNN）、WNN和鸟群算法优化小波神经网络（BSA-WNN）进行比较，实验结果表明，CCNN的预测值更接近实际值，具有更好的预测性能。
P02825,Effects of Long-Term Straw Return on Soil Organic Carbon Storage and Sequestration Rate in North China Upland Crops: A Meta-Analysis,长期秸秆还田对中国北方旱地土壤有机碳储量和固碳速率的影响：一项Meta分析,土壤有机碳（SOC）对土壤肥力和气候变化缓解至关重要，通过适当的土壤管理（包括秸秆还田）可以在土壤中固存碳。本研究针对中国北方旱地农田，量化了几种肥料和秸秆还田处理对SOC储量和作物产量的影响。我们的长期田间实验Meta分析显示，秸秆还田引起的SOC储量响应大于单纯施用化肥。秸秆还田处理的年土壤固碳速率与年秸秆碳输入呈显著正相关。
P02829,Dramatic loss of inorganic carbon by nitrogen-induced soil acidification in Chinese croplands,中国农田氮诱导土壤酸化导致无机碳的剧烈流失,全球集约化作物生产系统，特别是中国，严重依赖氮肥施用，但超过50%的氮素残留于环境中。氮肥（过量）施用和大气氮沉降引起土壤酸化，土壤无机碳（SIC；碳酸盐）对酸化进行中和，并向大气释放二氧化碳（CO2）。本研究首次估算了1980年至2020年中国农田氮诱导土壤酸化导致的SIC库损失，并预测至2100年。1980年农田表层40厘米SIC储量为2.16 Pg C（16.3 Mg C ha-1），其中7%（0.15 Pg C；1.1 Mg C ha-1）在1980年至2020年间流失。在这40年中，700万公顷农田变得不含碳酸盐。如果氮肥施用照常（BAU情景），到2100年中国可能进一步损失37%的SIC储量，使3000万公顷农田（37.8%）不含碳酸盐。与BAU情景相比，2020年后氮输入减少15%-30%（情景S1和S2）将使碳酸盐溶解减少18%-41%。如果氮输入保持在2020年水平（S3）或每年减少1%（S4），预计碳酸盐溶解量将比BAU减少52%-67%。土壤中CaCO3的存在对酸缓冲、团聚体形成与稳定、有机质稳定、微生物及酶活性、养分循环与有效性以及水分渗透和植物生产力等多种过程
P02861,Nickel contamination of laterite soil by hydraulic fracturing flowback water: geochemical behaviour and policy implications,水力压裂返排水导致的红壤镍污染：地球化学行为及政策启示,压裂返排水的意外泄漏会导致严重的土壤污染。镍是返排水中常见的重金属成分之一。然而，Ni 在白云石衍生的红壤中的行为和机制尚不清楚。本研究选取了中国寒武纪白云石地层的红壤，利用柱实验和合成返排水研究了Ni的迁移。结果表明，Ni的行为受离子强度和土壤碳酸盐含量的影响。在白云石含量较低的红壤中，随着溶液pH降低和离子强度增加，土壤表面的正电荷增加，氯络合和竞争吸附反应增强，最终促进了Ni的迁移。含3%白云石土壤的回收率从10%增加到61%。在白云石含量较高的红壤中，Ni-Ca碳酸盐复盐和Ni-Al层状双氢氧化物的形成严重抑制了Ni的迁移。最大回收率为13%。一个包含线性平衡、非线性动力学和不可逆动力学机制的多反应和迁移模型有效地描述了两个红壤柱的穿透曲线，并捕捉了溶液组成对Ni迁移的影响。这些结果有助于理解和预测返排水意外泄漏到周围红壤区域后Ni的归趋，并为页岩气开发下的土壤污染管理政策提供参考。
P02942,"Concentrations, Spatial Distributions, and Sources of Heavy Metals in Surface Soils of the Coal Mining City Wuhai, China",中国煤炭城市乌海表层土壤中重金属的浓度、空间分布及来源,研究表明，矿区周围的土壤受到重金属的严重污染。本研究在中国内蒙古的煤炭城市乌海系统地采集了58个表层土壤样品。测定并统计分析样品中As、Hg、Cr、Ni、Cu、Zn、Cd和Pb的浓度。所有重金属的平均浓度均低于《中国土壤质量标准》规定的一级标准值。然而，许多样品中单个重金属的平均浓度超过了其背景值。利用普通克里金插值法分析了重金属的空间分布。利用正定矩阵因子分解模型确定了8种重金属的污染源并归因了各源的贡献。污染最严重的区域是乌海乌达区的五虎山矿点。结果表明，煤炭开采强烈影响了当地土壤的重金属污染。源解析结果表明，工业活动、大气沉降、农业活动和自然来源的贡献率分别为31.3%、26.3%、21.9%和20.5%。这清楚地表明，人为活动对该地区土壤重金属污染的贡献率明显高于自然来源。
P02944,"Health Risk Assessment of Heavy Metals in Soils before Rice Sowing and at Harvesting in Southern Jiangsu Province, China",中国江苏省南部地区水稻播种前及收获期土壤重金属健康风险评估,大米是中国最重要的主食作物之一，容易受到工业发展带来的重金属污染。本研究系统调查了中国江苏南部地区稻田土壤和不同水稻组织中重金属（Cr、Cd、Pb、Zn 和 Cu）和类金属（Hg 和 As）的浓度。采用潜在生态危害指数法和体外模拟试验评估了重金属对当地居民健康的影响。结果显示，在水稻播种前和收获期，Er值的大小顺序为Er(Cd) > Er(Hg) > Er(As) > Er(Pb) > Er(Cu) > Er(Cr) > Er(Zn)。基于潜在生态危害指数，重金属的低风险指数值（分别为91.63和30.29）表明研究区域在这两个阶段处于低风险。根据Tessier五步连续提取法测定，重金属化学形态的比例为：残渣态 > 有机物结合态 > 铁锰氧化物结合态 > 碳酸盐结合态 > 可交换态。累积和转运因子值的顺序为Cd (3.16) > Cu (0.42) > Zn (0.28) > Pb (0.25) > As (0.07) > Cr (0.04) > Cr (0.03)，且部位分布为根 > 茎 > 叶。体外模拟试验表明，研究区成人和儿童通过土壤-口腔途径摄入的Pb和Cd的日摄入量均未超过W
P02954,Soil Microbial Biogeography: Recent Advances in China and Research Frontiers in the World,土壤微生物生物地理学：国内进展与国际前沿,土壤微生物生物地理学是研究土壤中微生物空间分布格局及其随时间变化的一门科学，是土壤微生物学和微生物生态学等领域的研究前沿。近年来，尽管土壤微生物生物地理学研究取得了巨大进展，目前仍面临诸多难题与挑战。本文简要回顾了土壤微生物生物地理学的发展历程，重点介绍近年来我国在森林、草地和农田生态系统中土壤微生物生物地理学研究的主要进展。同时进一步阐述了目前土壤微生物生物地理学研究的国际前沿方向，包括微生物群落空间分布及其驱动机制、群落构建过程与共存网络、微生物地理分布与生态系统功能的关联以及预测微生物群落对全球变化的响应。最后，对土壤微生物生物地理学未来的研究方向进行了展望，强调了清晰的微生物物种定义、微生物群落的时间动态、多组学与合成生物学技术以及高精度的预测模型在土壤微生物生物地理学研究中的重要性。
P02960,Evolution Characteristics of the Conversion Threshold of Different Potassium Forms in Two Typical Paddy Soils,两种典型水稻土在发生过程中不同形态钾转化阈值的演变特征和影响因素,【目的】在过去几十年里，土壤钾研究所受的关注要远低于氮和磷。由于作物需求量大而施用量相对较少，农田钾素流失是一个普遍问题。中国可溶性钾资源相对匮乏，自给率低且高度依赖进口，导致钾肥成本高昂。鉴于钾在作物生产中的重要性以及施用钾肥的成本和环境后果，未来农业生产中值得重视矿物钾。研究发现，水稻土中层状硅酸盐富钾矿物具有独特的释钾机制。然而，目前关于水稻土形成过程中不同形态钾转化阈值的变化及影响因素缺乏系统研究，这大大限制了水稻土钾转化模型的建立与发展。【方法】本研究选取“富钾”的紫色水稻土和“贫钾”的红壤性水稻土，通过时间序列分析，调查其形成过程中不同形态钾转化阈值的演变特征和影响因素，旨在为降低稻田对可溶性钾肥的依赖提供理论支持。【结果】对于“富钾”紫色水稻土，传统稻作在早期（0-20年内）显著降低了耕层水溶态钾和交换性钾的总量（约降低28%）。此后，水溶态钾与交换性钾之间、交换性钾与非交换性钾之间的转化阈值相对稳定，分别稳定在61±4 mg·kg⁻¹和106±9 mg·kg⁻¹之间。对于“贫钾”红壤性水稻土，在种稻早期（0-100年内），水溶态钾和交换性钾的总量也显著降低并达到很低水平
P03000,"Potentially toxic element (PTE) levels in maize, soil, and irrigation water and health risks through maize consumption in northern Ningxia, China",宁夏北部玉米、土壤和灌溉水中潜在有毒元素(PTE)水平及玉米消费的健康风险,背景：工农业活动导致当地环境中潜在有毒元素(PTEs)水平升高。PTEs可通过食物链进入人体，对居民构成严重健康风险。本研究检测了玉米、土壤和灌溉水中的PTE水平，并评估了通过食用玉米带来的健康风险。方法：在中国宁夏北部采集了玉米、土壤和灌溉水样品。应用电感耦合等离子体发射光谱法测定了六种PTEs的含量。使用生物富集因子反映金属从土壤向玉米的转移潜力。通过确定性和概率性评估评估了与玉米消费相关的健康风险。进行了敏感性分析以确定对健康风险结果影响最大的变量。结果：玉米中Pb和Cr的含量超标，而土壤和灌溉水中的PTE含量未超标。玉米中六种PTEs的生物富集因子值均低于1，顺序为Cd > Zn = As > Cr > Cu > Pb。所有居民的危害指数(0.0986)远低于1，表明没有明显的非致癌风险。致癌风险值为3.261x10^-5，低于美国环境保护署(USEPA)建议的1x10^-4的最大可接受水平。女性的风险高于男性，20岁以下年龄组在所有评估组中风险最大。约0.62%的居民超过了非致癌风险水平，而8.23%超过了致癌风险水平。As浓度和玉米日摄入量对非致癌风险结果的贡献分别为35.
P03067,Soil Organic Carbon and Its Influencing Factors,土壤有机碳及其影响因素,文章综述了土壤有机碳的赋存状态及其变化对地球碳汇的影响，重点分析了影响土壤有机碳的气候、土层深度、母质、地形、粘粒含量、时间、植被等因子的作用；提出了增强土壤有机碳库存的措施，主要有保护性耕作、提高土壤微生物的活性、施肥管理、退化土壤修复、灌溉等，预测了未来土壤有机碳研究的主要方向。
P03114,Soil Microbiome and Soil Health,土壤微生物组与土壤健康,"摘要 土壤健康在保障粮食安全和维持陆地生态系统功能方面起到举足轻重的作用, 是农业可持续发展之本. 土壤作为一个动态生命系统, 其健康与土壤微生物组息息相关. 土壤微生物组通过自身代谢参与元素循环和污染物降解等过程, 同时在增强根际免疫, 提高土壤肥力和作物产量方面扮演关键的角色, 对土壤健康乃至人类健康具有重要意义. 由于土壤生态系统的复杂性, 目前对土壤微生物组与土壤健康关系的认知仍比较缺乏, 不利于土壤健康的维持和提升. 因此, 本文围绕元素循环、污染消解和土传病害防控等三大土壤生态功能, 系统梳理了土壤微生物组在维持和提升土壤健康中的重要作用, 归纳了土壤微生物组作为评价土壤健康指标的研究进展, 提出了利用土壤微生物组调控土壤健康的新途径. 本文最后对土壤微生物组与土壤健康研究进行了展望, 以期对维护土壤健康, 改善土壤生态系统功能以及保障粮食安全提供科学依据."
P03193,"Spatial distribution, pollution, and health risk assessment of heavy metal in agricultural surface soil for the Guangzhou-Foshan urban zone, South China",中国广州-佛山都市圈农业表层土壤重金属的空间分布、污染及健康风险评价,在过去的几十年中，农业土壤中的重金属污染及其对人类健康的影响已成为最重要的全球环境问题之一。本研究测量了从广州-佛山都市圈农业区域采集的402个土壤样品中的重金属（Cu、Pb、Zn、Cr、Cd、Ni、As、Hg）浓度。使用地累积指数和潜在生态风险指数评估了土壤重金属污染。采用美国环保局（USEPA）提出的剂量反应模型估算农业土壤中重金属引起的潜在健康风险。结果表明：1）Cd和Hg是研究区农业土壤中的主要重金属污染物。分别有89.1%和93.3%的总土壤样品遭受由Cd和Hg引起的中度至重度潜在生态风险。2）THI和TCR分别大于1.0和1.0×10−4，表明农业土壤中的重金属可能会对研究区的公众构成非致癌和致癌风险，这两种风险主要由农产品摄入引起。非致癌风险主要由Cr和As引起，而致癌风险主要来自Cr、Cd和As。
P03195,"Heavy metal pollution and ecological risk assessment in brownfield soil from Xi’an, China: An integrated analysis of man-land interrelations",中国西安棕地土壤重金属污染及生态风险评价：人地关系的综合分析,城镇化的核心是土地利用变化，导致城市扩张和城市人口爆炸。土地资源短缺和生态环境破坏问题日益突出。土地利用变化和人类活动可直接导致城市土壤污染。本研究分析了西安氯碱化工厂原址（棕地）中Cd、Cr、Cu、Ni、Pb、Zn、Hg和As的浓度。结果显示，研究区内Hg、Pb和Zn的浓度明显高于土壤背景值。通过污染指数（PI）法和地累积指数法，将不同区域（A、B、C、D）的26个样点分为不同的污染等级。CPI结果显示9个样点受到重度污染，占总数的34.6%，其中6个位于A区。12个样点未受污染。单一重金属的平均Igeo值排序为Hg (1.83) > Zn (1.26) > Pb (0.33)。Hg污染相对严重且广泛，特别是在A区，主要由化工厂产生的历史污染造成。各点位Pb污染差异较大，受汽车相关活动影响，样点15和16的Igeo(Pb)均超过4.00。各区域的平均潜在生态风险（PER）排序为A (1428) > B (297) > D (249) > C (163)。生态风险同时由历史上的工业生产和当前的人类活动决定。人与地相互依存、相互作用。理解城市土地利用和生态环境中人地关系的机制，将促进城市
P03196,Contrast in soil microbial metabolic functional diversity to fertilization and crop rotation under rhizosphere and non-rhizosphere in the coal gangue landfill reclamation area of Loess Hills,黄土丘陵区煤矸石充填复垦区根际与非根际土壤微生物代谢功能多样性对施肥和作物轮作的响应对比,在黄土丘陵区的煤矸石充填复垦区，复垦土壤质量极差，微生物活性较弱。本研究对农田复垦后的第四年和第五年进行了研究，对比分析了中国山西省古交屯兰地区大豆（S）和玉米（M）轮作体系中，有机无机配施（OF）、单施无机肥（F）、单施有机肥（O）和对照（CK）处理下，根际（R）和非根际（S）土壤微生物的变化及碳源利用特征。利用Biolog-EcoPlate技术从土壤微生物代谢功能的角度分析了土壤特征变化的机制，为该地区的复垦和生态重建提供了理论依据。大豆和玉米根际微生物的平均颜色变化（AWCD）吸光度和Shannon-Wiener指数值均高于非根际微生物，且施肥处理的平均值高于CK。主成分分析显示，影响大豆根际和非根际土壤群落功能多样性的主要碳源是a-环糊精、a-D-乳糖、ß-甲基D-葡萄糖苷和葡萄糖-1-磷酸及L-苯丙氨酸，而影响玉米根际和非根际土壤群落的主要碳源是D-纤维二糖、葡萄糖-1-磷酸、ß-甲基D-葡萄糖苷、甲基丙酮酸、D-半乳糖酸内酯、D-甘露醇、N-乙酰-D-葡萄糖胺、D-半乳糖醛酸和L-丝氨酸。玉米季非根际土壤碳源的综合利用评分比大豆季有所提高，其中OF处理下的最大增幅为1.09
P03221,Effects of ageing on the surface characteristics and Cu(II) adsorption behaviour of rice husk biochar in soil,老化对土壤中稻壳生物炭表面特征及Cu(II)吸附行为的影响,评估了土壤中稻壳生物炭在老化过程中的性质及其对Cu(II)吸附容量的影响。将稻壳生物炭置于布袋中，埋入装满土壤的塑料培养箱中0-240天。然后对老化后的生物炭进行表征，并在批吸附实验中将其吸附能力与对照组（未老化）生物炭进行比较。基于元素组成、扫描电子显微镜（SEM）耦合能量色散X射线光谱（EDS）、漫反射红外傅里叶变换红外光谱（DRIFTS）和X射线光电子能谱（XPS），分析了老化前后生物炭的结构组成和形态。在老化过程中，生物炭表面的O浓度、原子O/C比以及羧基和羟基官能团增加，共同表明了氧化作用。在生物炭颗粒内部，O/C比向其外表面逐渐增加。此外，老化超过120天促进了Cu(II)的吸附，因为含氧基团能够发展。在土壤中老化240天后，生物炭的最大吸附容量增加了1.24至1.32倍。研究表明，生物炭表面性质在环境暴露期间逐渐改变，老化的稻壳生物炭在Cu(II)吸附方面表现出增强的性能。然而，作为土壤修复剂或调理剂的老化生物炭的性能将受到老化过程和不同土壤组分之间相互作用的影响。因此，需要进一步研究来评估这些复杂的影响。
P03223,"Source apportionment of soil contamination based on multivariate receptor and robust geostatistics in a typical rural–urban area, Wuhan city, middle China",基于多受体模型和稳健地统计学的中国中部武汉市典型城乡结合部土壤污染源解析,"本研究在中国典型的城乡结合地区东西湖区采集了57个表层土壤样品，分析了6种重金属（Ni, Pb, As, Cu, Cd, Hg）的成因和影响。采用富集因子、多元统计和地统计学方法研究了污染的空间格局，并识别了优先关注的污染物、区域及来源。研究根据城市发展和土地利用特征，将研究区域创新性地划分为中心城区、半城市化和农村地区。结果显示，潜在生态风险评价的污染程度为 Hg>Ni>Cu>As>Cd>Pb，且半城市化区域 > 城市中心 > 农村地区。基于提出的综合源识别方法的结果表明，As可能来源于农业源（33.99%），Pb与大气沉降有关（50.11%），Cu与工业源1相关（45.97%），Cd主要来自工业源2（42.97%），Hg主要来自工业源3（56.22%）。城市化过程中的半城市地区污染需要更多关注。"
P03227,Spatial distribution and risk assessment of toxic metals in agricultural soils from endemic nasopharyngeal carcinoma region in South China,华南鼻咽癌高发区农业土壤中有毒金属的空间分布及风险评估,四会市（华南）受鼻咽癌（NPC）影响较大。为了调查土壤中有毒金属与四会鼻咽癌发病率之间的关系，本研究从农田中采集并分析了119个表层土壤样品。龙江（高发区）的土壤砷-铬含量显著低于威正和江林（低发区），而龙江的土壤铅含量显著高于威正。土壤的内梅罗污染指数（PI_N）依次降低：江林 > 威正 > 龙江。镉的富集因子（EF）表明镉的富集是由人类活动造成的。潜在有毒金属相关的生态风险值依次降低：江林 > 威正 > 龙江。龙江的平均危害指数（HI）值低于威正和江林。研究区域的土壤有毒金属对成人没有不良的非致癌健康影响。砷和铬通过摄入和皮肤接触产生的致癌风险以及总致癌风险处于警告范围内（10^-6 到 10^-4）。因此，我们建议土壤中的有毒金属可能不是四会鼻咽癌高发的主要地球化学致癌因素。
P03232,"Human Health Risk Assessment of Organophosphate Esters in Urban Topsoils of Shenyang, China",中国沈阳城市表层土壤中有机磷酸酯的人体健康风险评估,本研究评估了中国沈阳城市表层土壤中有机磷酸酯（OPEs）的人体健康风险。共采集并分析了74个表层土壤样品，浓度范围为0.0387至0.9522 mg/kg。沈阳东部和西部的OPE浓度较高，而北部和南部较低。成人和儿童的致癌风险和非致癌风险均远低于可接受水平。TCEP是最重要的致癌物，而TCPP、EHDPP和TiBP是最重要的非致癌物。
P03233,"Heavy Metals Pollution Characteristics and Health Risk Assessment of Farmland Soils and Agricultural Products in a Mining Area of Henan Province, China",中国河南省某矿区农田土壤及农产品重金属污染特征与健康风险评估,本研究重点关注中国河南省某矿区周围的土壤污染及健康风险。分析了农田土壤和农产品中的重金属含量。结果表明，矿区土壤受到不同程度的重金属污染，农田土壤中重金属的平均浓度超过了河南省的背景值。镉是土壤中的主要污染物。矿区附近农田种植的农产品受到镉和铅的严重污染，并受到铬的轻微污染。此外，基于美国环境保护署（USEPA）健康风险评估模型，评估了当地居民通过食物摄入途径的健康风险。结果表明，当地居民通过食用这些蔬菜摄入镉和铅面临较高的潜在健康风险。无论是成人还是儿童，叶菜类蔬菜在所有农产品中的健康风险最高，表明食用受污染的农产品会带来很高的健康风险。此外，由于儿童对食物摄入中的重金属更为敏感，我们应更加重视对此类地区儿童健康的监测。
