sample_id,split,fold,split_strategy,split_version
13164,train,1,GroupKFold_DOI,v0.7
13165,train,1,GroupKFold_DOI,v0.7
13166,train,1,GroupKFold_DOI,v0.7
13167,train,1,GroupKFold_DOI,v0.7
13168,train,1,GroupKFold_DOI,v0.7
13169,train,1,GroupKFold_DOI,v0.7
13170,train,1,GroupKFold_DOI,v0.7
13171,train,1,GroupKFold_DOI,v0.7
13172,train,1,GroupKFold_DOI,v0.7
13173,train,1,GroupKFold_DOI,v0.7
13174,train,1,GroupKFold_DOI,v0.7
13175,train,1,GroupKFold_DOI,v0.7
13176,train,1,GroupKFold_DOI,v0.7
13177,train,1,GroupKFold_DOI,v0.7
13178,train,1,GroupKFold_DOI,v0.7
13179,train,1,GroupKFold_DOI,v0.7
13180,train,1,GroupKFold_DOI,v0.7
13181,train,1,GroupKFold_DOI,v0.7
13182,train,1,GroupKFold_DOI,v0.7
13183,train,1,GroupKFold_DOI,v0.7
13184,train,1,GroupKFold_DOI,v0.7
13185,train,1,GroupKFold_DOI,v0.7
13186,train,1,GroupKFold_DOI,v0.7
13187,train,1,GroupKFold_DOI,v0.7
13188,train,1,GroupKFold_DOI,v0.7
13189,train,1,GroupKFold_DOI,v0.7
13190,train,1,GroupKFold_DOI,v0.7
13191,train,1,GroupKFold_DOI,v0.7
13192,train,1,GroupKFold_DOI,v0.7
13193,train,1,GroupKFold_DOI,v0.7
13194,train,1,GroupKFold_DOI,v0.7
13195,train,1,GroupKFold_DOI,v0.7
13196,train,1,GroupKFold_DOI,v0.7
13197,train,1,GroupKFold_DOI,v0.7
13198,train,1,GroupKFold_DOI,v0.7
13199,train,1,GroupKFold_DOI,v0.7
13200,train,1,GroupKFold_DOI,v0.7
13201,train,1,GroupKFold_DOI,v0.7
13202,train,1,GroupKFold_DOI,v0.7
13203,train,1,GroupKFold_DOI,v0.7
13204,train,1,GroupKFold_DOI,v0.7
13205,train,1,GroupKFold_DOI,v0.7
13206,train,1,GroupKFold_DOI,v0.7
13207,train,1,GroupKFold_DOI,v0.7
13208,train,1,GroupKFold_DOI,v0.7
13209,train,1,GroupKFold_DOI,v0.7
13210,train,1,GroupKFold_DOI,v0.7
13211,train,1,GroupKFold_DOI,v0.7
13212,train,1,GroupKFold_DOI,v0.7
13213,train,1,GroupKFold_DOI,v0.7
13214,train,1,GroupKFold_DOI,v0.7
13215,train,1,GroupKFold_DOI,v0.7
13216,train,1,GroupKFold_DOI,v0.7
13217,train,1,GroupKFold_DOI,v0.7
13218,train,1,GroupKFold_DOI,v0.7
13219,train,1,GroupKFold_DOI,v0.7
13220,train,1,GroupKFold_DOI,v0.7
13221,train,1,GroupKFold_DOI,v0.7
13222,train,1,GroupKFold_DOI,v0.7
13223,train,1,GroupKFold_DOI,v0.7
13224,train,1,GroupKFold_DOI,v0.7
13225,train,1,GroupKFold_DOI,v0.7
13226,train,1,GroupKFold_DOI,v0.7
13227,train,1,GroupKFold_DOI,v0.7
13228,train,1,GroupKFold_DOI,v0.7
13229,train,1,GroupKFold_DOI,v0.7
13230,train,1,GroupKFold_DOI,v0.7
13231,train,1,GroupKFold_DOI,v0.7
13232,train,1,GroupKFold_DOI,v0.7
13233,train,1,GroupKFold_DOI,v0.7
13234,train,1,GroupKFold_DOI,v0.7
13235,train,1,GroupKFold_DOI,v0.7
13236,train,1,GroupKFold_DOI,v0.7
13237,train,1,GroupKFold_DOI,v0.7
13238,train,1,GroupKFold_DOI,v0.7
13239,train,1,GroupKFold_DOI,v0.7
13240,train,1,GroupKFold_DOI,v0.7
13241,train,1,GroupKFold_DOI,v0.7
13242,train,1,GroupKFold_DOI,v0.7
13243,train,1,GroupKFold_DOI,v0.7
13244,train,1,GroupKFold_DOI,v0.7
13245,train,1,GroupKFold_DOI,v0.7
13246,train,1,GroupKFold_DOI,v0.7
13247,train,1,GroupKFold_DOI,v0.7
13248,train,1,GroupKFold_DOI,v0.7
13249,train,1,GroupKFold_DOI,v0.7
13250,train,1,GroupKFold_DOI,v0.7
13251,train,1,GroupKFold_DOI,v0.7
13252,train,1,GroupKFold_DOI,v0.7
13253,train,1,GroupKFold_DOI,v0.7
13254,train,1,GroupKFold_DOI,v0.7
13255,train,1,GroupKFold_DOI,v0.7
13256,train,1,GroupKFold_DOI,v0.7
13257,train,1,GroupKFold_DOI,v0.7
13258,train,1,GroupKFold_DOI,v0.7
13259,train,1,GroupKFold_DOI,v0.7
13260,train,1,GroupKFold_DOI,v0.7
13261,train,1,GroupKFold_DOI,v0.7
13262,train,1,GroupKFold_DOI,v0.7
13263,train,1,GroupKFold_DOI,v0.7
13264,train,1,GroupKFold_DOI,v0.7
13265,train,1,GroupKFold_DOI,v0.7
13266,train,1,GroupKFold_DOI,v0.7
13267,train,1,GroupKFold_DOI,v0.7
13268,train,1,GroupKFold_DOI,v0.7
13269,train,1,GroupKFold_DOI,v0.7
13270,train,1,GroupKFold_DOI,v0.7
13271,train,1,GroupKFold_DOI,v0.7
13272,train,1,GroupKFold_DOI,v0.7
13273,train,1,GroupKFold_DOI,v0.7
13274,train,1,GroupKFold_DOI,v0.7
13275,train,1,GroupKFold_DOI,v0.7
13276,train,1,GroupKFold_DOI,v0.7
13277,train,1,GroupKFold_DOI,v0.7
13278,train,1,GroupKFold_DOI,v0.7
13279,train,1,GroupKFold_DOI,v0.7
13280,train,1,GroupKFold_DOI,v0.7
13281,train,1,GroupKFold_DOI,v0.7
13282,train,1,GroupKFold_DOI,v0.7
13283,train,1,GroupKFold_DOI,v0.7
13284,train,1,GroupKFold_DOI,v0.7
13285,train,1,GroupKFold_DOI,v0.7
13286,train,1,GroupKFold_DOI,v0.7
13287,train,1,GroupKFold_DOI,v0.7
13288,train,1,GroupKFold_DOI,v0.7
13289,train,1,GroupKFold_DOI,v0.7
13290,train,1,GroupKFold_DOI,v0.7
13291,train,1,GroupKFold_DOI,v0.7
13292,train,1,GroupKFold_DOI,v0.7
13293,train,1,GroupKFold_DOI,v0.7
13294,train,1,GroupKFold_DOI,v0.7
13295,train,1,GroupKFold_DOI,v0.7
13296,train,1,GroupKFold_DOI,v0.7
13297,train,1,GroupKFold_DOI,v0.7
13298,train,1,GroupKFold_DOI,v0.7
13299,train,1,GroupKFold_DOI,v0.7
13300,train,1,GroupKFold_DOI,v0.7
13301,train,1,GroupKFold_DOI,v0.7
13302,train,1,GroupKFold_DOI,v0.7
13303,train,1,GroupKFold_DOI,v0.7
13304,train,1,GroupKFold_DOI,v0.7
13305,train,1,GroupKFold_DOI,v0.7
13306,train,1,GroupKFold_DOI,v0.7
13307,train,1,GroupKFold_DOI,v0.7
13308,train,1,GroupKFold_DOI,v0.7
13309,train,1,GroupKFold_DOI,v0.7
13310,train,1,GroupKFold_DOI,v0.7
13311,train,1,GroupKFold_DOI,v0.7
13312,train,1,GroupKFold_DOI,v0.7
13313,train,1,GroupKFold_DOI,v0.7
13314,train,1,GroupKFold_DOI,v0.7
13315,train,1,GroupKFold_DOI,v0.7
13316,train,1,GroupKFold_DOI,v0.7
13317,train,1,GroupKFold_DOI,v0.7
13318,train,1,GroupKFold_DOI,v0.7
13319,train,1,GroupKFold_DOI,v0.7
13320,train,1,GroupKFold_DOI,v0.7
13321,train,1,GroupKFold_DOI,v0.7
13322,train,1,GroupKFold_DOI,v0.7
13323,train,1,GroupKFold_DOI,v0.7
13324,train,1,GroupKFold_DOI,v0.7
13325,train,1,GroupKFold_DOI,v0.7
13326,train,1,GroupKFold_DOI,v0.7
13327,train,1,GroupKFold_DOI,v0.7
13328,train,1,GroupKFold_DOI,v0.7
13329,train,1,GroupKFold_DOI,v0.7
13330,train,1,GroupKFold_DOI,v0.7
13331,train,1,GroupKFold_DOI,v0.7
13332,train,1,GroupKFold_DOI,v0.7
13333,train,1,GroupKFold_DOI,v0.7
13334,train,1,GroupKFold_DOI,v0.7
13335,train,1,GroupKFold_DOI,v0.7
13336,train,1,GroupKFold_DOI,v0.7
13337,train,1,GroupKFold_DOI,v0.7
13338,train,1,GroupKFold_DOI,v0.7
13339,train,1,GroupKFold_DOI,v0.7
13340,train,1,GroupKFold_DOI,v0.7
13341,train,1,GroupKFold_DOI,v0.7
13342,train,1,GroupKFold_DOI,v0.7
13343,train,1,GroupKFold_DOI,v0.7
13344,train,1,GroupKFold_DOI,v0.7
13345,train,1,GroupKFold_DOI,v0.7
13346,train,1,GroupKFold_DOI,v0.7
13347,train,1,GroupKFold_DOI,v0.7
13348,train,1,GroupKFold_DOI,v0.7
13349,train,1,GroupKFold_DOI,v0.7
13350,train,1,GroupKFold_DOI,v0.7
13351,train,1,GroupKFold_DOI,v0.7
13352,train,1,GroupKFold_DOI,v0.7
13353,train,1,GroupKFold_DOI,v0.7
13354,train,1,GroupKFold_DOI,v0.7
13355,train,1,GroupKFold_DOI,v0.7
13356,train,1,GroupKFold_DOI,v0.7
13357,train,1,GroupKFold_DOI,v0.7
13358,train,1,GroupKFold_DOI,v0.7
13359,train,1,GroupKFold_DOI,v0.7
13360,train,1,GroupKFold_DOI,v0.7
13361,train,1,GroupKFold_DOI,v0.7
13362,train,1,GroupKFold_DOI,v0.7
13363,train,1,GroupKFold_DOI,v0.7
13364,train,1,GroupKFold_DOI,v0.7
13365,train,1,GroupKFold_DOI,v0.7
13366,train,1,GroupKFold_DOI,v0.7
13367,train,1,GroupKFold_DOI,v0.7
13368,train,1,GroupKFold_DOI,v0.7
13369,train,1,GroupKFold_DOI,v0.7
13370,train,1,GroupKFold_DOI,v0.7
13371,train,1,GroupKFold_DOI,v0.7
13372,train,1,GroupKFold_DOI,v0.7
13373,train,1,GroupKFold_DOI,v0.7
13374,train,1,GroupKFold_DOI,v0.7
13375,train,1,GroupKFold_DOI,v0.7
13376,train,1,GroupKFold_DOI,v0.7
13377,train,1,GroupKFold_DOI,v0.7
13378,train,1,GroupKFold_DOI,v0.7
13379,train,1,GroupKFold_DOI,v0.7
13380,train,1,GroupKFold_DOI,v0.7
13381,train,1,GroupKFold_DOI,v0.7
13382,train,1,GroupKFold_DOI,v0.7
13383,train,1,GroupKFold_DOI,v0.7
13384,train,1,GroupKFold_DOI,v0.7
13385,train,1,GroupKFold_DOI,v0.7
13386,train,1,GroupKFold_DOI,v0.7
13387,train,1,GroupKFold_DOI,v0.7
13388,train,1,GroupKFold_DOI,v0.7
13389,train,1,GroupKFold_DOI,v0.7
13390,train,1,GroupKFold_DOI,v0.7
13391,train,1,GroupKFold_DOI,v0.7
13392,train,1,GroupKFold_DOI,v0.7
13393,train,1,GroupKFold_DOI,v0.7
13394,train,1,GroupKFold_DOI,v0.7
13395,train,1,GroupKFold_DOI,v0.7
13396,train,1,GroupKFold_DOI,v0.7
13397,train,1,GroupKFold_DOI,v0.7
13398,train,1,GroupKFold_DOI,v0.7
13399,train,1,GroupKFold_DOI,v0.7
13400,train,1,GroupKFold_DOI,v0.7
13401,train,1,GroupKFold_DOI,v0.7
13402,train,1,GroupKFold_DOI,v0.7
13403,train,1,GroupKFold_DOI,v0.7
13404,train,1,GroupKFold_DOI,v0.7
13405,train,1,GroupKFold_DOI,v0.7
13406,train,1,GroupKFold_DOI,v0.7
13407,train,1,GroupKFold_DOI,v0.7
13408,train,1,GroupKFold_DOI,v0.7
13409,train,1,GroupKFold_DOI,v0.7
13410,train,1,GroupKFold_DOI,v0.7
13411,train,1,GroupKFold_DOI,v0.7
13412,train,1,GroupKFold_DOI,v0.7
13413,train,1,GroupKFold_DOI,v0.7
13414,train,1,GroupKFold_DOI,v0.7
13415,train,1,GroupKFold_DOI,v0.7
13416,train,1,GroupKFold_DOI,v0.7
13417,train,1,GroupKFold_DOI,v0.7
13418,train,1,GroupKFold_DOI,v0.7
13419,train,1,GroupKFold_DOI,v0.7
13420,train,1,GroupKFold_DOI,v0.7
13421,train,1,GroupKFold_DOI,v0.7
13422,train,1,GroupKFold_DOI,v0.7
13423,train,1,GroupKFold_DOI,v0.7
13424,train,1,GroupKFold_DOI,v0.7
13425,train,1,GroupKFold_DOI,v0.7
13426,train,1,GroupKFold_DOI,v0.7
13427,train,1,GroupKFold_DOI,v0.7
13428,train,1,GroupKFold_DOI,v0.7
13429,train,1,GroupKFold_DOI,v0.7
13430,train,1,GroupKFold_DOI,v0.7
13431,train,1,GroupKFold_DOI,v0.7
13432,train,1,GroupKFold_DOI,v0.7
13433,train,1,GroupKFold_DOI,v0.7
13434,train,1,GroupKFold_DOI,v0.7
13435,train,1,GroupKFold_DOI,v0.7
13436,train,1,GroupKFold_DOI,v0.7
13437,train,1,GroupKFold_DOI,v0.7
13438,train,1,GroupKFold_DOI,v0.7
13439,train,1,GroupKFold_DOI,v0.7
13440,train,1,GroupKFold_DOI,v0.7
13441,train,1,GroupKFold_DOI,v0.7
13442,train,1,GroupKFold_DOI,v0.7
13443,train,1,GroupKFold_DOI,v0.7
13444,train,1,GroupKFold_DOI,v0.7
13445,train,1,GroupKFold_DOI,v0.7
13446,train,1,GroupKFold_DOI,v0.7
13447,train,1,GroupKFold_DOI,v0.7
13448,train,1,GroupKFold_DOI,v0.7
13449,train,1,GroupKFold_DOI,v0.7
13450,train,1,GroupKFold_DOI,v0.7
13451,train,1,GroupKFold_DOI,v0.7
13452,train,1,GroupKFold_DOI,v0.7
13453,train,1,GroupKFold_DOI,v0.7
13454,train,1,GroupKFold_DOI,v0.7
13455,train,1,GroupKFold_DOI,v0.7
13456,train,1,GroupKFold_DOI,v0.7
13457,train,1,GroupKFold_DOI,v0.7
13458,train,1,GroupKFold_DOI,v0.7
13459,train,1,GroupKFold_DOI,v0.7
13460,train,1,GroupKFold_DOI,v0.7
13461,train,1,GroupKFold_DOI,v0.7
13462,train,1,GroupKFold_DOI,v0.7
13463,train,1,GroupKFold_DOI,v0.7
13464,train,1,GroupKFold_DOI,v0.7
13465,train,1,GroupKFold_DOI,v0.7
13466,train,1,GroupKFold_DOI,v0.7
13467,train,1,GroupKFold_DOI,v0.7
13468,train,1,GroupKFold_DOI,v0.7
13469,train,1,GroupKFold_DOI,v0.7
13470,train,1,GroupKFold_DOI,v0.7
13471,train,1,GroupKFold_DOI,v0.7
13472,train,1,GroupKFold_DOI,v0.7
13473,train,1,GroupKFold_DOI,v0.7
13474,train,1,GroupKFold_DOI,v0.7
13475,train,1,GroupKFold_DOI,v0.7
13476,train,1,GroupKFold_DOI,v0.7
13477,train,1,GroupKFold_DOI,v0.7
13478,train,1,GroupKFold_DOI,v0.7
13479,train,1,GroupKFold_DOI,v0.7
13480,train,1,GroupKFold_DOI,v0.7
13481,train,1,GroupKFold_DOI,v0.7
13482,train,1,GroupKFold_DOI,v0.7
13483,train,1,GroupKFold_DOI,v0.7
13484,train,1,GroupKFold_DOI,v0.7
13485,train,1,GroupKFold_DOI,v0.7
13486,train,1,GroupKFold_DOI,v0.7
13487,train,1,GroupKFold_DOI,v0.7
13488,train,1,GroupKFold_DOI,v0.7
13489,train,1,GroupKFold_DOI,v0.7
13490,train,1,GroupKFold_DOI,v0.7
13491,train,1,GroupKFold_DOI,v0.7
13492,train,1,GroupKFold_DOI,v0.7
13493,train,1,GroupKFold_DOI,v0.7
13494,train,1,GroupKFold_DOI,v0.7
13495,train,1,GroupKFold_DOI,v0.7
13496,train,1,GroupKFold_DOI,v0.7
13497,train,1,GroupKFold_DOI,v0.7
13498,train,1,GroupKFold_DOI,v0.7
13499,train,1,GroupKFold_DOI,v0.7
13500,train,1,GroupKFold_DOI,v0.7
13501,train,1,GroupKFold_DOI,v0.7
13502,train,1,GroupKFold_DOI,v0.7
13503,train,1,GroupKFold_DOI,v0.7
13504,train,1,GroupKFold_DOI,v0.7
13505,train,1,GroupKFold_DOI,v0.7
13506,train,1,GroupKFold_DOI,v0.7
13507,train,1,GroupKFold_DOI,v0.7
13508,train,1,GroupKFold_DOI,v0.7
13509,train,1,GroupKFold_DOI,v0.7
13510,train,1,GroupKFold_DOI,v0.7
13511,train,1,GroupKFold_DOI,v0.7
13512,train,1,GroupKFold_DOI,v0.7
13513,train,1,GroupKFold_DOI,v0.7
13514,train,1,GroupKFold_DOI,v0.7
13515,train,1,GroupKFold_DOI,v0.7
13516,train,1,GroupKFold_DOI,v0.7
13517,train,1,GroupKFold_DOI,v0.7
13518,train,1,GroupKFold_DOI,v0.7
13519,train,1,GroupKFold_DOI,v0.7
13520,train,1,GroupKFold_DOI,v0.7
13521,train,1,GroupKFold_DOI,v0.7
13522,train,1,GroupKFold_DOI,v0.7
13523,train,1,GroupKFold_DOI,v0.7
13524,train,1,GroupKFold_DOI,v0.7
13525,train,1,GroupKFold_DOI,v0.7
13526,train,1,GroupKFold_DOI,v0.7
13527,train,1,GroupKFold_DOI,v0.7
13528,train,1,GroupKFold_DOI,v0.7
13529,train,1,GroupKFold_DOI,v0.7
13530,train,1,GroupKFold_DOI,v0.7
13531,train,1,GroupKFold_DOI,v0.7
13532,train,1,GroupKFold_DOI,v0.7
13533,train,1,GroupKFold_DOI,v0.7
13534,train,1,GroupKFold_DOI,v0.7
13535,train,1,GroupKFold_DOI,v0.7
13536,train,1,GroupKFold_DOI,v0.7
13537,train,1,GroupKFold_DOI,v0.7
13538,train,1,GroupKFold_DOI,v0.7
13539,train,1,GroupKFold_DOI,v0.7
13540,train,1,GroupKFold_DOI,v0.7
13541,train,1,GroupKFold_DOI,v0.7
13542,train,1,GroupKFold_DOI,v0.7
13543,train,1,GroupKFold_DOI,v0.7
13544,train,1,GroupKFold_DOI,v0.7
13545,train,1,GroupKFold_DOI,v0.7
13546,train,1,GroupKFold_DOI,v0.7
13547,train,1,GroupKFold_DOI,v0.7
13548,train,1,GroupKFold_DOI,v0.7
13549,train,1,GroupKFold_DOI,v0.7
13550,train,1,GroupKFold_DOI,v0.7
13551,train,1,GroupKFold_DOI,v0.7
13552,train,1,GroupKFold_DOI,v0.7
13553,train,1,GroupKFold_DOI,v0.7
13554,train,1,GroupKFold_DOI,v0.7
13555,train,1,GroupKFold_DOI,v0.7
13556,train,1,GroupKFold_DOI,v0.7
13557,train,1,GroupKFold_DOI,v0.7
13558,train,1,GroupKFold_DOI,v0.7
13559,train,1,GroupKFold_DOI,v0.7
13560,train,1,GroupKFold_DOI,v0.7
13561,train,1,GroupKFold_DOI,v0.7
13562,train,1,GroupKFold_DOI,v0.7
13563,train,1,GroupKFold_DOI,v0.7
13564,train,1,GroupKFold_DOI,v0.7
13565,train,1,GroupKFold_DOI,v0.7
13566,train,1,GroupKFold_DOI,v0.7
13567,train,1,GroupKFold_DOI,v0.7
13568,train,1,GroupKFold_DOI,v0.7
13569,train,1,GroupKFold_DOI,v0.7
13570,train,1,GroupKFold_DOI,v0.7
13571,train,1,GroupKFold_DOI,v0.7
13572,train,1,GroupKFold_DOI,v0.7
13573,train,1,GroupKFold_DOI,v0.7
13574,train,1,GroupKFold_DOI,v0.7
13575,train,1,GroupKFold_DOI,v0.7
13576,train,1,GroupKFold_DOI,v0.7
13577,train,1,GroupKFold_DOI,v0.7
13578,train,1,GroupKFold_DOI,v0.7
13579,train,1,GroupKFold_DOI,v0.7
13580,train,1,GroupKFold_DOI,v0.7
13581,train,1,GroupKFold_DOI,v0.7
13582,train,1,GroupKFold_DOI,v0.7
13583,train,1,GroupKFold_DOI,v0.7
13584,train,1,GroupKFold_DOI,v0.7
13585,train,1,GroupKFold_DOI,v0.7
13586,train,1,GroupKFold_DOI,v0.7
13587,train,1,GroupKFold_DOI,v0.7
13588,train,1,GroupKFold_DOI,v0.7
13589,train,1,GroupKFold_DOI,v0.7
13590,train,1,GroupKFold_DOI,v0.7
13591,train,1,GroupKFold_DOI,v0.7
13592,train,1,GroupKFold_DOI,v0.7
13593,train,1,GroupKFold_DOI,v0.7
13594,train,1,GroupKFold_DOI,v0.7
13595,train,1,GroupKFold_DOI,v0.7
13596,train,1,GroupKFold_DOI,v0.7
13597,train,1,GroupKFold_DOI,v0.7
13598,train,1,GroupKFold_DOI,v0.7
13599,train,1,GroupKFold_DOI,v0.7
13600,train,1,GroupKFold_DOI,v0.7
13601,train,1,GroupKFold_DOI,v0.7
13602,train,1,GroupKFold_DOI,v0.7
13603,train,1,GroupKFold_DOI,v0.7
13604,train,1,GroupKFold_DOI,v0.7
13605,train,1,GroupKFold_DOI,v0.7
13606,train,1,GroupKFold_DOI,v0.7
13607,train,1,GroupKFold_DOI,v0.7
13608,train,1,GroupKFold_DOI,v0.7
13609,train,1,GroupKFold_DOI,v0.7
13610,train,1,GroupKFold_DOI,v0.7
13611,train,1,GroupKFold_DOI,v0.7
13612,train,1,GroupKFold_DOI,v0.7
13613,train,1,GroupKFold_DOI,v0.7
13614,train,1,GroupKFold_DOI,v0.7
13615,train,1,GroupKFold_DOI,v0.7
13616,train,1,GroupKFold_DOI,v0.7
13617,train,1,GroupKFold_DOI,v0.7
13618,train,1,GroupKFold_DOI,v0.7
13619,train,1,GroupKFold_DOI,v0.7
13620,train,1,GroupKFold_DOI,v0.7
13621,train,1,GroupKFold_DOI,v0.7
13622,train,1,GroupKFold_DOI,v0.7
13623,train,1,GroupKFold_DOI,v0.7
13624,train,1,GroupKFold_DOI,v0.7
13625,train,1,GroupKFold_DOI,v0.7
13626,train,1,GroupKFold_DOI,v0.7
13627,train,1,GroupKFold_DOI,v0.7
13628,train,1,GroupKFold_DOI,v0.7
13629,train,1,GroupKFold_DOI,v0.7
13630,train,1,GroupKFold_DOI,v0.7
13631,train,1,GroupKFold_DOI,v0.7
13632,train,1,GroupKFold_DOI,v0.7
13633,train,1,GroupKFold_DOI,v0.7
13634,train,1,GroupKFold_DOI,v0.7
13635,train,1,GroupKFold_DOI,v0.7
13636,train,1,GroupKFold_DOI,v0.7
13637,train,1,GroupKFold_DOI,v0.7
13638,train,1,GroupKFold_DOI,v0.7
13639,train,1,GroupKFold_DOI,v0.7
13640,train,1,GroupKFold_DOI,v0.7
13641,train,1,GroupKFold_DOI,v0.7
13642,train,1,GroupKFold_DOI,v0.7
13643,train,1,GroupKFold_DOI,v0.7
13644,train,1,GroupKFold_DOI,v0.7
13645,train,1,GroupKFold_DOI,v0.7
13646,train,1,GroupKFold_DOI,v0.7
13647,train,1,GroupKFold_DOI,v0.7
13648,train,1,GroupKFold_DOI,v0.7
13649,train,1,GroupKFold_DOI,v0.7
13650,train,1,GroupKFold_DOI,v0.7
13651,train,1,GroupKFold_DOI,v0.7
13652,train,1,GroupKFold_DOI,v0.7
13653,train,1,GroupKFold_DOI,v0.7
13654,train,1,GroupKFold_DOI,v0.7
13655,train,1,GroupKFold_DOI,v0.7
13656,train,1,GroupKFold_DOI,v0.7
13657,train,1,GroupKFold_DOI,v0.7
13658,train,1,GroupKFold_DOI,v0.7
13659,train,1,GroupKFold_DOI,v0.7
13660,train,1,GroupKFold_DOI,v0.7
13661,train,1,GroupKFold_DOI,v0.7
13662,train,1,GroupKFold_DOI,v0.7
13663,train,1,GroupKFold_DOI,v0.7
13664,train,1,GroupKFold_DOI,v0.7
13665,train,1,GroupKFold_DOI,v0.7
13666,train,1,GroupKFold_DOI,v0.7
13667,train,1,GroupKFold_DOI,v0.7
13668,train,1,GroupKFold_DOI,v0.7
13669,train,1,GroupKFold_DOI,v0.7
13670,train,1,GroupKFold_DOI,v0.7
13671,train,1,GroupKFold_DOI,v0.7
13672,train,1,GroupKFold_DOI,v0.7
13673,train,1,GroupKFold_DOI,v0.7
13674,train,1,GroupKFold_DOI,v0.7
13675,train,1,GroupKFold_DOI,v0.7
13676,train,1,GroupKFold_DOI,v0.7
13677,train,1,GroupKFold_DOI,v0.7
13678,train,1,GroupKFold_DOI,v0.7
13679,train,1,GroupKFold_DOI,v0.7
13680,train,1,GroupKFold_DOI,v0.7
13681,train,1,GroupKFold_DOI,v0.7
13682,train,1,GroupKFold_DOI,v0.7
13683,train,1,GroupKFold_DOI,v0.7
13684,train,1,GroupKFold_DOI,v0.7
13685,train,1,GroupKFold_DOI,v0.7
13686,train,1,GroupKFold_DOI,v0.7
13687,train,1,GroupKFold_DOI,v0.7
13688,train,1,GroupKFold_DOI,v0.7
13689,train,1,GroupKFold_DOI,v0.7
13690,train,1,GroupKFold_DOI,v0.7
13691,train,1,GroupKFold_DOI,v0.7
13692,train,1,GroupKFold_DOI,v0.7
13693,train,1,GroupKFold_DOI,v0.7
13694,train,1,GroupKFold_DOI,v0.7
13695,train,1,GroupKFold_DOI,v0.7
13696,train,1,GroupKFold_DOI,v0.7
13697,train,1,GroupKFold_DOI,v0.7
13698,train,1,GroupKFold_DOI,v0.7
13699,train,1,GroupKFold_DOI,v0.7
13700,train,1,GroupKFold_DOI,v0.7
13701,train,1,GroupKFold_DOI,v0.7
13702,train,1,GroupKFold_DOI,v0.7
13703,train,1,GroupKFold_DOI,v0.7
13704,train,1,GroupKFold_DOI,v0.7
13705,train,1,GroupKFold_DOI,v0.7
13706,train,1,GroupKFold_DOI,v0.7
13707,train,1,GroupKFold_DOI,v0.7
13708,train,1,GroupKFold_DOI,v0.7
13709,train,1,GroupKFold_DOI,v0.7
13710,train,1,GroupKFold_DOI,v0.7
13711,train,1,GroupKFold_DOI,v0.7
13712,train,1,GroupKFold_DOI,v0.7
13713,train,1,GroupKFold_DOI,v0.7
13714,train,1,GroupKFold_DOI,v0.7
13715,train,1,GroupKFold_DOI,v0.7
13716,train,1,GroupKFold_DOI,v0.7
13717,train,1,GroupKFold_DOI,v0.7
13718,train,1,GroupKFold_DOI,v0.7
13719,train,1,GroupKFold_DOI,v0.7
13720,train,1,GroupKFold_DOI,v0.7
13721,train,1,GroupKFold_DOI,v0.7
13722,train,1,GroupKFold_DOI,v0.7
13723,train,1,GroupKFold_DOI,v0.7
13724,train,1,GroupKFold_DOI,v0.7
13725,train,1,GroupKFold_DOI,v0.7
13726,train,1,GroupKFold_DOI,v0.7
13727,train,1,GroupKFold_DOI,v0.7
13728,train,1,GroupKFold_DOI,v0.7
13729,train,1,GroupKFold_DOI,v0.7
13730,train,1,GroupKFold_DOI,v0.7
13731,train,1,GroupKFold_DOI,v0.7
13732,train,1,GroupKFold_DOI,v0.7
13733,train,1,GroupKFold_DOI,v0.7
13734,train,1,GroupKFold_DOI,v0.7
13735,train,1,GroupKFold_DOI,v0.7
13736,train,1,GroupKFold_DOI,v0.7
13737,train,1,GroupKFold_DOI,v0.7
13738,train,1,GroupKFold_DOI,v0.7
13739,train,1,GroupKFold_DOI,v0.7
13740,train,1,GroupKFold_DOI,v0.7
13741,train,1,GroupKFold_DOI,v0.7
13742,train,1,GroupKFold_DOI,v0.7
13743,train,1,GroupKFold_DOI,v0.7
13744,train,1,GroupKFold_DOI,v0.7
13745,train,1,GroupKFold_DOI,v0.7
13746,train,1,GroupKFold_DOI,v0.7
13747,train,1,GroupKFold_DOI,v0.7
13748,train,1,GroupKFold_DOI,v0.7
13749,train,1,GroupKFold_DOI,v0.7
13750,train,1,GroupKFold_DOI,v0.7
13751,train,1,GroupKFold_DOI,v0.7
13752,train,1,GroupKFold_DOI,v0.7
13753,train,1,GroupKFold_DOI,v0.7
13754,train,1,GroupKFold_DOI,v0.7
13755,train,1,GroupKFold_DOI,v0.7
13756,train,1,GroupKFold_DOI,v0.7
13757,train,1,GroupKFold_DOI,v0.7
13758,train,1,GroupKFold_DOI,v0.7
13759,train,1,GroupKFold_DOI,v0.7
13760,train,1,GroupKFold_DOI,v0.7
13761,train,1,GroupKFold_DOI,v0.7
13762,train,1,GroupKFold_DOI,v0.7
13763,train,1,GroupKFold_DOI,v0.7
13764,train,1,GroupKFold_DOI,v0.7
13765,train,1,GroupKFold_DOI,v0.7
13766,train,1,GroupKFold_DOI,v0.7
13767,train,1,GroupKFold_DOI,v0.7
13768,train,1,GroupKFold_DOI,v0.7
13769,train,1,GroupKFold_DOI,v0.7
13770,train,1,GroupKFold_DOI,v0.7
