sample_id,x_measured_,x_measured_Ace_ngg,x_measured_Acy_ngg,x_measured_Ane_ngg,x_measured_Ant_ngg,x_measured_Any_ngg,x_measured_Atrazine_ngg,x_measured_BBP_ngg,x_measured_BaA_ngg,x_measured_BaP_ngg,x_measured_Baa_ngg,x_measured_BbF_ngg,x_measured_Bbf_ngg,x_measured_BghiP_ngg,x_measured_Bgp_ngg,x_measured_BkF_ngg,x_measured_Bkf_ngg,x_measured_CEC_cmolkg,x_measured_CTC,x_measured_CTC_ngg,x_measured_Chlorobenzilate_ngg,x_measured_Chr_ngg,x_measured_Clay_pct,x_measured_Co_mgkg,x_measured_DBP_ngg,x_measured_DEHP_ngg,x_measured_DEP_ngg,x_measured_DMP_ngg,x_measured_DNOP_ngg,x_measured_DahA_ngg,x_measured_DiBP_ngg,x_measured_Dicofol_ngg,x_measured_EC_uScm,x_measured_ENRO,x_measured_ENRO_ngg,x_measured_Endosulfan,x_measured_Endosulfan_ngg,x_measured_Fe_mgkg,x_measured_Fla_ngg,x_measured_Fle_ngg,x_measured_Flt_ngg,x_measured_Flu_ngg,x_measured_HCB_ngg,x_measured_HM_total,x_measured_Heptachlor_ngg,x_measured_IcdP_ngg,x_measured_Ind_ngg,x_measured_Mn_mgkg,x_measured_N/A,x_measured_Nap_ngg,x_measured_OCP_total,x_measured_OC_pct,x_measured_OM_pct,x_measured_OPEs_ngg,x_measured_OP_total,x_measured_OTC,x_measured_OTC_ngg,x_measured_PCB101_ngg,x_measured_PCB138_ngg,x_measured_PCB153_ngg,x_measured_PCB180_ngg,x_measured_PCB28_ngg,x_measured_PCB52_ngg,x_measured_Phe_ngg,x_measured_Pyr_ngg,x_measured_SDZ,x_measured_SDZ_ngg,x_measured_SKIP,x_measured_SMZ,x_measured_SMZ_ngg,x_measured_Sand_pct,x_measured_Silt_pct,x_measured_SumDDT_ngg,x_measured_SumEndosulfan_ngg,x_measured_SumHCH_ngg,x_measured_SumOCP_ngg,x_measured_SumPAE,x_measured_SumPAE_ngg,x_measured_SumPBDE_ngg,x_measured_SumPCB_ngg,x_measured_Sum_PAH_ngg,x_measured_TotalPHC_mgkg,x_measured_V_mgkg,x_measured_none,"x_measured_o, p′-DDD_ngg","x_measured_o, p′-DDE_ngg","x_measured_o, p′-DDT_ngg","x_measured_p, p′-DDD_ngg","x_measured_p, p′-DDE_ngg","x_measured_p, p′-DDT_ngg",x_measured_pH,x_measured_skip,x_measured_α-HCH_ngg,x_measured_γ-HCH_ngg,x_measured_δ-HCH_ngg,x_measured_正文仅min-max范围无采样点级数值,source_id,paper_id,matrix,site_type,province,n_hm,n_op,latitude,longitude,audit_flag,x_measured_SumPFAS_ngg,data_version
66594_J.ENVPOL.2021.117532_66594_J.ENVPOL.2021.117532_Toddler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.0,,,,,,,,,,,,,,,,,,,,,,,,1790.0,,,,,,,,,,,,,,,,,,,66594_J.ENVPOL.2021.117532,66594_J.ENVPOL.2021.117532,soil,agricultural,,0,2,,,single_point,,v2_trusted_augmented_20260715
66792_j.scitotenv.2007.08.026_66792_j.scitotenv.2007.08.026_A_large_sitec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,66792_j.scitotenv.2007.08.026,66792_j.scitotenv.2007.08.026,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
66792_j.scitotenv.2007.08.026_66792_j.scitotenv.2007.08.026_Beijing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,,,66792_j.scitotenv.2007.08.026,66792_j.scitotenv.2007.08.026,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
66792_j.scitotenv.2007.08.026_66792_j.scitotenv.2007.08.026_France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,66792_j.scitotenv.2007.08.026,66792_j.scitotenv.2007.08.026,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
66792_j.scitotenv.2007.08.026_66792_j.scitotenv.2007.08.026_Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,,,,66792_j.scitotenv.2007.08.026,66792_j.scitotenv.2007.08.026,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
66792_j.scitotenv.2007.08.026_66792_j.scitotenv.2007.08.026_Guiyu_(Shantou),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,66792_j.scitotenv.2007.08.026,66792_j.scitotenv.2007.08.026,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
66792_j.scitotenv.2007.08.026_66792_j.scitotenv.2007.08.026_Guizhou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,,66792_j.scitotenv.2007.08.026,66792_j.scitotenv.2007.08.026,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
66792_j.scitotenv.2007.08.026_66792_j.scitotenv.2007.08.026_Hong_Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,66792_j.scitotenv.2007.08.026,66792_j.scitotenv.2007.08.026,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
66792_j.scitotenv.2007.08.026_66792_j.scitotenv.2007.08.026_Qingdao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,66792_j.scitotenv.2007.08.026,66792_j.scitotenv.2007.08.026,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
66792_j.scitotenv.2007.08.026_66792_j.scitotenv.2007.08.026_S26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,66792_j.scitotenv.2007.08.026,66792_j.scitotenv.2007.08.026,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
66792_j.scitotenv.2007.08.026_66792_j.scitotenv.2007.08.026_Shanghai-Hangzhou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,66792_j.scitotenv.2007.08.026,66792_j.scitotenv.2007.08.026,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
66792_j.scitotenv.2007.08.026_66792_j.scitotenv.2007.08.026_Shenyang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,,,,,,,,,,,,,,,,,66792_j.scitotenv.2007.08.026,66792_j.scitotenv.2007.08.026,soil,agricultural,,0,2,,,single_point,,v2_trusted_augmented_20260715
66792_j.scitotenv.2007.08.026_66792_j.scitotenv.2007.08.026_South_Chinad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,66792_j.scitotenv.2007.08.026,66792_j.scitotenv.2007.08.026,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
66792_j.scitotenv.2007.08.026_66792_j.scitotenv.2007.08.026_Swiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,,,,66792_j.scitotenv.2007.08.026,66792_j.scitotenv.2007.08.026,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
66792_j.scitotenv.2007.08.026_66792_j.scitotenv.2007.08.026_Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,66792_j.scitotenv.2007.08.026,66792_j.scitotenv.2007.08.026,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
66792_j.scitotenv.2007.08.026_66792_j.scitotenv.2007.08.026_Taiwan_Across_China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,66792_j.scitotenv.2007.08.026,66792_j.scitotenv.2007.08.026,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
66792_j.scitotenv.2007.08.026_66792_j.scitotenv.2007.08.026_Ya-Er_Lake_area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,66792_j.scitotenv.2007.08.026,66792_j.scitotenv.2007.08.026,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
66792_j.scitotenv.2007.08.026_66792_j.scitotenv.2007.08.026_Yangtze_River_Delta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,66792_j.scitotenv.2007.08.026,66792_j.scitotenv.2007.08.026,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
66792_j.scitotenv.2007.08.026_66792_j.scitotenv.2007.08.026_Zhejiang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,,,,,,,,,,,,,,,,,66792_j.scitotenv.2007.08.026,66792_j.scitotenv.2007.08.026,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
66792_j.scitotenv.2007.08.026_66792_j.scitotenv.2007.08.026_col1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,66792_j.scitotenv.2007.08.026,66792_j.scitotenv.2007.08.026,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
66792_j.scitotenv.2007.08.026_66792_j.scitotenv.2007.08.026_col10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,,,66792_j.scitotenv.2007.08.026,66792_j.scitotenv.2007.08.026,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
66792_j.scitotenv.2007.08.026_66792_j.scitotenv.2007.08.026_col12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,66792_j.scitotenv.2007.08.026,66792_j.scitotenv.2007.08.026,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
66792_j.scitotenv.2007.08.026_66792_j.scitotenv.2007.08.026_col3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.94,,,,,,,,,,,,,,,,,66792_j.scitotenv.2007.08.026,66792_j.scitotenv.2007.08.026,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
66792_j.scitotenv.2007.08.026_66792_j.scitotenv.2007.08.026_col5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.15,,,,,,,,,,,,,,,,,66792_j.scitotenv.2007.08.026,66792_j.scitotenv.2007.08.026,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
66792_j.scitotenv.2007.08.026_66792_j.scitotenv.2007.08.026_col6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,66792_j.scitotenv.2007.08.026,66792_j.scitotenv.2007.08.026,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
66799_j.scitotenv.2016.03.006_66799_j.scitotenv.2016.03.006_$\mathrm_{_T_o_t_a_l_}_\_(_n_=_1_6_4_)$,,,0.78,,18.0,,,,0.61,0.57,,1.7,,0.83,,1.4,,,,,,1.9,,,,,,,,0.11,,,,,,,,,,,6.6,,,,,,0.76,,,23.0,,,,,,,,,,,,,,27.0,4.3,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,66799_j.scitotenv.2016.03.006,66799_j.scitotenv.2016.03.006,soil,agricultural,,0,18,,,single_point,,v2_trusted_augmented_20260715
66799_j.scitotenv.2016.03.006_66799_j.scitotenv.2016.03.006_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,,,,,,,,,,,,,,,,66799_j.scitotenv.2016.03.006,66799_j.scitotenv.2016.03.006,soil,agricultural,,0,2,,,single_point,,v2_trusted_augmented_20260715
66799_j.scitotenv.2016.03.006_66799_j.scitotenv.2016.03.006_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,66799_j.scitotenv.2016.03.006,66799_j.scitotenv.2016.03.006,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
66799_j.scitotenv.2016.03.006_66799_j.scitotenv.2016.03.006_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,66799_j.scitotenv.2016.03.006,66799_j.scitotenv.2016.03.006,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
66799_j.scitotenv.2016.03.006_66799_j.scitotenv.2016.03.006_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,,,,,,,,,,,,,,,,66799_j.scitotenv.2016.03.006,66799_j.scitotenv.2016.03.006,soil,agricultural,,0,2,,,single_point,,v2_trusted_augmented_20260715
66799_j.scitotenv.2016.03.006_66799_j.scitotenv.2016.03.006_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,66799_j.scitotenv.2016.03.006,66799_j.scitotenv.2016.03.006,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
66799_j.scitotenv.2016.03.006_66799_j.scitotenv.2016.03.006_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,66799_j.scitotenv.2016.03.006,66799_j.scitotenv.2016.03.006,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
66799_j.scitotenv.2016.03.006_66799_j.scitotenv.2016.03.006_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,66799_j.scitotenv.2016.03.006,66799_j.scitotenv.2016.03.006,soil,agricultural,,0,2,,,single_point,,v2_trusted_augmented_20260715
66799_j.scitotenv.2016.03.006_66799_j.scitotenv.2016.03.006_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,66799_j.scitotenv.2016.03.006,66799_j.scitotenv.2016.03.006,soil,agricultural,,0,2,,,single_point,,v2_trusted_augmented_20260715
66799_j.scitotenv.2016.03.006_66799_j.scitotenv.2016.03.006_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,66799_j.scitotenv.2016.03.006,66799_j.scitotenv.2016.03.006,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
66799_j.scitotenv.2016.03.006_66799_j.scitotenv.2016.03.006_EFa,,,0.001,,0.01,,,,0.1,1.0,,0.1,,0.01,,0.1,,,,,,0.01,,,,,,,,1.0,,,,,,,,,,,0.001,,,,,,0.1,,,0.001,,,,,,,,,,,,,,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66799_j.scitotenv.2016.03.006,66799_j.scitotenv.2016.03.006,soil,agricultural,,0,14,,,single_point,,v2_trusted_augmented_20260715
66799_j.scitotenv.2016.03.006_66799_j.scitotenv.2016.03.006_No.of_ring,,,3.0,,3.0,,,,4.0,,,5.0,,6.0,,5.0,,,,,,4.0,,,,,,,,6.0,,,,,,,,,,,4.0,,,,,,6.0,,,2.0,,,,,,,,,,,,,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66799_j.scitotenv.2016.03.006,66799_j.scitotenv.2016.03.006,soil,agricultural,,0,13,,,single_point,,v2_trusted_augmented_20260715
66799_j.scitotenv.2016.03.006_66799_j.scitotenv.2016.03.006_SQGsb,,,320.0,,2500.0,,,,100.0,20000.0,,100.0,,,,100.0,,,,,,,,,,,,,,100.0,,,,,,,,,,,50000.0,,,,,,100.0,,,600.0,,,,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66799_j.scitotenv.2016.03.006,66799_j.scitotenv.2016.03.006,soil,agricultural,,0,12,,,single_point,,v2_trusted_augmented_20260715
"66799_j.scitotenv.2016.03.006_66799_j.scitotenv.2016.03.006_Tibetan_Plateau,_China_(n_=_65)",,,,,,,,,4.98,6.524,,27.63,,8.5265,,25.08,,,,,,23.81,,,,,,,,1.3012,,,,,,,,,,,34.45,,,,,,8.5028,,,,,,,,,,,,,,,,,137.7,23.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66799_j.scitotenv.2016.03.006,66799_j.scitotenv.2016.03.006,soil,agricultural,,0,11,,,single_point,,v2_trusted_augmented_20260715
70567_acs.est.9b00698_70567_acs.est.9b00698_$C___{_\mathrm_{_S_A_}_}$,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,1.3,,,,,,,,,,,,,,,,,70567_acs.est.9b00698,70567_acs.est.9b00698,soil,agricultural,,0,6,,,single_point,,v2_trusted_augmented_20260715
70567_acs.est.9b00698_70567_acs.est.9b00698_$C___{_\mathrm_{_{_A_}_}_}$,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,11.0,,,,,,,,,,,,,,,,,70567_acs.est.9b00698,70567_acs.est.9b00698,soil,agricultural,,0,7,,,single_point,,v2_trusted_augmented_20260715
70567_acs.est.9b00698_70567_acs.est.9b00698_$C___{_\mathrm_{_{_S_}_}_}$,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,33.0,,,,,,,,,,,,,,,,,70567_acs.est.9b00698,70567_acs.est.9b00698,soil,agricultural,,0,7,,,single_point,,v2_trusted_augmented_20260715
70569_es071956d_70569_es071956d_D_district,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.454,,,,,,,,,,,,,,,,,,70569_es071956d,70569_es071956d,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
70569_es071956d_70569_es071956d_F_district,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,70569_es071956d,70569_es071956d,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
70569_es071956d_70569_es071956d_G_district,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4465,,,,,,,,,,,,,,,,,,70569_es071956d,70569_es071956d,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
"70569_es071956d_70569_es071956d_Guiyu,_China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1086.0,,,,,,,,,,,,,,,,,,70569_es071956d,70569_es071956d,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
70569_es071956d_70569_es071956d_PRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.127,,,,,,,,,,,,,,,,,,70569_es071956d,70569_es071956d,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
70569_es071956d_70569_es071956d_Q_district,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.397,,,,,,,,,,,,,,,,,,70569_es071956d,70569_es071956d,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
70569_es071956d_70569_es071956d_Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9,,,,,,,,,,,,,,,,,,70569_es071956d,70569_es071956d,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
70569_es071956d_70569_es071956d_U.S._12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940.0,,,,,,,,,,,,,,,,,,70569_es071956d,70569_es071956d,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
70569_es071956d_70569_es071956d_UK_and_Norway_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,,,,70569_es071956d,70569_es071956d,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
70569_es071956d_70569_es071956d_col10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,,,,,,,,,,,,,,,,,,70569_es071956d,70569_es071956d,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
70569_es071956d_70569_es071956d_col11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93,,,,,,,,,,,,,,,,,,70569_es071956d,70569_es071956d,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
70569_es071956d_70569_es071956d_col6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.841,,,,,,,,,,,,,,,,,,70569_es071956d,70569_es071956d,soil,agricultural,,0,2,,,single_point,,v2_trusted_augmented_20260715
70569_es071956d_70569_es071956d_col7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0615,,,,,,,,,,,,,,,,,,70569_es071956d,70569_es071956d,soil,agricultural,,0,2,,,single_point,,v2_trusted_augmented_20260715
70569_es071956d_70569_es071956d_col8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.889,,,,,,,,,,,,,,,,,,70569_es071956d,70569_es071956d,soil,agricultural,,0,2,,,single_point,,v2_trusted_augmented_20260715
70569_es071956d_70569_es071956d_col9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42,,,,,,,,,,,,,,,,,,70569_es071956d,70569_es071956d,soil,agricultural,,0,2,,,single_point,,v2_trusted_augmented_20260715
70569_es071956d_70569_es071956d_point-source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3615,,,,,,,,,,,,,,,,,,70569_es071956d,70569_es071956d,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
70581_es1007802_70581_es1007802_BJ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70581_es1007802,70581_es1007802,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
70581_es1007802_70581_es1007802_BJ2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70581_es1007802,70581_es1007802,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
70581_es1007802_70581_es1007802_BJ3,,,,,,,,,,,,,,,,,,,,19.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70581_es1007802,70581_es1007802,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
70581_es1007802_70581_es1007802_JX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70581_es1007802,70581_es1007802,soil,agricultural,,0,1,,,single_point,,v2_trusted_augmented_20260715
