sample_id,site_id,source_id,province,pollution_type,OI_prod_formal,has_obstacle_prod_formal,OI_prod_extended,has_obstacle_prod_extended,OI_eco_formal,has_obstacle_eco_formal,OI_eco_extended,has_obstacle_eco_extended,prod_obstacle_level,eco_obstacle_level,target_version
9012,9013,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0364,1,0.0364,1,0.0608,1,0.0608,1,中障碍,中障碍,v0.8_gold
9013,9014,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0847,1,0.0847,1,0.1456,1,0.1456,1,中障碍,高障碍,v0.8_gold
9014,9015,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0388,1,0.0388,1,0.0674,1,0.0674,1,中障碍,中障碍,v0.8_gold
9015,9016,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0383,1,0.0383,1,0.0673,1,0.0673,1,中障碍,中障碍,v0.8_gold
9016,9017,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0382,1,0.0382,1,0.0664,1,0.0664,1,中障碍,中障碍,v0.8_gold
9017,9018,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0392,1,0.0392,1,0.0677,1,0.0677,1,中障碍,中障碍,v0.8_gold
9018,9019,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0403,1,0.0403,1,0.0694,1,0.0694,1,中障碍,中障碍,v0.8_gold
9019,9020,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0394,1,0.0394,1,0.0696,1,0.0696,1,中障碍,中障碍,v0.8_gold
9020,9021,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0379,1,0.0379,1,0.0666,1,0.0666,1,中障碍,中障碍,v0.8_gold
9021,9022,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0361,1,0.0361,1,0.0649,1,0.0649,1,中障碍,中障碍,v0.8_gold
9022,9023,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0341,1,0.0341,1,0.0608,1,0.0608,1,中障碍,中障碍,v0.8_gold
9023,9024,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0623,1,0.0623,1,0.1045,1,0.1045,1,中障碍,中障碍,v0.8_gold
9024,9025,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0746,1,0.0746,1,0.1299,1,0.1299,1,中障碍,中障碍,v0.8_gold
9025,9026,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0356,1,0.0356,1,0.0637,1,0.0637,1,中障碍,中障碍,v0.8_gold
9026,9027,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0361,1,0.0361,1,0.062,1,0.062,1,中障碍,中障碍,v0.8_gold
9027,9028,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0637,1,0.0637,1,0.1089,1,0.1089,1,中障碍,中障碍,v0.8_gold
9028,9029,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0393,1,0.0393,1,0.0684,1,0.0684,1,中障碍,中障碍,v0.8_gold
9029,9030,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0387,1,0.0387,1,0.0679,1,0.0679,1,中障碍,中障碍,v0.8_gold
9030,9031,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0365,1,0.0365,1,0.0657,1,0.0657,1,中障碍,中障碍,v0.8_gold
9031,9032,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0347,1,0.0347,1,0.0613,1,0.0613,1,中障碍,中障碍,v0.8_gold
9032,9033,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0582,1,0.0582,1,0.1002,1,0.1002,1,中障碍,中障碍,v0.8_gold
9033,9034,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0592,1,0.0592,1,0.1023,1,0.1023,1,中障碍,中障碍,v0.8_gold
9034,9035,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0395,1,0.0395,1,0.0698,1,0.0698,1,中障碍,中障碍,v0.8_gold
9035,9036,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0351,1,0.0351,1,0.0624,1,0.0624,1,中障碍,中障碍,v0.8_gold
9036,9037,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0482,1,0.0482,1,0.0831,1,0.0831,1,中障碍,中障碍,v0.8_gold
9037,9038,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0611,1,0.0611,1,0.1046,1,0.1046,1,中障碍,中障碍,v0.8_gold
9038,9039,10.1016/j.jhazmat.2025.137251,新疆,HM,0.039,1,0.039,1,0.0685,1,0.0685,1,中障碍,中障碍,v0.8_gold
9039,9040,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0363,1,0.0363,1,0.0651,1,0.0651,1,中障碍,中障碍,v0.8_gold
9040,9041,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0374,1,0.0374,1,0.0632,1,0.0632,1,中障碍,中障碍,v0.8_gold
9041,9042,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0589,1,0.0589,1,0.1025,1,0.1025,1,中障碍,中障碍,v0.8_gold
9042,9043,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0351,1,0.0351,1,0.0643,1,0.0643,1,中障碍,中障碍,v0.8_gold
9043,9044,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0326,1,0.0326,1,0.0579,1,0.0579,1,中障碍,中障碍,v0.8_gold
9044,9045,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0884,1,0.0884,1,0.1505,1,0.1505,1,中障碍,高障碍,v0.8_gold
9045,9046,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0841,1,0.0841,1,0.144,1,0.144,1,中障碍,高障碍,v0.8_gold
9046,9047,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0372,1,0.0372,1,0.0673,1,0.0673,1,中障碍,中障碍,v0.8_gold
9047,9048,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0349,1,0.0349,1,0.0602,1,0.0602,1,中障碍,中障碍,v0.8_gold
9048,9049,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0756,1,0.0756,1,0.1305,1,0.1305,1,中障碍,中障碍,v0.8_gold
9049,9050,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0395,1,0.0395,1,0.068,1,0.068,1,中障碍,中障碍,v0.8_gold
9050,9051,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0475,1,0.0475,1,0.0833,1,0.0833,1,中障碍,中障碍,v0.8_gold
9051,9052,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0371,1,0.0371,1,0.0646,1,0.0646,1,中障碍,中障碍,v0.8_gold
9052,9053,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0384,1,0.0384,1,0.0662,1,0.0662,1,中障碍,中障碍,v0.8_gold
9053,9054,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0386,1,0.0386,1,0.068,1,0.068,1,中障碍,中障碍,v0.8_gold
9054,9055,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0363,1,0.0363,1,0.0653,1,0.0653,1,中障碍,中障碍,v0.8_gold
9055,9056,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0376,1,0.0376,1,0.0631,1,0.0631,1,中障碍,中障碍,v0.8_gold
9056,9057,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0643,1,0.0643,1,0.1101,1,0.1101,1,中障碍,中障碍,v0.8_gold
9057,9058,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0392,1,0.0392,1,0.0698,1,0.0698,1,中障碍,中障碍,v0.8_gold
9058,9059,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0358,1,0.0358,1,0.0646,1,0.0646,1,中障碍,中障碍,v0.8_gold
9059,9060,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0351,1,0.0351,1,0.061,1,0.061,1,中障碍,中障碍,v0.8_gold
9060,9061,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0665,1,0.0665,1,0.1158,1,0.1158,1,中障碍,中障碍,v0.8_gold
9061,9062,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0389,1,0.0389,1,0.0684,1,0.0684,1,中障碍,中障碍,v0.8_gold
9062,9063,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0618,1,0.0618,1,0.1035,1,0.1035,1,中障碍,中障碍,v0.8_gold
9063,9064,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0574,1,0.0574,1,0.1031,1,0.1031,1,中障碍,中障碍,v0.8_gold
9064,9065,10.1016/j.jhazmat.2025.137251,新疆,HM,0.035,1,0.035,1,0.06,1,0.06,1,中障碍,中障碍,v0.8_gold
9065,9066,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0814,1,0.0814,1,0.1402,1,0.1402,1,中障碍,中障碍,v0.8_gold
9066,9067,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0357,1,0.0357,1,0.0637,1,0.0637,1,中障碍,中障碍,v0.8_gold
9067,9068,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0357,1,0.0357,1,0.0629,1,0.0629,1,中障碍,中障碍,v0.8_gold
9068,9069,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0586,1,0.0586,1,0.1007,1,0.1007,1,中障碍,中障碍,v0.8_gold
9069,9070,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0568,1,0.0568,1,0.0977,1,0.0977,1,中障碍,中障碍,v0.8_gold
9070,9071,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0386,1,0.0386,1,0.0669,1,0.0669,1,中障碍,中障碍,v0.8_gold
9071,9072,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0381,1,0.0381,1,0.0674,1,0.0674,1,中障碍,中障碍,v0.8_gold
9072,9073,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0373,1,0.0373,1,0.0653,1,0.0653,1,中障碍,中障碍,v0.8_gold
9073,9074,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0387,1,0.0387,1,0.0662,1,0.0662,1,中障碍,中障碍,v0.8_gold
9074,9075,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0395,1,0.0395,1,0.069,1,0.069,1,中障碍,中障碍,v0.8_gold
9075,9076,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0388,1,0.0388,1,0.0678,1,0.0678,1,中障碍,中障碍,v0.8_gold
9076,9077,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0365,1,0.0365,1,0.0659,1,0.0659,1,中障碍,中障碍,v0.8_gold
9077,9078,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0359,1,0.0359,1,0.0619,1,0.0619,1,中障碍,中障碍,v0.8_gold
9078,9079,10.1016/j.jhazmat.2025.137251,新疆,HM,0.061,1,0.061,1,0.107,1,0.107,1,中障碍,中障碍,v0.8_gold
9079,9080,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0356,1,0.0356,1,0.0615,1,0.0615,1,中障碍,中障碍,v0.8_gold
9080,9081,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0649,1,0.0649,1,0.1118,1,0.1118,1,中障碍,中障碍,v0.8_gold
9081,9082,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0348,1,0.0348,1,0.0639,1,0.0639,1,中障碍,中障碍,v0.8_gold
9082,9083,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0333,1,0.0333,1,0.0578,1,0.0578,1,中障碍,中障碍,v0.8_gold
9083,9084,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0978,1,0.0978,1,0.1673,1,0.1673,1,中障碍,高障碍,v0.8_gold
9084,9085,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0553,1,0.0553,1,0.0953,1,0.0953,1,中障碍,中障碍,v0.8_gold
9085,9086,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0411,1,0.0411,1,0.0721,1,0.0721,1,中障碍,中障碍,v0.8_gold
9086,9087,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0368,1,0.0368,1,0.0643,1,0.0643,1,中障碍,中障碍,v0.8_gold
9087,9088,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0396,1,0.0396,1,0.0684,1,0.0684,1,中障碍,中障碍,v0.8_gold
9088,9089,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0379,1,0.0379,1,0.067,1,0.067,1,中障碍,中障碍,v0.8_gold
9089,9090,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0357,1,0.0357,1,0.0642,1,0.0642,1,中障碍,中障碍,v0.8_gold
9090,9091,10.1016/j.jhazmat.2025.137251,新疆,HM,0.035,1,0.035,1,0.0611,1,0.0611,1,中障碍,中障碍,v0.8_gold
9091,9092,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0651,1,0.0651,1,0.1118,1,0.1118,1,中障碍,中障碍,v0.8_gold
9092,9093,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0446,1,0.0446,1,0.0787,1,0.0787,1,中障碍,中障碍,v0.8_gold
9093,9094,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0363,1,0.0363,1,0.0629,1,0.0629,1,中障碍,中障碍,v0.8_gold
9094,9095,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0544,1,0.0544,1,0.093,1,0.093,1,中障碍,中障碍,v0.8_gold
9095,9096,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0383,1,0.0383,1,0.0679,1,0.0679,1,中障碍,中障碍,v0.8_gold
9096,9097,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0367,1,0.0367,1,0.0648,1,0.0648,1,中障碍,中障碍,v0.8_gold
9097,9098,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0372,1,0.0372,1,0.0644,1,0.0644,1,中障碍,中障碍,v0.8_gold
9098,9099,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0416,1,0.0416,1,0.0723,1,0.0723,1,中障碍,中障碍,v0.8_gold
9099,9100,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0412,1,0.0412,1,0.0688,1,0.0688,1,中障碍,中障碍,v0.8_gold
9100,9101,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0398,1,0.0398,1,0.0723,1,0.0723,1,中障碍,中障碍,v0.8_gold
9101,9102,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0365,1,0.0365,1,0.064,1,0.064,1,中障碍,中障碍,v0.8_gold
9102,9103,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0398,1,0.0398,1,0.0699,1,0.0699,1,中障碍,中障碍,v0.8_gold
9103,9104,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0361,1,0.0361,1,0.0636,1,0.0636,1,中障碍,中障碍,v0.8_gold
9104,9105,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0423,1,0.0423,1,0.0736,1,0.0736,1,中障碍,中障碍,v0.8_gold
9105,9106,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0455,1,0.0455,1,0.0762,1,0.0762,1,中障碍,中障碍,v0.8_gold
9106,9107,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0394,1,0.0394,1,0.0707,1,0.0707,1,中障碍,中障碍,v0.8_gold
9107,9108,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0379,1,0.0379,1,0.0653,1,0.0653,1,中障碍,中障碍,v0.8_gold
9108,9109,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0375,1,0.0375,1,0.0668,1,0.0668,1,中障碍,中障碍,v0.8_gold
9109,9110,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0351,1,0.0351,1,0.0629,1,0.0629,1,中障碍,中障碍,v0.8_gold
9110,9111,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0425,1,0.0425,1,0.0718,1,0.0718,1,中障碍,中障碍,v0.8_gold
9111,9112,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0679,1,0.0679,1,0.1193,1,0.1193,1,中障碍,中障碍,v0.8_gold
9112,9113,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0368,1,0.0368,1,0.0623,1,0.0623,1,中障碍,中障碍,v0.8_gold
9113,9114,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0658,1,0.0658,1,0.1145,1,0.1145,1,中障碍,中障碍,v0.8_gold
9114,9115,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0357,1,0.0357,1,0.0639,1,0.0639,1,中障碍,中障碍,v0.8_gold
9115,9116,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0363,1,0.0363,1,0.0623,1,0.0623,1,中障碍,中障碍,v0.8_gold
9116,9117,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0591,1,0.0591,1,0.1036,1,0.1036,1,中障碍,中障碍,v0.8_gold
9117,9118,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0377,1,0.0377,1,0.0634,1,0.0634,1,中障碍,中障碍,v0.8_gold
9118,9119,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0573,1,0.0573,1,0.1011,1,0.1011,1,中障碍,中障碍,v0.8_gold
9119,9120,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0386,1,0.0386,1,0.0646,1,0.0646,1,中障碍,中障碍,v0.8_gold
9120,9121,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0505,1,0.0505,1,0.0887,1,0.0887,1,中障碍,中障碍,v0.8_gold
9121,9122,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0385,1,0.0385,1,0.0666,1,0.0666,1,中障碍,中障碍,v0.8_gold
9122,9123,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0385,1,0.0385,1,0.0675,1,0.0675,1,中障碍,中障碍,v0.8_gold
9123,9124,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0367,1,0.0367,1,0.0655,1,0.0655,1,中障碍,中障碍,v0.8_gold
9124,9125,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0348,1,0.0348,1,0.062,1,0.062,1,中障碍,中障碍,v0.8_gold
9125,9126,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0489,1,0.0489,1,0.0849,1,0.0849,1,中障碍,中障碍,v0.8_gold
9126,9127,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0665,1,0.0665,1,0.1129,1,0.1129,1,中障碍,中障碍,v0.8_gold
9127,9128,10.1016/j.jhazmat.2025.137251,新疆,HM,0.057,1,0.057,1,0.0989,1,0.0989,1,中障碍,中障碍,v0.8_gold
9128,9129,10.1016/j.jhazmat.2025.137251,新疆,HM,0.038,1,0.038,1,0.0664,1,0.0664,1,中障碍,中障碍,v0.8_gold
9129,9130,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0364,1,0.0364,1,0.0653,1,0.0653,1,中障碍,中障碍,v0.8_gold
9130,9131,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0352,1,0.0352,1,0.0619,1,0.0619,1,中障碍,中障碍,v0.8_gold
9131,9132,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0554,1,0.0554,1,0.0945,1,0.0945,1,中障碍,中障碍,v0.8_gold
9132,9133,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0543,1,0.0543,1,0.0931,1,0.0931,1,中障碍,中障碍,v0.8_gold
9133,9134,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0382,1,0.0382,1,0.0681,1,0.0681,1,中障碍,中障碍,v0.8_gold
9134,9135,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0375,1,0.0375,1,0.0649,1,0.0649,1,中障碍,中障碍,v0.8_gold
9135,9136,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0385,1,0.0385,1,0.067,1,0.067,1,中障碍,中障碍,v0.8_gold
9136,9137,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0365,1,0.0365,1,0.066,1,0.066,1,中障碍,中障碍,v0.8_gold
9137,9138,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0353,1,0.0353,1,0.0616,1,0.0616,1,中障碍,中障碍,v0.8_gold
9138,9139,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0593,1,0.0593,1,0.1049,1,0.1049,1,中障碍,中障碍,v0.8_gold
9139,9140,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0399,1,0.0399,1,0.0674,1,0.0674,1,中障碍,中障碍,v0.8_gold
9140,9141,10.1016/j.jhazmat.2025.137251,新疆,HM,0.098,1,0.098,1,0.1683,1,0.1683,1,中障碍,高障碍,v0.8_gold
9141,9142,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0377,1,0.0377,1,0.0655,1,0.0655,1,中障碍,中障碍,v0.8_gold
9142,9143,10.1016/j.jhazmat.2025.137251,新疆,HM,0.039,1,0.039,1,0.0672,1,0.0672,1,中障碍,中障碍,v0.8_gold
9143,9144,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0367,1,0.0367,1,0.0672,1,0.0672,1,中障碍,中障碍,v0.8_gold
9144,9145,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0381,1,0.0381,1,0.0625,1,0.0625,1,中障碍,中障碍,v0.8_gold
9145,9146,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0773,1,0.0773,1,0.1322,1,0.1322,1,中障碍,中障碍,v0.8_gold
9146,9147,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0386,1,0.0386,1,0.0699,1,0.0699,1,中障碍,中障碍,v0.8_gold
9147,9148,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0368,1,0.0368,1,0.0636,1,0.0636,1,中障碍,中障碍,v0.8_gold
9148,9149,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0493,1,0.0493,1,0.085,1,0.085,1,中障碍,中障碍,v0.8_gold
9149,9150,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0384,1,0.0384,1,0.0673,1,0.0673,1,中障碍,中障碍,v0.8_gold
9150,9151,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0389,1,0.0389,1,0.067,1,0.067,1,中障碍,中障碍,v0.8_gold
9151,9152,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0388,1,0.0388,1,0.0682,1,0.0682,1,中障碍,中障碍,v0.8_gold
9152,9153,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0364,1,0.0364,1,0.0655,1,0.0655,1,中障碍,中障碍,v0.8_gold
9153,9154,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0364,1,0.0364,1,0.0624,1,0.0624,1,中障碍,中障碍,v0.8_gold
9154,9155,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0627,1,0.0627,1,0.106,1,0.106,1,中障碍,中障碍,v0.8_gold
9155,9156,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0376,1,0.0376,1,0.0694,1,0.0694,1,中障碍,中障碍,v0.8_gold
9156,9157,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0347,1,0.0347,1,0.0602,1,0.0602,1,中障碍,中障碍,v0.8_gold
9157,9158,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0731,1,0.0731,1,0.1269,1,0.1269,1,中障碍,中障碍,v0.8_gold
9158,9159,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0424,1,0.0424,1,0.0731,1,0.0731,1,中障碍,中障碍,v0.8_gold
9159,9160,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0608,1,0.0608,1,0.1055,1,0.1055,1,中障碍,中障碍,v0.8_gold
9160,9161,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0375,1,0.0375,1,0.0644,1,0.0644,1,中障碍,中障碍,v0.8_gold
9161,9162,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0441,1,0.0441,1,0.0762,1,0.0762,1,中障碍,中障碍,v0.8_gold
9162,9163,10.1016/j.jhazmat.2025.137251,新疆,HM,0.038,1,0.038,1,0.0675,1,0.0675,1,中障碍,中障碍,v0.8_gold
9163,9164,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0361,1,0.0361,1,0.0641,1,0.0641,1,中障碍,中障碍,v0.8_gold
9164,9165,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0383,1,0.0383,1,0.0643,1,0.0643,1,中障碍,中障碍,v0.8_gold
9165,9166,10.1016/j.jhazmat.2025.137251,新疆,HM,0.052,1,0.052,1,0.0922,1,0.0922,1,中障碍,中障碍,v0.8_gold
9166,9167,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0363,1,0.0363,1,0.0636,1,0.0636,1,中障碍,中障碍,v0.8_gold
9167,9168,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0438,1,0.0438,1,0.075,1,0.075,1,中障碍,中障碍,v0.8_gold
9168,9169,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0395,1,0.0395,1,0.0693,1,0.0693,1,中障碍,中障碍,v0.8_gold
9169,9170,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0395,1,0.0395,1,0.0674,1,0.0674,1,中障碍,中障碍,v0.8_gold
9170,9171,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0399,1,0.0399,1,0.0698,1,0.0698,1,中障碍,中障碍,v0.8_gold
9171,9172,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0365,1,0.0365,1,0.0664,1,0.0664,1,中障碍,中障碍,v0.8_gold
9172,9173,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0372,1,0.0372,1,0.062,1,0.062,1,中障碍,中障碍,v0.8_gold
9173,9174,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0734,1,0.0734,1,0.1274,1,0.1274,1,中障碍,中障碍,v0.8_gold
9174,9175,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0356,1,0.0356,1,0.0646,1,0.0646,1,中障碍,中障碍,v0.8_gold
9175,9176,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0344,1,0.0344,1,0.0602,1,0.0602,1,中障碍,中障碍,v0.8_gold
9176,9177,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0724,1,0.0724,1,0.1239,1,0.1239,1,中障碍,中障碍,v0.8_gold
9177,9178,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0546,1,0.0546,1,0.093,1,0.093,1,中障碍,中障碍,v0.8_gold
9178,9179,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0398,1,0.0398,1,0.0692,1,0.0692,1,中障碍,中障碍,v0.8_gold
9179,9180,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0388,1,0.0388,1,0.0684,1,0.0684,1,中障碍,中障碍,v0.8_gold
9180,9181,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0396,1,0.0396,1,0.0672,1,0.0672,1,中障碍,中障碍,v0.8_gold
9181,9182,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0397,1,0.0397,1,0.0701,1,0.0701,1,中障碍,中障碍,v0.8_gold
9182,9183,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0403,1,0.0403,1,0.0683,1,0.0683,1,中障碍,中障碍,v0.8_gold
9183,9184,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0384,1,0.0384,1,0.07,1,0.07,1,中障碍,中障碍,v0.8_gold
9184,9185,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0332,1,0.0332,1,0.0608,1,0.0608,1,中障碍,中障碍,v0.8_gold
9185,9186,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0516,1,0.0516,1,0.0883,1,0.0883,1,中障碍,中障碍,v0.8_gold
9186,9187,10.1016/j.jhazmat.2025.137251,新疆,HM,0.1061,1,0.1061,1,0.1779,1,0.1779,1,中障碍,高障碍,v0.8_gold
9187,9188,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0563,1,0.0563,1,0.0994,1,0.0994,1,中障碍,中障碍,v0.8_gold
9188,9189,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0376,1,0.0376,1,0.0651,1,0.0651,1,中障碍,中障碍,v0.8_gold
9189,9190,10.1016/j.jhazmat.2025.137251,新疆,HM,0.0363,1,0.0363,1,0.0657,1,0.0657,1,中障碍,中障碍,v0.8_gold
