sample_id,site_id,source_id,province,pollution_type,split,subset,split_strategy,split_version,split_site_group,split_source_group,split_region_holdout,region
10180,10181,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10181,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10181,10182,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10182,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10182,10183,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10183,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10183,10184,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10184,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10184,10185,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10185,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10185,10186,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10186,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10186,10187,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10187,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10187,10188,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10188,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10188,10189,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10189,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10189,10190,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10190,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10190,10191,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10191,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10191,10192,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10192,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10192,10193,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10193,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10193,10194,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10194,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10194,10195,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10195,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10195,10196,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10196,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10196,10197,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10197,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10197,10198,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10198,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10198,10199,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10199,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10199,10200,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10200,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10200,10201,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10201,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10201,10202,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10202,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10202,10203,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10203,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10203,10204,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10204,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10204,10205,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10205,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10205,10206,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10206,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10206,10207,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10207,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10207,10208,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10208,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10208,10209,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10209,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10209,10210,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10210,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10210,10211,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10211,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10211,10212,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10212,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10212,10213,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10213,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10213,10214,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10214,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10214,10215,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10215,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10215,10216,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10216,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10216,10217,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10217,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10217,10218,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10218,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10218,10219,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10219,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10219,10220,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10220,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10220,10221,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10221,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10221,10222,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10222,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10222,10223,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10223,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10223,10224,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10224,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10224,10225,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10225,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10225,10226,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10226,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10226,10227,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10227,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10227,10228,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10228,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10228,10229,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10229,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10229,10230,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10230,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10230,10231,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10231,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10231,10232,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10232,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10232,10233,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10233,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10233,10234,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10234,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10234,10235,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10235,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10235,10236,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10236,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10236,10237,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10237,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10237,10238,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10238,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10238,10239,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10239,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10239,10240,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10240,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10240,10241,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10241,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10241,10242,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10242,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10242,10243,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10243,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10243,10244,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10244,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10244,10245,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10245,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10245,10246,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10246,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10246,10247,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10247,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10247,10248,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10248,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10248,10249,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10249,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10249,10250,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10250,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10250,10251,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10251,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10251,10252,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10252,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10252,10253,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10253,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10253,10254,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10254,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10254,10255,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10255,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10255,10256,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10256,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10256,10257,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10257,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10257,10258,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10258,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10258,10259,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10259,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10259,10260,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10260,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10260,10261,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10261,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10261,10262,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10262,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10262,10263,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10263,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10263,10264,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10264,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10264,10265,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10265,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10265,10266,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10266,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10266,10267,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10267,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10267,10268,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10268,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10268,10269,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10269,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10269,10270,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10270,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10270,10271,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10271,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10271,10272,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10272,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10272,10273,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10273,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10273,10274,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10274,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10274,10275,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10275,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10275,10276,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10276,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10276,10277,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10277,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10277,10278,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10278,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10278,10279,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10279,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10279,10280,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10280,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10280,10281,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10281,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10281,10282,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10282,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10282,10283,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10283,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10283,10284,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10284,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10284,10285,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10285,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10285,10286,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10286,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10286,10287,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10287,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10287,10288,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10288,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10288,10289,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10289,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10289,10290,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10290,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10290,10291,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10291,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10291,10292,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10292,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10292,10293,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10293,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10293,10294,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10294,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10294,10295,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10295,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10295,10296,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10296,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10296,10297,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10297,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10297,10298,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10298,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10298,10299,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10299,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10299,10300,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10300,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10300,10301,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10301,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10301,10302,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10302,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10302,10303,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10303,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10303,10304,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10304,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10304,10305,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10305,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10305,10306,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10306,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10306,10307,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10307,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10307,10308,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10308,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10308,10309,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10309,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10309,10310,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10310,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10310,10311,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10311,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10311,10312,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10312,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10312,10313,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10313,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10313,10314,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10314,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10314,10315,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10315,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10315,10316,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10316,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10316,10317,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10317,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10317,10318,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10318,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10318,10319,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10319,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
10319,10320,10.1007/s10653-023-01673-x,北京,PAH,valid,op,source_level_stratified_groupkfold,v0.8_op_stratified_fix,10320,10.1007/s10653-023-01673-x,"skipped: province 过多, 本版不强制",
